Genus,Species,Paragraph of Species Studied,Ecology,Pathogenic,Clinical,Rotting/Decaying,Spoiled,Contaminated,Plant Pathogen,Animal,Insect,Tree,Stone Chamber,Lichen,Pollen,Feces?Dung,Pine,Bromeliad,Flower,Cactus,Ipomoea,Oak,Hibiscus,Beetle,Ant,Fruit fly,Bee,Water,Tree exudate,Tree flux,Honey,Nematode,Mushroom/Fungus,Soil,Insect Frass,Unknown,Air,Leather Tanning,Industrial,Fodder,Freshwater,Seawater/Marine,Brine,Plant,Food,Pickled/Salted/Brined,Fruit,Drink/Juice,Sugar Cane,Fermented,Wine,Beer,Tequilla,Cider,Wood,Silage,Dairy,Olives
Hyphopichia,H. heimii,"CBS 6139 (NRRL Y-7502), which is the
only known strain of H. heimii, was isolated from decaying, insectinvaded
wood, Equatorial Africa.","The only known strain was isolated from insect-invaded
wood.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kazachstania,K. aerobica ,"AS 2.2384 (CBS 9918, DBVPG 7999)
and AS 2.2385 (DBVPG 8000), both isolated from aerobically deteriorating
corn silage in Tochigi, Japan, April 2002.","Kazachstania aerobia, K. unispora and Saccharomyces cerevisiae
were the dominant species among the yeasts isolated from aerobically
deteriorating corn silage of cultivar Nasu, which had been
ensiled for about 6 months before being exposed to air. After 10 days
of aeration, K. unispora strains were no longer detected, whereas
strains of both K. aerobia and S. cerevisiae were still present (Lu et al.
2004b).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kazachstania,K. africana,"CBS 2517 (DBVPG 6069, NRRL Y-8276,
UCD-FST 57-16), NRRL Y-2404, NRRL Y-2405 and NRRL Y-2406, isolated
from soil, South Africa; DBVPG 6310, from Sardinia, Italy.","Most of the known strains of this species have been isolated
from soil in South Africa.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. aquatica  ,"AS 2.0706 (CBS 10102) isolated from
waste water collected in a paper mill in northeast China.","The only known strain of K. aquatica was isolated near a
paper mill in China.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. barnettii,"CBS 5648 (DBVPG 6365), isolated
from sauerkraut, The Netherlands; CBS 6946 (DBVPG 6370, IFO
10850, NRRL Y-27223), isolated from a soft drink.",unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. bovina,"NRRL Y-7283 (CBS 9732) and NRRL Y-
27502 (CBS 6264), isolated from the nasal passage of a pigeon, USA;
NRRL Y-27501 (CBS 5812), isolated from a human subject in France;
NRRL Y-27511 (CBS 2760), isolated from the cecum of a cow,
Portugal; NRRL Y-27536 (CBS 2678), isolated from the crop of a turkey,
USA.",See K. telluris.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. bulderi,"CBS 8638 (DBVPG 7127, NRRL Y-
27203), DBVPG 7128 (NRRL Y-27204) and DBVPG 7129 (NRRL Y-
27205) were isolated from 3-month-old anaerobic maize silage in
The Netherlands.","Middelhoven et al. (2000a) found that the yeast biota of a
3-month-old anaerobic maize silage consisted of two species, which
were present in about equal numbers (approx. 2000 CFU/g). One species
was identified as K. exigua, whereas the other, characterized by
smaller colonies, was K. bulderii.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kazachstania,K. exigua,"CBS 134 (DBVPG 6413), origin
unknown; CBS 135 (DBVPG 6481), type strain of Candida holmii,
from buttermilk, The Netherlands; CBS 379 (DBVPG 6252, IFO 1128,
NRRL Y-12640), isolated by H. Naganishi from an unknown substrate,
was chosen as type by Lodder and Kreger-van Rij (1952); CBS 1515
(DBVPG 6354), from fermenting cucumber brine; CBS 2141 (DBVPG
6358), from soil; CBS 5648 (DBVPG 6365), from sauerkraut; CBS
4660 (DBVPG 6402), from grape must, former Czechoslovakia.","Most strains of this species have been isolated from diverse
food sources, hence the ecological niche is not clear.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Kazachstania,K. gamospora,"NBRC 11056 (CBS 10328), isolated from
soil, Iriomote Islands, Japan; NBRC 100503, from mushroom, Japan;
NBRC 11057 (CBS 10329), from bamboo litter, Iriomote Islands, Japan.","All known isolates of K. gamospora and K. zonata came from
soil or forest debris in two regions of Japan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. hellenica,"D4W13 (CBS 107045, NBRC 103634),
D9W2 (CBS107385, NBRC 103635), D9W4 (CBS 107055, NBRC
103636), D9W17 (CBS 10706, NBRC 103637), all isolated from
Botrytis-infected fermenting grape juice originating from Attica
Province, Greece.","All known strains of the species were isolated from fermenting
grape must in Greece.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Kazachstania,K. heterogenica,"NRRL Y-27499 (CBS 2675), isolated
from the feces of an unidentified rodent in New Zealand; NRRL Y-
2306, from the lungs and spleen of a mouse, Portugal; NRRL Y-27537
(CBS 2778), from the cecum of a rat, Portugal; NRRL Y-27541 (CBS
3046), from the peritoneal cavity of a mouse, USA.",See K. telluris.,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. humantica,"IFO 10673 (CBS 8893, DBVPG 7292),
isolated from soil in Yaku Island, Japan.","Kazachstania humatica and K. yakushimaensis were isolated
from soil in the same area of Yaku Island in Japan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. jiainica,"SF1S05 (CBS10587, NBRC 102655,
BCRC 23098), and SY4S01, isolated from soil, Taiwan.","See systematics. Systematics: During an investigation of yeast diversity in soil in
Taiwan, Lee et al. (2008) identified some isolates as being species of
Saccharomyces, or related genera of the “Saccharomyces complex”, on
the basis of phenotypic characteristics and sequences of the D1/D2
domains of the LSU rRNA gene. Two of these strains, SF1S05 and
SY4S01, proved to be closely related to Kazachstania transvaalensis, and
were identified as a novel species which was designated as K. jiainica.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. kunashirensis,"DBVPG 6756 (CBS 7662, NRRL Y-
27209), isolated from soil isolated near a hot spring (55 C) on
Kunashir island, Kuril Islands, Russia.",Unknown.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. lodderae,"CBS 2757 (DBVPG 6308, NRRL Y-8280,
UCD-FST 70-3), isolated from soil, South Africa; NRRL YB-4303, NRRL
YB-4304, NRRL YB-4305 and NRRL YB-4306, isolated from soil, South
Africa; CBS 6750 (DBVPG 6906), origin unknown; DBVPG 6963 (UCDFST
56-10), from soil, South Africa.","Most known strains of K. lodderae have been recovered
from soil, but the habitat of this species is not fully known.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. martiniae,"DBVPG 6752 (CBS 6334, IFO 0752, NRRL
Y-409), isolated from a fermenting mushroom collected from an
unknown locality; UWOPS 85-260.1 and two other strains, isolated
from sap flux of Emory oak (Quercus emoryi), Tucson, Arizona, USA.",unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kazachstania,K. naganishii,"DBVPG 7133 (CBS 8797, IFO 10181)
and DBVPG 7992 (CBS 8890, IFO 10922), isolated from decaying
leaves on Yaku Island, Japan; DBVPG 7993 (CBS 8891, IFO 10923), isolated
from soil on Yaku Island, Japan; DBVPG 7994 (CBS 8892, IFO
10924), isolated from the leaf of a mangrove tree identified as pisang
(Kandelia candel, Rhizophoraceae) on Iriomote Island, Japan.","All of the currently known strains of K. naganishi have been
isolated from decaying leaves or soil in Japan. However, the ecological
niche of this species is uncertain.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. piceae,"CBS 7738 (DBVPG 6946, NRRL Y-
17977) and CBS 7739 (DBVPG 6947), isolated from the rhizosphere of
a spruce (Picea abies) in the Northern Black Forest in the south west
of Germany.",unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. pintolopesii,"NRRL Y-27500 (CBS 2985), isolated
from the peritoneal fluid of a dead guinea pig from Indonesia; NRRL
Y-2251, from a mouse, Paraguay; NRRL Y-2260 (CBS 1787, DBVPG
7979), from the liver of a mouse, Portugal; NRRL Y-7492, NRRL Y-
27461, NRRL Y-27462, NRRL Y-27463 and NRRL Y-27464, isolated
from the stomach of a mouse, USA; NRRL Y-27465, NRRL Y-27466
and NRRL Y-27466, isolated from feces of a mouse, USA; NRRL Y-
27510 (CBS 2676), isolated from the udder of a mouse, the
Netherlands; NRRL Y-27539 (CBS 3011), isolated from the feces of a
rat, UK; NRRL Y-27540 (CBS 3045), isolated from a mouse in
Uruguay; NRRL Y-27542 (CBS 3047), isolated from the gut of a
pigeon, USA; NRRL Y-27543 (CBS 3084), isolated from the gut of a
chinchilla, Canada; NRRL Y-27544 (CBS 6261), origin unknown; NRRL
YB-1785, isolated from a mouse, USA; NRRL YB-2574, NRRL YB-2576,
NRRL YB-2577, NRRL YB-2578, NRRL YB-2579, NRRL YB-2580, NRRL
YB-2581 and NRRL YB-2582, probably isolated from a rodent in the
USA; NRRL YB-3291, isolated from the lungs and spleen of a mouse,
USA; NRRL YB-3357, NRRL YB-3359 and NRRL YB-3360, from rat
intestines, USA (Kurtzman et al. 2005).",See K. telluris.,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. rosinii,"DBVPG 6747 (CBS 7127, IFO 10008,
NRRL Y-17919, UCD-FST 01 154) and DBVPG 6750 (CBS 7128, IFO
10009), both of unknown origin.",unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. servazzii,"DBVPG 6355 (CBS 4311, NRRL Y-
12661), isolated from soil, Finland; DBVPG 6360 (CBS 6865), origin
unknown; DBVPG 6762 (CBS 7721), from feces, Germany",unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. siamensis,"S-34 (CBS 10361, NBRC 101968, BCC
21230), S-35, isolated from soil from a mixed deciduous forest, Thailand.","The two known strains of K. siamensis were isolated by
using an enrichment culture on two soil samples from the same
forest in Thailand. However, the actual ecological niche of this species
is uncertain.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. sinensis,"DBVPG 7050 (CBS 7660, CCRC 22331,
NRRL Y-27222), was isolated from the cadaver of a dead bird in
Shennongjia, Hubei province, China and is the only known strain of
the species.",unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. slooffiae,"YB-4349 (CBS 9733, DBVPG
7980), NRRL Y-27498 (CBS 2419, DBVPG 7980), (type strain of Candia
slooffiae), NRRL Y-27538 (CBS 2783) and NRRL YB-4351, all from the
cecum of a horse, Portugal; NRRL Y-27546 (CBS 4069), from the
cecum of a pig, Portugal.",See K. telluris,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. solicola,"CBS 6904 (DBVPG 6357), isolated from
soil, Elburz Mountains, Iran.",unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. spencerorum,"DBVPG 6746 (CBS 3019, NRRL Y-
17920), isolated from soil, South Africa; DBVPG 6748 (CBS 5530), isolated
from the gut of Psychidae larva on an acacia tree (Acacia heteracantha,
Leguminosae) in South Africa.","The only known strains of K. spencerorum have been isolated
in South Africa from soil and insect larvae.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. telluris,"DBVPG 6288 (CBS 2685, IFO 1331, NRRL
YB-4302), isolated from soil, Cape Province, South Africa; DBVPG 7985
(ATCC 26014, CBS 6471), isolated from carnit (acetyl-L-carnitine, a free
form amino acid); NRRL Y-7284 (CBS 6258), NRRL Y-7285, both from
nasal passages of pigeons (Columba livida), USA, H.F. Hasenclever; NRRL
Y-27545 (CBS 6265), fromnasal passage of a pigeon, the Netherlands.","The distribution of K. telluris and the other four known species
of this complex is, with the exception of a few isolates, restricted
to the nasal passages, stomachs and intestinal tracts of birds and mammals.
The species may have some host specificity, since three out of
four known isolates of K. telluris were from pigeons, four of five known
isolates of K. slooffiae were from horses and 27 of 29 well-characterized
strains of K. pintolopesii were from rodents. However, of the five known
strains of K. bovina, only one was isolated from a cow. Most strains
from this species complex have been isolated in the USA and Europe,
but a few strains are from South Africa, South America and Asia.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. transvaalensis,"DBVPG 6757 (CBS 2186, NRRL Y-
17245), isolated by van der Walt (1956c) from soil in Mozambique.",unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. turicensis,"DBVPG 7206 (CBS 8665, NRRL Y-
27345), DBVPG 7207 and DBVPG 7208, isolated from kefyr grains in
Switzerland; DBVPG 7209, DBVPG 7210 and DBVPG 7211, isolated
from kefyr grains in Poland.","All known strains of K. turicensis have been found to be
associated with kefyr in Europe, although further investigation will
be needed to establish the ecological niche of strains of this species
(Wyder et al. 1997).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. unispora,"DBVPG 6368 (ATCC 10612, CBS 398,
IFO 0316, NRRL Y-1556), from unknown substrate, received from the
Carlsberg Laboratories, Copenhagen, Denmark; DBVPG 6414 (CBS
399), from naichin, Mongolia; DBVPG 6429 (CBS 2422), from kefyr
grains, Germany; DBVPG 6445 (CBS 3004), from feces, Croatia;
DBVPG 6482 (CBS 1543), unknown substrate; DBVPG 6483 (CBS
1575), from cheese, Italy.",See K. aerobica.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Kazachstania,K. viticola,"DBVPG 6359 (CBS 6463, NRRL Y-27206,
VKM Y-1659), isolated from fermenting grapes, Kazachstan.",unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Kazachstania,K. yakushimaenisis,"DBVPG 7989 (CBS 8388, IFO 1889),
isolated from partially decayed leaves on Yaku Island, Japan.",unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazachstania,K. zonata,"NBRC 100504 (CBS 10326), isolated
from forest litter, Japan; NBRC 100503, mushroom, Japan.",See K. gamospora.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kloeckera,K. lindneri,"CBS 285 (NRRL Y-17531), isolated from
soil, Java, H. Kufferath.","The only known strain of the species was isolated from soil
in Java.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kluyveromyces,K. aestuarii,"CBS 4438, isolated from marine mud,
Biscayne Bay, J.W. Fell, USA; CBS 4904, from sea water, Torres Strait,
N. van Uden, Portugal. UWOPS 93 11.25 (ML 5079), from sea water,
tidal pool, Shroud Cay, Bahamas, J.W. Fell.","Kluyveromyces aestuarii is presumed to be a marine species,
although special physiological adaptations to saline environments
have not been identified. The discovery of the sister species K. nonfermentans
(Nagahama et al. 1999), also in marine habitats, lends
additional credence to the idea of a special intrinsic adaptation to
the marine environment. De Araujo et al. (1995) identified K. aestuarii
as the predominant isolate in two detritus feeding crabs (Sesarma
rectum and Uca sp.) and a shipworm (Neoteredo reynei) in Brazil. The
species was absent in two species of omnivorous crabs and a clam
species, and rare in another clam. K. aestuarii represented nearly 10%
of an otherwise extremely diverse array of yeast species.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kluyveromyces,K. dobzhanskii,"CBS 2104, isolated from Drosophila
pseudoobscura (Diptera: Drosophilidae), Shehata et al. (1955); CBS
5061 and CBS 5062, from oak white pocket rot mushroom
(Hymenochaete rubiginosa) and brown oak mushroom (Fistulina
hepatica), J. Boidin, France; UWOPS Gol-283, from climbing shrub
(Actinidia arguta, Actinidiaceae), UWOPS Gol-212, herbaceous perennial
(Chloranthus japonicus, Chloranthaceae), UWOPS Gol-2744, from
white nut tree (Kalopanax septemlobus, Araliaceae), and UWOPS Gol-
2745, from magnolia vine (Schisandra chinensis, Schisandraceae), all
near Vladivostok, Russia, W.I. Golubev; UWOPS 79-183 and numerous
others isolated from black knot (Dibotryon morbosum, Venturiaceae)
of chokecherry (Prunus virginiana, Rosaceae), and from Drosophila
spp., Ontario, Canada.","Kluyveromyces dobzhanskii is isolated at relatively low frequency
from a variety of insects that feed on plants or macrofungi,
or from the plants or fungi themselves. Sukhotina et al. (2006) examined
30 strains of K. dobzhanskii collected from diverse substrates in
various biogeographic regions globally. Electrokaryotyping singled
out three of several isolates from noctuid moths in Spain as highly
divergent in chromosome size distributions. However, the ITS/5.8S
rRNA gene sequences of these strains were identical to those of other
European isolates and exhibited minor differences from strains originating
from insects or plants in eastern Russia and in North
American sources. The authors suggested that the major determinants
of variability in the species are geographic and further that a
small Spanish subpopulation exists in parapatry.",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kluyveromyces,K. lactis var. drosophilarum,"CBS 683, isolated
from gassy cheese, L.A. Allen and B.D. Thornley (1929); CBS
4693, received by CBS from P.F. Brust; UWOPS SM2.5 and many
others from cheese, J.L. Schmidt, France.","Lactose-utilizing strains have arisen almost exclusively in
samples from dairy products, whereas lactose-negative strains originate
mostly from Drosophila or materials known to serve as habitats
for yeast-feeding insects.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kluyveromyces,K. lactis var. lactis,"CBS
2105, isolated from Drosophila azteca (Diptera, Drosophilidae, Shehata
et al. 1955); CBS 4372, type strain of Kluyveromyces vanudenii, from
winery equipment (van der Walt and Nel 1963); CBS 2103, type strain
of Kluyveromyces phaseolosporus, from Drosophila pseudoobscura
(Shehata and Mrak 1952); UWOPS 79-127 and several others, from
black knot (Dibotryon morbosum, Ascomycota) of chokecherry (Prunus
virginiana, Rosaceae); UWOPS 82-210 and several others, Drosophila
spp.; UWOPS 81-109 and others, from exudate of red oak (Quercus
rubra); Ontario, Canada. UWOPS 85-256.1, from exudates of Emory
oak (Quercus emoryi, Fagaceae), Arizona (Ganter et al. 1986).",,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kluyveromyces,K. marxianus,"CBS 712, H. Schnegg; CBS 2762, type
strain of Kluyveromyces bulgaricus, isolated from yogurt, J. Santa
Maria; CBS 4857, type strain of K. cicerisporus; CBS 397, type strain of
Kluyveromyces fragilis, yogurt; CBS 5671, type strain of Kluyveromyces
wikenii, from sorghum beer (van der Walt et al. 1966); numerous
strains from cheese, J.L. Schmidt, France; one strain from prickly pear
(Opuntia phaeacantha, Cactaceae), and one from Drosophila carbonaria
(Diptera, Drosophiliae, Ganter et al. 1986).","Kluyveromyces marxianus is known mostly through isolates
from foods and beverages, especially dairy products, but also occurs
in decaying plant tissue and associated insects.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Kluyveromyces,K. nonfermentans,"CBS 8778 (JCM 10232, SY-33), isolated
from deep sediment, Suruga or Sagami Bay, Japan.","The discovery of K. nonfermentans in marine habitats
including crabs, coupled with its sisterhood to K. aestuarii, provide
an interesting example of where phylogeny and ecology appear to be
correlated. This prompted Nagahama et al. (1999) to speculate that
the acquisition of a marine habitat preceded the divergence of the
two species. Phylogenomic studies of these species in comparison
with their terrestrial congeners could in the future provide some
insight on the nature of the adaptation of yeasts to marine
environments.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kluyveromyces,K. wickerhamii,"CBS 2745 (NRRL Y-8286, UCD-FST 54-
210) isolated from Drosophila pinicola (Diptera, Drosophilidae), Sierra
Nevada Mountains, California, USA, H.J. Phaff; NRRL Y-5973 (UCD-FST
56-40), from slime flux of fir tree (Abies sp., Pinaceae), M.W. Miller, USA;
UWOPS 85-330.5, from exudate of Fremont cottonwood (Populus fremontii,
Salicaceae), UWOPS 85-379.1 and UWOPS 85-384.1, from
Drosophila brooksae, Arizona, Ganter et al. (1986); UWOPS 91-127.2,
from exudate of red oak (Quercus rubra, Fagaceae), Ontario, Canada.","In nature, K. wickerhamii is confined to Drosophila species
and to tree exudates that probably act as Drosophila habitats.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
