"Isolation","Trait_A","Trait_B","Mean_NP","SD_NP","Var_NP"
"Nematode","D-Arabinose","D-Ribose",NA,0.21423023023023,NA
"Nematode","D-Arabinose","Methanol",NA,0.0475475475475475,NA
"Nematode","D-Arabinose","Ethanol",NA,0.438402402402402,NA
"Nematode","D-Arabinose","Glycerol",NA,0.347706706706707,NA
"Nematode","D-Arabinose","Erythritol",NA,0.1248998998999,NA
"Nematode","D-Arabinose","Ribitol",NA,0.30897997997998,NA
"Nematode","D-Arabinose","Galactitol",NA,0.0441081081081081,NA
"Nematode","D-Arabinose","D-Mannitol",NA,0.433357357357357,NA
"Nematode","D-Arabinose","D-Glucitol",NA,0.473992992992993,NA
"Nematode","D-Arabinose","myo-Inositol",NA,0.0413603603603604,NA
"Nematode","D-Arabinose","DL-Lactate",NA,0.891687687687688,NA
"Nematode","D-Arabinose","Succinate",NA,0.436411411411411,NA
"Nematode","D-Arabinose","Citrate",NA,0.329445445445445,NA
"Nematode","D-Arabinose","D-Gluconate",NA,0.355034034034034,NA
"Nematode","D-Arabinose","D-Glucosamine",NA,0.196347347347347,NA
"Nematode","D-Arabinose","Nitrate",NA,0.0912552552552553,NA
"Nematode","D-Arabinose","Vitamin-free",NA,0.346121121121121,NA
"Nematode","D-Arabinose","2-Keto-D-gluconate",NA,0.844008008008008,NA
"Nematode","D-Arabinose","Starch formation",NA,0.530249249249249,NA
"Nematode","D-Arabinose","Growth at 19°C",NA,0.200391391391391,NA
"Nematode","D-Arabinose","Growth at 25°C",NA,0.196715715715716,NA
"Nematode","D-Arabinose","Growth at 30°C",NA,0.442758758758759,NA
"Nematode","D-Arabinose","Growth at 37°C",NA,0.598342342342342,NA
"Nematode","D-Ribose","Methanol",NA,0.0522432432432432,NA
"Nematode","D-Ribose","Ethanol",NA,0.463547547547548,NA
"Nematode","D-Ribose","Glycerol",NA,0.390421421421421,NA
"Nematode","D-Ribose","Erythritol",NA,0.1248998998999,NA
"Nematode","D-Ribose","Ribitol",NA,0.306622622622623,NA
"Nematode","D-Ribose","Galactitol",NA,0.0393583583583584,NA
"Nematode","D-Ribose","D-Mannitol",NA,0.472247247247247,NA
"Nematode","D-Ribose","D-Glucitol",NA,0.477452452452452,NA
"Nematode","D-Ribose","myo-Inositol",NA,0.0431941941941942,NA
"Nematode","D-Ribose","DL-Lactate",NA,0.896367367367367,NA
"Nematode","D-Ribose","Succinate",NA,0.473664664664665,NA
"Nematode","D-Ribose","Citrate",NA,0.337208208208208,NA
"Nematode","D-Ribose","D-Gluconate",NA,0.344735735735736,NA
"Nematode","D-Ribose","D-Glucosamine",NA,0.181765765765766,NA
"Nematode","D-Ribose","Nitrate",NA,0.0920670670670671,NA
"Nematode","D-Ribose","Vitamin-free",NA,0.345369369369369,NA
"Nematode","D-Ribose","2-Keto-D-gluconate",NA,0.85121021021021,NA
"Nematode","D-Ribose","Starch formation",NA,0.540824824824825,NA
"Nematode","D-Ribose","Growth at 19°C",NA,0.238213213213213,NA
"Nematode","D-Ribose","Growth at 25°C",NA,0.236732732732733,NA
"Nematode","D-Ribose","Growth at 30°C",NA,0.469508508508509,NA
"Nematode","D-Ribose","Growth at 37°C",NA,0.607707707707708,NA
"Nematode","Methanol","Ethanol",NA,0.346465465465465,NA
"Nematode","Methanol","Glycerol",NA,0.247491491491491,NA
"Nematode","Methanol","Erythritol",NA,0.127083083083083,NA
"Nematode","Methanol","Ribitol",NA,0.312756756756757,NA
"Nematode","Methanol","Galactitol",NA,0.0431941941941942,NA
"Nematode","Methanol","D-Mannitol",NA,0.358674674674675,NA
"Nematode","Methanol","D-Glucitol",NA,0.375091091091091,NA
"Nematode","Methanol","myo-Inositol",NA,0.0441081081081081,NA
"Nematode","Methanol","DL-Lactate",NA,0.875106106106106,NA
"Nematode","Methanol","Succinate",NA,0.329785785785786,NA
"Nematode","Methanol","Citrate",NA,0.335339339339339,NA
"Nematode","Methanol","D-Gluconate",NA,0.367467467467467,NA
"Nematode","Methanol","D-Glucosamine",NA,0.198098098098098,NA
"Nematode","Methanol","Nitrate",NA,0.0944904904904905,NA
"Nematode","Methanol","Vitamin-free",NA,0.337936936936937,NA
"Nematode","Methanol","2-Keto-D-gluconate",NA,0.815915915915916,NA
"Nematode","Methanol","Starch formation",NA,0.523122122122122,NA
"Nematode","Methanol","Growth at 19°C",NA,0.0714464464464464,NA
"Nematode","Methanol","Growth at 25°C",NA,0.074033033033033,NA
"Nematode","Methanol","Growth at 30°C",NA,0.395931931931932,NA
"Nematode","Methanol","Growth at 37°C",NA,0.575950950950951,NA
"Nematode","Ethanol","Glycerol",NA,0.284008008008008,NA
"Nematode","Ethanol","Erythritol",NA,0.0118678678678679,NA
"Nematode","Ethanol","Ribitol",NA,0.0319429429429429,NA
"Nematode","Ethanol","Galactitol",NA,0.00695795795795796,NA
"Nematode","Ethanol","D-Mannitol",NA,0.238877877877878,NA
"Nematode","Ethanol","D-Glucitol",NA,0.24426026026026,NA
"Nematode","Ethanol","myo-Inositol",NA,0.001997997997998,NA
"Nematode","Ethanol","DL-Lactate",NA,0.188572572572573,NA
"Nematode","Ethanol","Succinate",NA,0.282598598598599,NA
"Nematode","Ethanol","Citrate",NA,0.0506496496496497,NA
"Nematode","Ethanol","D-Gluconate",NA,0.0356666666666667,NA
"Nematode","Ethanol","D-Glucosamine",NA,0.0157597597597598,NA
"Nematode","Ethanol","Nitrate",NA,0.00990990990990991,NA
"Nematode","Ethanol","Vitamin-free",NA,0.0475475475475475,NA
"Nematode","Ethanol","2-Keto-D-gluconate",NA,0.189980980980981,NA
"Nematode","Ethanol","Starch formation",NA,0.0848038038038038,NA
"Nematode","Ethanol","Growth at 19°C",NA,0.301965965965966,NA
"Nematode","Ethanol","Growth at 25°C",NA,0.299963963963964,NA
"Nematode","Ethanol","Growth at 30°C",NA,0.24426026026026,NA
"Nematode","Ethanol","Growth at 37°C",NA,0.106442442442442,NA
"Nematode","Glycerol","Erythritol",NA,0.00794394394394394,NA
"Nematode","Glycerol","Ribitol",NA,0.0206596596596597,NA
"Nematode","Glycerol","Galactitol",NA,0.00596996996996997,NA
"Nematode","Glycerol","D-Mannitol",NA,0.16976976976977,NA
"Nematode","Glycerol","D-Glucitol",NA,0.170545545545546,NA
"Nematode","Glycerol","myo-Inositol",NA,0.001997997997998,NA
"Nematode","Glycerol","DL-Lactate",NA,0.135971971971972,NA
"Nematode","Glycerol","Succinate",NA,0.189508508508509,NA
"Nematode","Glycerol","Citrate",NA,0.0234474474474474,NA
"Nematode","Glycerol","D-Gluconate",NA,0.0234474474474474,NA
"Nematode","Glycerol","D-Glucosamine",NA,0.0167277277277277,NA
"Nematode","Glycerol","Nitrate",NA,0.00892792792792793,NA
"Nematode","Glycerol","Vitamin-free",NA,0.04502002002002,NA
"Nematode","Glycerol","2-Keto-D-gluconate",NA,0.130361361361361,NA
"Nematode","Glycerol","Starch formation",NA,0.0459299299299299,NA
"Nematode","Glycerol","Growth at 19°C",NA,0.196107107107107,NA
"Nematode","Glycerol","Growth at 25°C",NA,0.200676676676677,NA
"Nematode","Glycerol","Growth at 30°C",NA,0.16493993993994,NA
"Nematode","Glycerol","Growth at 37°C",NA,0.063967967967968,NA
"Nematode","Erythritol","Ribitol",NA,0.310726726726727,NA
"Nematode","Erythritol","Galactitol",NA,0.0441081081081081,NA
"Nematode","Erythritol","D-Mannitol",NA,0.380259259259259,NA
"Nematode","Erythritol","D-Glucitol",NA,0.41575975975976,NA
"Nematode","Erythritol","myo-Inositol",NA,0.0431941941941942,NA
"Nematode","Erythritol","DL-Lactate",NA,0.874650650650651,NA
"Nematode","Erythritol","Succinate",NA,0.372691691691692,NA
"Nematode","Erythritol","Citrate",NA,0.333449449449449,NA
"Nematode","Erythritol","D-Gluconate",NA,0.351615615615616,NA
"Nematode","Erythritol","D-Glucosamine",NA,0.196932932932933,NA
"Nematode","Erythritol","Nitrate",NA,0.0928768768768769,NA
"Nematode","Erythritol","Vitamin-free",NA,0.341940940940941,NA
"Nematode","Erythritol","2-Keto-D-gluconate",NA,0.824199199199199,NA
"Nematode","Erythritol","Starch formation",NA,0.522246246246246,NA
"Nematode","Erythritol","Growth at 19°C",NA,0.144575575575576,NA
"Nematode","Erythritol","Growth at 25°C",NA,0.14580980980981,NA
"Nematode","Erythritol","Growth at 30°C",NA,0.463542542542543,NA
"Nematode","Erythritol","Growth at 37°C",NA,0.584583583583584,NA
"Nematode","Ribitol","Galactitol",NA,0.0441081081081081,NA
"Nematode","Ribitol","D-Mannitol",NA,0.531987987987988,NA
"Nematode","Ribitol","D-Glucitol",NA,0.545409409409409,NA
"Nematode","Ribitol","myo-Inositol",NA,0.0431941941941942,NA
"Nematode","Ribitol","DL-Lactate",NA,0.90625025025025,NA
"Nematode","Ribitol","Succinate",NA,0.552671671671672,NA
"Nematode","Ribitol","Citrate",NA,0.32863963963964,NA
"Nematode","Ribitol","D-Gluconate",NA,0.343027027027027,NA
"Nematode","Ribitol","D-Glucosamine",NA,0.188787787787788,NA
"Nematode","Ribitol","Nitrate",NA,0.0920670670670671,NA
"Nematode","Ribitol","Vitamin-free",NA,0.344423423423423,NA
"Nematode","Ribitol","2-Keto-D-gluconate",NA,0.870541541541542,NA
"Nematode","Ribitol","Starch formation",NA,0.519095095095095,NA
"Nematode","Ribitol","Growth at 19°C",NA,0.329304304304304,NA
"Nematode","Ribitol","Growth at 25°C",NA,0.326422422422422,NA
"Nematode","Ribitol","Growth at 30°C",NA,0.533329329329329,NA
"Nematode","Ribitol","Growth at 37°C",NA,0.593552552552553,NA
"Nematode","Galactitol","D-Mannitol",NA,0.338097097097097,NA
"Nematode","Galactitol","D-Glucitol",NA,0.371146146146146,NA
"Nematode","Galactitol","myo-Inositol",NA,0.0441081081081081,NA
"Nematode","Galactitol","DL-Lactate",NA,0.850161161161161,NA
"Nematode","Galactitol","Succinate",NA,0.335451451451451,NA
"Nematode","Galactitol","Citrate",NA,0.341572572572573,NA
"Nematode","Galactitol","D-Gluconate",NA,0.365465465465465,NA
"Nematode","Galactitol","D-Glucosamine",NA,0.198677677677678,NA
"Nematode","Galactitol","Nitrate",NA,0.0936846846846847,NA
"Nematode","Galactitol","Vitamin-free",NA,0.344663663663664,NA
"Nematode","Galactitol","2-Keto-D-gluconate",NA,0.822733733733734,NA
"Nematode","Galactitol","Starch formation",NA,0.521317317317317,NA
"Nematode","Galactitol","Growth at 19°C",NA,0.0683073073073073,NA
"Nematode","Galactitol","Growth at 25°C",NA,0.0610920920920921,NA
"Nematode","Galactitol","Growth at 30°C",NA,0.3884994994995,NA
"Nematode","Galactitol","Growth at 37°C",NA,0.579618618618619,NA
"Nematode","D-Mannitol","D-Glucitol",NA,0.286605605605606,NA
"Nematode","D-Mannitol","myo-Inositol",NA,0.0118678678678679,NA
"Nematode","D-Mannitol","DL-Lactate",NA,0.197253253253253,NA
"Nematode","D-Mannitol","Succinate",NA,0.34512012012012,NA
"Nematode","D-Mannitol","Citrate",NA,0.0683073073073073,NA
"Nematode","D-Mannitol","D-Gluconate",NA,0.0691691691691692,NA
"Nematode","D-Mannitol","D-Glucosamine",NA,0.043018018018018,NA
"Nematode","D-Mannitol","Nitrate",NA,0.0224934934934935,NA
"Nematode","D-Mannitol","Vitamin-free",NA,0.0549189189189189,NA
"Nematode","D-Mannitol","2-Keto-D-gluconate",NA,0.200996996996997,NA
"Nematode","D-Mannitol","Starch formation",NA,0.0843403403403403,NA
"Nematode","D-Mannitol","Growth at 19°C",NA,0.315415415415415,NA
"Nematode","D-Mannitol","Growth at 25°C",NA,0.317933933933934,NA
"Nematode","D-Mannitol","Growth at 30°C",NA,0.292203203203203,NA
"Nematode","D-Mannitol","Growth at 37°C",NA,0.123802802802803,NA
"Nematode","D-Glucitol","myo-Inositol",NA,0.0108898898898899,NA
"Nematode","D-Glucitol","DL-Lactate",NA,0.230946946946947,NA
"Nematode","D-Glucitol","Succinate",NA,0.363547547547548,NA
"Nematode","D-Glucitol","Citrate",NA,0.0816816816816817,NA
"Nematode","D-Glucitol","D-Gluconate",NA,0.087987987987988,NA
"Nematode","D-Glucitol","D-Glucosamine",NA,0.0413603603603604,NA
"Nematode","D-Glucitol","Nitrate",NA,0.0234474474474474,NA
"Nematode","D-Glucitol","Vitamin-free",NA,0.0630940940940941,NA
"Nematode","D-Glucitol","2-Keto-D-gluconate",NA,0.218934934934935,NA
"Nematode","D-Glucitol","Starch formation",NA,0.110874874874875,NA
"Nematode","D-Glucitol","Growth at 19°C",NA,0.339439439439439,NA
"Nematode","D-Glucitol","Growth at 25°C",NA,0.342101101101101,NA
"Nematode","D-Glucitol","Growth at 30°C",NA,0.316827827827828,NA
"Nematode","D-Glucitol","Growth at 37°C",NA,0.15390990990991,NA
"Nematode","myo-Inositol","DL-Lactate",NA,0.857957957957958,NA
"Nematode","myo-Inositol","Succinate",NA,0.327198198198198,NA
"Nematode","myo-Inositol","Citrate",NA,0.337341341341341,NA
"Nematode","myo-Inositol","D-Gluconate",NA,0.367726726726727,NA
"Nematode","myo-Inositol","D-Glucosamine",NA,0.198098098098098,NA
"Nematode","myo-Inositol","Nitrate",NA,0.0936846846846847,NA
"Nematode","myo-Inositol","Vitamin-free",NA,0.340971971971972,NA
"Nematode","myo-Inositol","2-Keto-D-gluconate",NA,0.813372372372372,NA
"Nematode","myo-Inositol","Starch formation",NA,0.523922922922923,NA
"Nematode","myo-Inositol","Growth at 19°C",NA,0.0694454454454454,NA
"Nematode","myo-Inositol","Growth at 25°C",NA,0.0622182182182182,NA
"Nematode","myo-Inositol","Growth at 30°C",NA,0.386990990990991,NA
"Nematode","myo-Inositol","Growth at 37°C",NA,0.584055055055055,NA
"Nematode","DL-Lactate","Succinate",NA,0.87525025025025,NA
"Nematode","DL-Lactate","Citrate",NA,0.179315315315315,NA
"Nematode","DL-Lactate","D-Gluconate",NA,0.186217217217217,NA
"Nematode","DL-Lactate","D-Glucosamine",NA,0.0948788788788789,NA
"Nematode","DL-Lactate","Nitrate",NA,0.0502412412412412,NA
"Nematode","DL-Lactate","Vitamin-free",NA,0.187787787787788,NA
"Nematode","DL-Lactate","2-Keto-D-gluconate",NA,0.716172172172172,NA
"Nematode","DL-Lactate","Starch formation",NA,0.303662662662663,NA
"Nematode","DL-Lactate","Growth at 19°C",NA,0.850850850850851,NA
"Nematode","DL-Lactate","Growth at 25°C",NA,0.834834834834835,NA
"Nematode","DL-Lactate","Growth at 30°C",NA,0.742653653653654,NA
"Nematode","DL-Lactate","Growth at 37°C",NA,0.426422422422422,NA
"Nematode","Succinate","Citrate",NA,0.0358108108108108,NA
"Nematode","Succinate","D-Gluconate",NA,0.0411921921921922,NA
"Nematode","Succinate","D-Glucosamine",NA,0.0118678678678679,NA
"Nematode","Succinate","Nitrate",NA,0.00990990990990991,NA
"Nematode","Succinate","Vitamin-free",NA,0.0524514514514514,NA
"Nematode","Succinate","2-Keto-D-gluconate",NA,0.188188188188188,NA
"Nematode","Succinate","Starch formation",NA,0.0888728728728729,NA
"Nematode","Succinate","Growth at 19°C",NA,0.295726726726727,NA
"Nematode","Succinate","Growth at 25°C",NA,0.296375375375375,NA
"Nematode","Succinate","Growth at 30°C",NA,0.225104104104104,NA
"Nematode","Succinate","Growth at 37°C",NA,0.119990990990991,NA
"Nematode","Citrate","D-Gluconate",NA,0.338622622622623,NA
"Nematode","Citrate","D-Glucosamine",NA,0.19078978978979,NA
"Nematode","Citrate","Nitrate",NA,0.085985985985986,NA
"Nematode","Citrate","Vitamin-free",NA,0.343027027027027,NA
"Nematode","Citrate","2-Keto-D-gluconate",NA,0.875034034034034,NA
"Nematode","Citrate","Starch formation",NA,0.517281281281281,NA
"Nematode","Citrate","Growth at 19°C",NA,0.364443443443443,NA
"Nematode","Citrate","Growth at 25°C",NA,0.357521521521522,NA
"Nematode","Citrate","Growth at 30°C",NA,0.562001001001001,NA
"Nematode","Citrate","Growth at 37°C",NA,0.597761761761762,NA
"Nematode","D-Gluconate","D-Glucosamine",NA,0.194578578578579,NA
"Nematode","D-Gluconate","Nitrate",NA,0.0896256256256256,NA
"Nematode","D-Gluconate","Vitamin-free",NA,0.340315315315315,NA
"Nematode","D-Gluconate","2-Keto-D-gluconate",NA,0.917841841841842,NA
"Nematode","D-Gluconate","Starch formation",NA,0.533537537537538,NA
"Nematode","D-Gluconate","Growth at 19°C",NA,0.381565565565566,NA
"Nematode","D-Gluconate","Growth at 25°C",NA,0.378278278278278,NA
"Nematode","D-Gluconate","Growth at 30°C",NA,0.578994994994995,NA
"Nematode","D-Gluconate","Growth at 37°C",NA,0.620691691691692,NA
"Nematode","D-Glucosamine","Nitrate",NA,0.0904414414414414,NA
"Nematode","D-Glucosamine","Vitamin-free",NA,0.346305305305305,NA
"Nematode","D-Glucosamine","2-Keto-D-gluconate",NA,0.843467467467467,NA
"Nematode","D-Glucosamine","Starch formation",NA,0.529328328328328,NA
"Nematode","D-Glucosamine","Growth at 19°C",NA,0.217461461461461,NA
"Nematode","D-Glucosamine","Growth at 25°C",NA,0.219858858858859,NA
"Nematode","D-Glucosamine","Growth at 30°C",NA,0.469205205205205,NA
"Nematode","D-Glucosamine","Growth at 37°C",NA,0.603514514514515,NA
"Nematode","Nitrate","Vitamin-free",NA,0.343907907907908,NA
"Nematode","Nitrate","2-Keto-D-gluconate",NA,0.834718718718719,NA
"Nematode","Nitrate","Starch formation",NA,0.526426426426426,NA
"Nematode","Nitrate","Growth at 19°C",NA,0.116475475475475,NA
"Nematode","Nitrate","Growth at 25°C",NA,0.110654654654655,NA
"Nematode","Nitrate","Growth at 30°C",NA,0.403778778778779,NA
"Nematode","Nitrate","Growth at 37°C",NA,0.582326326326326,NA
"Nematode","Vitamin-free","2-Keto-D-gluconate",NA,0.842058058058058,NA
"Nematode","Vitamin-free","Starch formation",NA,0.483562562562563,NA
"Nematode","Vitamin-free","Growth at 19°C",NA,0.358189189189189,NA
"Nematode","Vitamin-free","Growth at 25°C",NA,0.352528528528529,NA
"Nematode","Vitamin-free","Growth at 30°C",NA,0.605236236236236,NA
"Nematode","Vitamin-free","Growth at 37°C",NA,0.543662662662663,NA
"Nematode","2-Keto-D-gluconate","Starch formation",NA,0.300056056056056,NA
"Nematode","2-Keto-D-gluconate","Growth at 19°C",NA,0.808772772772773,NA
"Nematode","2-Keto-D-gluconate","Growth at 25°C",NA,0.811786786786787,NA
"Nematode","2-Keto-D-gluconate","Growth at 30°C",NA,0.698102102102102,NA
"Nematode","2-Keto-D-gluconate","Growth at 37°C",NA,0.400956956956957,NA
"Nematode","Starch formation","Growth at 19°C",NA,0.530546546546547,NA
"Nematode","Starch formation","Growth at 25°C",NA,0.542917917917918,NA
"Nematode","Starch formation","Growth at 30°C",NA,0.530521521521522,NA
"Nematode","Starch formation","Growth at 37°C",NA,0.546545545545546,NA
"Nematode","Growth at 19°C","Growth at 25°C",NA,0.0234474474474474,NA
"Nematode","Growth at 19°C","Growth at 30°C",NA,0.0176936936936937,NA
"Nematode","Growth at 19°C","Growth at 37°C",NA,0.0118678678678679,NA
"Nematode","Growth at 25°C","Growth at 30°C",NA,0.0167277277277277,NA
"Nematode","Growth at 25°C","Growth at 37°C",NA,0.00596996996996997,NA
"Nematode","Growth at 30°C","Growth at 37°C",NA,0.299850850850851,NA
"Mushroom.Fungus","Glucose_F","Galactose_F",NA,1.63234834834835,NA
"Mushroom.Fungus","Glucose_F","Sucrose_F",NA,0.830221221221221,NA
"Mushroom.Fungus","Glucose_F","Maltose_F",NA,0.739658658658659,NA
"Mushroom.Fungus","Glucose_F","Lactose_F",NA,0.109293293293293,NA
"Mushroom.Fungus","Glucose_F","Raffinose_F",NA,0.594194194194194,NA
"Mushroom.Fungus","Glucose_F","Trehalose_F",NA,1.81820920920921,NA
"Mushroom.Fungus","Glucose_F","Glucose",NA,3.5114954954955,NA
"Mushroom.Fungus","Glucose_F","Inulin",NA,0.512151151151151,NA
"Mushroom.Fungus","Glucose_F","Sucrose",NA,2.7226976976977,NA
"Mushroom.Fungus","Glucose_F","Raffinose",NA,0.928624624624625,NA
"Mushroom.Fungus","Glucose_F","Melibiose",NA,0.339538538538539,NA
"Mushroom.Fungus","Glucose_F","Galactose",NA,3.08354754754755,NA
"Mushroom.Fungus","Glucose_F","Lactose",NA,0.41092992992993,NA
"Mushroom.Fungus","Glucose_F","Trehalose",NA,3.31008508508509,NA
"Mushroom.Fungus","Glucose_F","Maltose",NA,2.54522422422422,NA
"Mushroom.Fungus","Glucose_F","Melezitose",NA,2.20772372372372,NA
"Mushroom.Fungus","Glucose_F","Methyl-?-D-glucoside",NA,2.49673573573574,NA
"Mushroom.Fungus","Glucose_F","Soluble Starch",NA,1.24021521521522,NA
"Mushroom.Fungus","Glucose_F","Cellobiose",NA,2.91731731731732,NA
"Mushroom.Fungus","Glucose_F","Salicin",NA,2.70868368368368,NA
"Mushroom.Fungus","Glucose_F","L-Sorbose",NA,2.07998398398398,NA
"Mushroom.Fungus","Glucose_F","L-Rhamnose",NA,0.736880880880881,NA
"Mushroom.Fungus","Glucose_F","D-Xylose",NA,2.99409409409409,NA
"Mushroom.Fungus","Glucose_F","L-Arabinose",NA,1.06750650650651,NA
"Mushroom.Fungus","Glucose_F","D-Arabinose",NA,1.19798898898899,NA
"Mushroom.Fungus","Glucose_F","D-Ribose",NA,2.02121221221221,NA
"Mushroom.Fungus","Glucose_F","Methanol",NA,0.442506506506507,NA
"Mushroom.Fungus","Glucose_F","Ethanol",NA,3.36206606606607,NA
"Mushroom.Fungus","Glucose_F","Glycerol",NA,3.69269169169169,NA
"Mushroom.Fungus","Glucose_F","Erythritol",NA,0.991247247247247,NA
"Mushroom.Fungus","Glucose_F","Ribitol",NA,3.11789289289289,NA
"Mushroom.Fungus","Glucose_F","Galactitol",NA,0.367963963963964,NA
"Mushroom.Fungus","Glucose_F","D-Mannitol",NA,3.35101501501501,NA
"Mushroom.Fungus","Glucose_F","D-Glucitol",NA,3.26524024024024,NA
"Mushroom.Fungus","Glucose_F","myo-Inositol",NA,0.28562962962963,NA
"Mushroom.Fungus","Glucose_F","DL-Lactate",NA,2.12059159159159,NA
"Mushroom.Fungus","Glucose_F","Succinate",NA,3.32747147147147,NA
"Mushroom.Fungus","Glucose_F","Citrate",NA,3.36736736736737,NA
"Mushroom.Fungus","Glucose_F","D-Gluconate",NA,2.49517917917918,NA
"Mushroom.Fungus","Glucose_F","D-Glucosamine",NA,1.9167007007007,NA
"Mushroom.Fungus","Glucose_F","Nitrate",NA,0.739503503503503,NA
"Mushroom.Fungus","Glucose_F","Vitamin-free",NA,1.23495895895896,NA
"Mushroom.Fungus","Glucose_F","2-Keto-D-gluconate",NA,2.70247747747748,NA
"Mushroom.Fungus","Glucose_F","Starch formation",NA,0.478429429429429,NA
"Mushroom.Fungus","Glucose_F","Growth at 19°C",NA,3.5238988988989,NA
"Mushroom.Fungus","Glucose_F","Growth at 25°C",NA,3.55653253253253,NA
"Mushroom.Fungus","Glucose_F","Growth at 30°C",NA,3.4933973973974,NA
"Mushroom.Fungus","Glucose_F","Growth at 37°C",NA,1.19702102102102,NA
"Mushroom.Fungus","Galactose_F","Sucrose_F",NA,2.50161261261261,NA
"Mushroom.Fungus","Galactose_F","Maltose_F",NA,2.31159059059059,NA
"Mushroom.Fungus","Galactose_F","Lactose_F",NA,0.342466466466466,NA
"Mushroom.Fungus","Galactose_F","Raffinose_F",NA,1.78318218218218,NA
"Mushroom.Fungus","Galactose_F","Trehalose_F",NA,4.65848948948949,NA
"Mushroom.Fungus","Galactose_F","Glucose",NA,5.19724124124124,NA
"Mushroom.Fungus","Galactose_F","Inulin",NA,1.60037537537538,NA
"Mushroom.Fungus","Galactose_F","Sucrose",NA,5.34448048048048,NA
"Mushroom.Fungus","Galactose_F","Raffinose",NA,2.69253153153153,NA
"Mushroom.Fungus","Galactose_F","Melibiose",NA,1.07951051051051,NA
"Mushroom.Fungus","Galactose_F","Galactose",NA,6.44152552552553,NA
"Mushroom.Fungus","Galactose_F","Lactose",NA,1.32803903903904,NA
"Mushroom.Fungus","Galactose_F","Trehalose",NA,6.38448048048048,NA
"Mushroom.Fungus","Galactose_F","Maltose",NA,5.85625625625626,NA
"Mushroom.Fungus","Galactose_F","Melezitose",NA,4.81656056056056,NA
"Mushroom.Fungus","Galactose_F","Methyl-?-D-glucoside",NA,5.10946846846847,NA
"Mushroom.Fungus","Galactose_F","Soluble Starch",NA,3.13547147147147,NA
"Mushroom.Fungus","Galactose_F","Cellobiose",NA,6.03298398398398,NA
"Mushroom.Fungus","Galactose_F","Salicin",NA,5.49767367367367,NA
"Mushroom.Fungus","Galactose_F","L-Sorbose",NA,5.3115025025025,NA
"Mushroom.Fungus","Galactose_F","L-Rhamnose",NA,2.46446446446446,NA
"Mushroom.Fungus","Galactose_F","D-Xylose",NA,5.88836436436436,NA
"Mushroom.Fungus","Galactose_F","L-Arabinose",NA,3.07585085085085,NA
"Mushroom.Fungus","Galactose_F","D-Arabinose",NA,3.93472572572573,NA
"Mushroom.Fungus","Galactose_F","D-Ribose",NA,4.49385285285285,NA
"Mushroom.Fungus","Galactose_F","Methanol",NA,1.59671571571572,NA
"Mushroom.Fungus","Galactose_F","Ethanol",NA,5.6250960960961,NA
"Mushroom.Fungus","Galactose_F","Glycerol",NA,5.58068068068068,NA
"Mushroom.Fungus","Galactose_F","Erythritol",NA,3.361,NA
"Mushroom.Fungus","Galactose_F","Ribitol",NA,6.18777177177177,NA
"Mushroom.Fungus","Galactose_F","Galactitol",NA,1.27407007007007,NA
"Mushroom.Fungus","Galactose_F","D-Mannitol",NA,5.79712112112112,NA
"Mushroom.Fungus","Galactose_F","D-Glucitol",NA,5.80649049049049,NA
"Mushroom.Fungus","Galactose_F","myo-Inositol",NA,0.843847847847848,NA
"Mushroom.Fungus","Galactose_F","DL-Lactate",NA,5.1372012012012,NA
"Mushroom.Fungus","Galactose_F","Succinate",NA,6.42767167167167,NA
"Mushroom.Fungus","Galactose_F","Citrate",NA,6.31764164164164,NA
"Mushroom.Fungus","Galactose_F","D-Gluconate",NA,6.11453053053053,NA
"Mushroom.Fungus","Galactose_F","D-Glucosamine",NA,4.68876476476476,NA
"Mushroom.Fungus","Galactose_F","Nitrate",NA,2.20397897897898,NA
"Mushroom.Fungus","Galactose_F","Vitamin-free",NA,2.47751351351351,NA
"Mushroom.Fungus","Galactose_F","2-Keto-D-gluconate",NA,6.02152152152152,NA
"Mushroom.Fungus","Galactose_F","Starch formation",NA,1.61367767767768,NA
"Mushroom.Fungus","Galactose_F","Growth at 19°C",NA,5.24834834834835,NA
"Mushroom.Fungus","Galactose_F","Growth at 25°C",NA,5.28707807807808,NA
"Mushroom.Fungus","Galactose_F","Growth at 30°C",NA,6.11170770770771,NA
"Mushroom.Fungus","Galactose_F","Growth at 37°C",NA,3.67283683683684,NA
"Mushroom.Fungus","Sucrose_F","Maltose_F",NA,3.57070670670671,NA
"Mushroom.Fungus","Sucrose_F","Lactose_F",NA,0.675154154154154,NA
"Mushroom.Fungus","Sucrose_F","Raffinose_F",NA,2.74918818818819,NA
"Mushroom.Fungus","Sucrose_F","Trehalose_F",NA,6.52611711711712,NA
"Mushroom.Fungus","Sucrose_F","Glucose",NA,4.32231831831832,NA
"Mushroom.Fungus","Sucrose_F","Inulin",NA,2.43648048048048,NA
"Mushroom.Fungus","Sucrose_F","Sucrose",NA,6.43271171171171,NA
"Mushroom.Fungus","Sucrose_F","Raffinose",NA,4.60331431431431,NA
"Mushroom.Fungus","Sucrose_F","Melibiose",NA,2.17807807807808,NA
"Mushroom.Fungus","Sucrose_F","Galactose",NA,6.93891391391391,NA
"Mushroom.Fungus","Sucrose_F","Lactose",NA,2.64796696696697,NA
