"Isolation","Trait_A","Trait_B","Mean_NN","SD_NN","Var_NN"
"Water","D-Mannitol","Growth at 37°C",NA,0.052027027027027,NA
"Water","D-Glucitol","myo-Inositol",NA,0.1248998998999,NA
"Water","D-Glucitol","DL-Lactate",NA,0.0421061061061061,NA
"Water","D-Glucitol","Succinate",NA,0.00695795795795796,NA
"Water","D-Glucitol","Citrate",NA,0.0748338338338338,NA
"Water","D-Glucitol","D-Gluconate",NA,0.0617057057057057,NA
"Water","D-Glucitol","D-Glucosamine",NA,0.0928918918918919,NA
"Water","D-Glucitol","Nitrate",NA,0.0848038038038038,NA
"Water","D-Glucitol","Vitamin-free",NA,0.0904864864864865,NA
"Water","D-Glucitol","2-Keto-D-gluconate",NA,0.0625735735735736,NA
"Water","D-Glucitol","Starch formation",NA,0.112736736736737,NA
"Water","D-Glucitol","Growth at 19°C",NA,0,NA
"Water","D-Glucitol","Growth at 25°C",NA,0,NA
"Water","D-Glucitol","Growth at 30°C",NA,0.00398798798798799,NA
"Water","D-Glucitol","Growth at 37°C",NA,0.0848038038038038,NA
"Water","myo-Inositol","DL-Lactate",NA,0.580244244244244,NA
"Water","myo-Inositol","Succinate",NA,0.119235235235235,NA
"Water","myo-Inositol","Citrate",NA,0.452228228228228,NA
"Water","myo-Inositol","D-Gluconate",NA,0.224124124124124,NA
"Water","myo-Inositol","D-Glucosamine",NA,0.328487487487488,NA
"Water","myo-Inositol","Nitrate",NA,0.480656656656657,NA
"Water","myo-Inositol","Vitamin-free",NA,0.404948948948949,NA
"Water","myo-Inositol","2-Keto-D-gluconate",NA,0.293564564564565,NA
"Water","myo-Inositol","Starch formation",NA,0.338414414414414,NA
"Water","myo-Inositol","Growth at 19°C",NA,0.00299399399399399,NA
"Water","myo-Inositol","Growth at 25°C",NA,0.0138178178178178,NA
"Water","myo-Inositol","Growth at 30°C",NA,0.104783783783784,NA
"Water","myo-Inositol","Growth at 37°C",NA,0.367742742742743,NA
"Water","DL-Lactate","Succinate",NA,0.0375165165165165,NA
"Water","DL-Lactate","Citrate",NA,0.43890990990991,NA
"Water","DL-Lactate","D-Gluconate",NA,0.240604604604605,NA
"Water","DL-Lactate","D-Glucosamine",NA,0.377673673673674,NA
"Water","DL-Lactate","Nitrate",NA,0.384703703703704,NA
"Water","DL-Lactate","Vitamin-free",NA,0.439043043043043,NA
"Water","DL-Lactate","2-Keto-D-gluconate",NA,0.253492492492493,NA
"Water","DL-Lactate","Starch formation",NA,0.586042042042042,NA
"Water","DL-Lactate","Growth at 19°C",NA,0,NA
"Water","DL-Lactate","Growth at 25°C",NA,0.00398798798798799,NA
"Water","DL-Lactate","Growth at 30°C",NA,0.0300690690690691,NA
"Water","DL-Lactate","Growth at 37°C",NA,0.358242242242242,NA
"Water","Succinate","Citrate",NA,0.0714464464464464,NA
"Water","Succinate","D-Gluconate",NA,0.0538048048048048,NA
"Water","Succinate","D-Glucosamine",NA,0.0801911911911912,NA
"Water","Succinate","Nitrate",NA,0.0793553553553554,NA
"Water","Succinate","Vitamin-free",NA,0.083027027027027,NA
"Water","Succinate","2-Keto-D-gluconate",NA,0.0593383383383383,NA
"Water","Succinate","Starch formation",NA,0.112951951951952,NA
"Water","Succinate","Growth at 19°C",NA,0,NA
"Water","Succinate","Growth at 25°C",NA,0,NA
"Water","Succinate","Growth at 30°C",NA,0.00299399399399399,NA
"Water","Succinate","Growth at 37°C",NA,0.0748338338338338,NA
"Water","Citrate","D-Gluconate",NA,0.182413413413413,NA
"Water","Citrate","D-Glucosamine",NA,0.255174174174174,NA
"Water","Citrate","Nitrate",NA,0.250441441441441,NA
"Water","Citrate","Vitamin-free",NA,0.386025025025025,NA
"Water","Citrate","2-Keto-D-gluconate",NA,0.209025025025025,NA
"Water","Citrate","Starch formation",NA,0.472783783783784,NA
"Water","Citrate","Growth at 19°C",NA,0.001997997997998,NA
"Water","Citrate","Growth at 25°C",NA,0.00497997997997998,NA
"Water","Citrate","Growth at 30°C",NA,0.068027027027027,NA
"Water","Citrate","Growth at 37°C",NA,0.267691691691692,NA
"Water","D-Gluconate","D-Glucosamine",NA,0.174645645645646,NA
"Water","D-Gluconate","Nitrate",NA,0.133877877877878,NA
"Water","D-Gluconate","Vitamin-free",NA,0.156012012012012,NA
"Water","D-Gluconate","2-Keto-D-gluconate",NA,0.121717717717718,NA
"Water","D-Gluconate","Starch formation",NA,0.220571571571572,NA
"Water","D-Gluconate","Growth at 19°C",NA,0.001,NA
"Water","D-Gluconate","Growth at 25°C",NA,0.00497997997997998,NA
"Water","D-Gluconate","Growth at 30°C",NA,0.0625735735735736,NA
"Water","D-Gluconate","Growth at 37°C",NA,0.19626026026026,NA
"Water","D-Glucosamine","Nitrate",NA,0.284760760760761,NA
"Water","D-Glucosamine","Vitamin-free",NA,0.312616616616617,NA
"Water","D-Glucosamine","2-Keto-D-gluconate",NA,0.189508508508509,NA
"Water","D-Glucosamine","Starch formation",NA,0.330001001001001,NA
"Water","D-Glucosamine","Growth at 19°C",NA,0.001,NA
"Water","D-Glucosamine","Growth at 25°C",NA,0.00892792792792793,NA
"Water","D-Glucosamine","Growth at 30°C",NA,0.0781891891891892,NA
"Water","D-Glucosamine","Growth at 37°C",NA,0.28887987987988,NA
"Water","Nitrate","Vitamin-free",NA,0.294790790790791,NA
"Water","Nitrate","2-Keto-D-gluconate",NA,0.149473473473473,NA
"Water","Nitrate","Starch formation",NA,0.494590590590591,NA
"Water","Nitrate","Growth at 19°C",NA,0.001,NA
"Water","Nitrate","Growth at 25°C",NA,0.00794394394394394,NA
"Water","Nitrate","Growth at 30°C",NA,0.0765155155155155,NA
"Water","Nitrate","Growth at 37°C",NA,0.295319319319319,NA
"Water","Vitamin-free","2-Keto-D-gluconate",NA,0.185881881881882,NA
"Water","Vitamin-free","Starch formation",NA,0.451602602602603,NA
"Water","Vitamin-free","Growth at 19°C",NA,0.001997997997998,NA
"Water","Vitamin-free","Growth at 25°C",NA,0.00695795795795796,NA
"Water","Vitamin-free","Growth at 30°C",NA,0.071987987987988,NA
"Water","Vitamin-free","Growth at 37°C",NA,0.327646646646647,NA
"Water","2-Keto-D-gluconate","Starch formation",NA,0.278662662662663,NA
"Water","2-Keto-D-gluconate","Growth at 19°C",NA,0.001,NA
"Water","2-Keto-D-gluconate","Growth at 25°C",NA,0.00398798798798799,NA
"Water","2-Keto-D-gluconate","Growth at 30°C",NA,0.0590900900900901,NA
"Water","2-Keto-D-gluconate","Growth at 37°C",NA,0.219098098098098,NA
"Water","Starch formation","Growth at 19°C",NA,0.001997997997998,NA
"Water","Starch formation","Growth at 25°C",NA,0.0128438438438438,NA
"Water","Starch formation","Growth at 30°C",NA,0.0980730730730731,NA
"Water","Starch formation","Growth at 37°C",NA,0.372211211211211,NA
"Water","Growth at 19°C","Growth at 25°C",NA,0,NA
"Water","Growth at 19°C","Growth at 30°C",NA,0,NA
"Water","Growth at 19°C","Growth at 37°C",NA,0.001,NA
"Water","Growth at 25°C","Growth at 30°C",NA,0,NA
"Water","Growth at 25°C","Growth at 37°C",NA,0.00596996996996997,NA
"Water","Growth at 30°C","Growth at 37°C",NA,0.0773533533533534,NA
"Tree.exudate","Glucose_F","Galactose_F",NA,3.27790890890891,NA
"Tree.exudate","Glucose_F","Sucrose_F",NA,3.2136046046046,NA
"Tree.exudate","Glucose_F","Maltose_F",NA,3.63319219219219,NA
"Tree.exudate","Glucose_F","Lactose_F",NA,3.95242342342342,NA
"Tree.exudate","Glucose_F","Raffinose_F",NA,3.72662262262262,NA
"Tree.exudate","Glucose_F","Trehalose_F",NA,3.52255355355355,NA
"Tree.exudate","Glucose_F","Glucose",NA,0,NA
"Tree.exudate","Glucose_F","Inulin",NA,3.7147987987988,NA
"Tree.exudate","Glucose_F","Sucrose",NA,2.45396996996997,NA
"Tree.exudate","Glucose_F","Raffinose",NA,3.29167567567568,NA
"Tree.exudate","Glucose_F","Melibiose",NA,3.88465965965966,NA
"Tree.exudate","Glucose_F","Galactose",NA,2.80204604604605,NA
"Tree.exudate","Glucose_F","Lactose",NA,3.93010610610611,NA
"Tree.exudate","Glucose_F","Trehalose",NA,2.2282992992993,NA
"Tree.exudate","Glucose_F","Maltose",NA,2.85371771771772,NA
"Tree.exudate","Glucose_F","Melezitose",NA,2.92819219219219,NA
"Tree.exudate","Glucose_F","Methyl-?-D-glucoside",NA,2.88508908908909,NA
"Tree.exudate","Glucose_F","Soluble Starch",NA,3.81557157157157,NA
"Tree.exudate","Glucose_F","Cellobiose",NA,2.19866966966967,NA
"Tree.exudate","Glucose_F","Salicin",NA,2.24015115115115,NA
"Tree.exudate","Glucose_F","L-Sorbose",NA,2.60875275275275,NA
"Tree.exudate","Glucose_F","L-Rhamnose",NA,3.33214814814815,NA
"Tree.exudate","Glucose_F","D-Xylose",NA,1.98013913913914,NA
"Tree.exudate","Glucose_F","L-Arabinose",NA,3.42420820820821,NA
"Tree.exudate","Glucose_F","D-Arabinose",NA,3.20510510510511,NA
"Tree.exudate","Glucose_F","D-Ribose",NA,3.10974574574575,NA
"Tree.exudate","Glucose_F","Methanol",NA,3.77437837837838,NA
"Tree.exudate","Glucose_F","Ethanol",NA,0.805905905905906,NA
"Tree.exudate","Glucose_F","Glycerol",NA,0.872503503503503,NA
"Tree.exudate","Glucose_F","Erythritol",NA,3.39475375375375,NA
"Tree.exudate","Glucose_F","Ribitol",NA,2.31322422422422,NA
"Tree.exudate","Glucose_F","Galactitol",NA,3.8968958958959,NA
"Tree.exudate","Glucose_F","D-Mannitol",NA,1.02802702702703,NA
"Tree.exudate","Glucose_F","D-Glucitol",NA,0.900459459459459,NA
"Tree.exudate","Glucose_F","myo-Inositol",NA,3.88884784784785,NA
"Tree.exudate","Glucose_F","DL-Lactate",NA,2.61276376376376,NA
"Tree.exudate","Glucose_F","Succinate",NA,1.14532132132132,NA
"Tree.exudate","Glucose_F","Citrate",NA,2.30307807807808,NA
"Tree.exudate","Glucose_F","D-Gluconate",NA,2.59999099099099,NA
"Tree.exudate","Glucose_F","D-Glucosamine",NA,3.247003003003,NA
"Tree.exudate","Glucose_F","Nitrate",NA,3.60328228228228,NA
"Tree.exudate","Glucose_F","Vitamin-free",NA,3.74434334334334,NA
"Tree.exudate","Glucose_F","2-Keto-D-gluconate",NA,3.25728828828829,NA
"Tree.exudate","Glucose_F","Starch formation",NA,3.83823723723724,NA
"Tree.exudate","Glucose_F","Growth at 19°C",NA,0.0262972972972973,NA
"Tree.exudate","Glucose_F","Growth at 25°C",NA,0.0413603603603604,NA
"Tree.exudate","Glucose_F","Growth at 30°C",NA,0.630149149149149,NA
"Tree.exudate","Glucose_F","Growth at 37°C",NA,2.55550650650651,NA
"Tree.exudate","Galactose_F","Sucrose_F",NA,4.48343943943944,NA
"Tree.exudate","Galactose_F","Maltose_F",NA,4.28138138138138,NA
"Tree.exudate","Galactose_F","Lactose_F",NA,4.10794694694695,NA
"Tree.exudate","Galactose_F","Raffinose_F",NA,4.70433533533533,NA
"Tree.exudate","Galactose_F","Trehalose_F",NA,4.60838338338338,NA
"Tree.exudate","Galactose_F","Glucose",NA,0,NA
"Tree.exudate","Galactose_F","Inulin",NA,4.5255015015015,NA
"Tree.exudate","Galactose_F","Sucrose",NA,3.77480580580581,NA
"Tree.exudate","Galactose_F","Raffinose",NA,5.19167067067067,NA
"Tree.exudate","Galactose_F","Melibiose",NA,4.03243243243243,NA
"Tree.exudate","Galactose_F","Galactose",NA,4.71231231231231,NA
"Tree.exudate","Galactose_F","Lactose",NA,4.23251151151151,NA
"Tree.exudate","Galactose_F","Trehalose",NA,3.13744844844845,NA
"Tree.exudate","Galactose_F","Maltose",NA,3.64562962962963,NA
"Tree.exudate","Galactose_F","Melezitose",NA,3.8662972972973,NA
"Tree.exudate","Galactose_F","Methyl-?-D-glucoside",NA,3.45389289289289,NA
"Tree.exudate","Galactose_F","Soluble Starch",NA,4.73736836836837,NA
"Tree.exudate","Galactose_F","Cellobiose",NA,3.91373773773774,NA
"Tree.exudate","Galactose_F","Salicin",NA,3.84015115115115,NA
"Tree.exudate","Galactose_F","L-Sorbose",NA,4.26266266266266,NA
"Tree.exudate","Galactose_F","L-Rhamnose",NA,4.96487587587588,NA
"Tree.exudate","Galactose_F","D-Xylose",NA,3.10013913913914,NA
"Tree.exudate","Galactose_F","L-Arabinose",NA,4.54621021021021,NA
"Tree.exudate","Galactose_F","D-Arabinose",NA,4.9652012012012,NA
"Tree.exudate","Galactose_F","D-Ribose",NA,4.0475985985986,NA
"Tree.exudate","Galactose_F","Methanol",NA,5.21124224224224,NA
"Tree.exudate","Galactose_F","Ethanol",NA,1.68054454454454,NA
"Tree.exudate","Galactose_F","Glycerol",NA,1.62289389389389,NA
"Tree.exudate","Galactose_F","Erythritol",NA,4.50160560560561,NA
"Tree.exudate","Galactose_F","Ribitol",NA,3.81197097097097,NA
"Tree.exudate","Galactose_F","Galactitol",NA,4.3261011011011,NA
"Tree.exudate","Galactose_F","D-Mannitol",NA,1.75813313313313,NA
"Tree.exudate","Galactose_F","D-Glucitol",NA,1.71481881881882,NA
"Tree.exudate","Galactose_F","myo-Inositol",NA,4.86246246246246,NA
"Tree.exudate","Galactose_F","DL-Lactate",NA,5.88530930930931,NA
"Tree.exudate","Galactose_F","Succinate",NA,2.18069169169169,NA
"Tree.exudate","Galactose_F","Citrate",NA,4.19250850850851,NA
"Tree.exudate","Galactose_F","D-Gluconate",NA,4.55953453453453,NA
"Tree.exudate","Galactose_F","D-Glucosamine",NA,4.19234834834835,NA
"Tree.exudate","Galactose_F","Nitrate",NA,5.16506506506506,NA
"Tree.exudate","Galactose_F","Vitamin-free",NA,5.13791291291291,NA
"Tree.exudate","Galactose_F","2-Keto-D-gluconate",NA,4.70668168168168,NA
"Tree.exudate","Galactose_F","Starch formation",NA,4.95825425425425,NA
"Tree.exudate","Galactose_F","Growth at 19°C",NA,0.0866906906906907,NA
"Tree.exudate","Galactose_F","Growth at 25°C",NA,0.151047047047047,NA
"Tree.exudate","Galactose_F","Growth at 30°C",NA,1.74397997997998,NA
"Tree.exudate","Galactose_F","Growth at 37°C",NA,4.48236636636637,NA
"Tree.exudate","Sucrose_F","Maltose_F",NA,4.79750850850851,NA
"Tree.exudate","Sucrose_F","Lactose_F",NA,4.62194594594595,NA
"Tree.exudate","Sucrose_F","Raffinose_F",NA,4.40711111111111,NA
"Tree.exudate","Sucrose_F","Trehalose_F",NA,5.70711111111111,NA
"Tree.exudate","Sucrose_F","Glucose",NA,0,NA
"Tree.exudate","Sucrose_F","Inulin",NA,4.81507107107107,NA
"Tree.exudate","Sucrose_F","Sucrose",NA,3.63675575575576,NA
"Tree.exudate","Sucrose_F","Raffinose",NA,4.67316916916917,NA
"Tree.exudate","Sucrose_F","Melibiose",NA,4.71399299299299,NA
"Tree.exudate","Sucrose_F","Galactose",NA,4.44912012012012,NA
"Tree.exudate","Sucrose_F","Lactose",NA,5.06366766766767,NA
"Tree.exudate","Sucrose_F","Trehalose",NA,3.31090990990991,NA
"Tree.exudate","Sucrose_F","Maltose",NA,4.15835735735736,NA
"Tree.exudate","Sucrose_F","Melezitose",NA,4.43906306306306,NA
"Tree.exudate","Sucrose_F","Methyl-?-D-glucoside",NA,3.86982882882883,NA
"Tree.exudate","Sucrose_F","Soluble Starch",NA,5.64301801801802,NA
"Tree.exudate","Sucrose_F","Cellobiose",NA,3.52956856856857,NA
"Tree.exudate","Sucrose_F","Salicin",NA,3.76353953953954,NA
"Tree.exudate","Sucrose_F","L-Sorbose",NA,4.59345745745746,NA
"Tree.exudate","Sucrose_F","L-Rhamnose",NA,4.90686586586587,NA
"Tree.exudate","Sucrose_F","D-Xylose",NA,2.96286286286286,NA
"Tree.exudate","Sucrose_F","L-Arabinose",NA,5.32055155155155,NA
"Tree.exudate","Sucrose_F","D-Arabinose",NA,4.88287887887888,NA
"Tree.exudate","Sucrose_F","D-Ribose",NA,4.52443543543544,NA
"Tree.exudate","Sucrose_F","Methanol",NA,5.32876776776777,NA
"Tree.exudate","Sucrose_F","Ethanol",NA,1.57989089089089,NA
"Tree.exudate","Sucrose_F","Glycerol",NA,1.56063163163163,NA
"Tree.exudate","Sucrose_F","Erythritol",NA,4.7281031031031,NA
"Tree.exudate","Sucrose_F","Ribitol",NA,3.72851951951952,NA
"Tree.exudate","Sucrose_F","Galactitol",NA,4.69106606606607,NA
"Tree.exudate","Sucrose_F","D-Mannitol",NA,1.91948348348348,NA
"Tree.exudate","Sucrose_F","D-Glucitol",NA,1.91507407407407,NA
"Tree.exudate","Sucrose_F","myo-Inositol",NA,5.2418978978979,NA
"Tree.exudate","Sucrose_F","DL-Lactate",NA,5.87387387387387,NA
"Tree.exudate","Sucrose_F","Succinate",NA,2.32019119119119,NA
"Tree.exudate","Sucrose_F","Citrate",NA,4.40137737737738,NA
"Tree.exudate","Sucrose_F","D-Gluconate",NA,4.332003003003,NA
"Tree.exudate","Sucrose_F","D-Glucosamine",NA,4.63842942942943,NA
"Tree.exudate","Sucrose_F","Nitrate",NA,5.90530930930931,NA
"Tree.exudate","Sucrose_F","Vitamin-free",NA,5.67368968968969,NA
"Tree.exudate","Sucrose_F","2-Keto-D-gluconate",NA,4.97883483483484,NA
"Tree.exudate","Sucrose_F","Starch formation",NA,5.42968568568569,NA
"Tree.exudate","Sucrose_F","Growth at 19°C",NA,0.0858608608608609,NA
"Tree.exudate","Sucrose_F","Growth at 25°C",NA,0.136687687687688,NA
"Tree.exudate","Sucrose_F","Growth at 30°C",NA,1.6256006006006,NA
"Tree.exudate","Sucrose_F","Growth at 37°C",NA,5.55115115115115,NA
"Tree.exudate","Maltose_F","Lactose_F",NA,3.28187287287287,NA
"Tree.exudate","Maltose_F","Raffinose_F",NA,4.83080580580581,NA
"Tree.exudate","Maltose_F","Trehalose_F",NA,5.01141141141141,NA
"Tree.exudate","Maltose_F","Glucose",NA,0,NA
"Tree.exudate","Maltose_F","Inulin",NA,4.10269369369369,NA
"Tree.exudate","Maltose_F","Sucrose",NA,3.95738838838839,NA
"Tree.exudate","Maltose_F","Raffinose",NA,5.54565665665666,NA
"Tree.exudate","Maltose_F","Melibiose",NA,3.94081181181181,NA
"Tree.exudate","Maltose_F","Galactose",NA,4.4302052052052,NA
"Tree.exudate","Maltose_F","Lactose",NA,3.89821421421421,NA
"Tree.exudate","Maltose_F","Trehalose",NA,3.16947347347347,NA
"Tree.exudate","Maltose_F","Maltose",NA,3.76430830830831,NA
"Tree.exudate","Maltose_F","Melezitose",NA,3.67879479479479,NA
"Tree.exudate","Maltose_F","Methyl-?-D-glucoside",NA,3.3024024024024,NA
"Tree.exudate","Maltose_F","Soluble Starch",NA,4.55951551551552,NA
"Tree.exudate","Maltose_F","Cellobiose",NA,3.76376376376376,NA
"Tree.exudate","Maltose_F","Salicin",NA,4.03437037037037,NA
"Tree.exudate","Maltose_F","L-Sorbose",NA,4.93603603603604,NA
"Tree.exudate","Maltose_F","L-Rhamnose",NA,4.71238338338338,NA
"Tree.exudate","Maltose_F","D-Xylose",NA,3.19956356356356,NA
"Tree.exudate","Maltose_F","L-Arabinose",NA,4.33983983983984,NA
"Tree.exudate","Maltose_F","D-Arabinose",NA,4.72072072072072,NA
"Tree.exudate","Maltose_F","D-Ribose",NA,3.95432932932933,NA
"Tree.exudate","Maltose_F","Methanol",NA,4.68392292292292,NA
"Tree.exudate","Maltose_F","Ethanol",NA,1.89278878878879,NA
"Tree.exudate","Maltose_F","Glycerol",NA,1.66166066066066,NA
"Tree.exudate","Maltose_F","Erythritol",NA,4.17332432432432,NA
"Tree.exudate","Maltose_F","Ribitol",NA,3.96932032032032,NA
"Tree.exudate","Maltose_F","Galactitol",NA,4.01467067067067,NA
"Tree.exudate","Maltose_F","D-Mannitol",NA,1.92744344344344,NA
"Tree.exudate","Maltose_F","D-Glucitol",NA,1.97882282282282,NA
"Tree.exudate","Maltose_F","myo-Inositol",NA,4.08132032032032,NA
"Tree.exudate","Maltose_F","DL-Lactate",NA,6.71807407407407,NA
"Tree.exudate","Maltose_F","Succinate",NA,2.30908408408408,NA
"Tree.exudate","Maltose_F","Citrate",NA,4.39743343343343,NA
"Tree.exudate","Maltose_F","D-Gluconate",NA,4.68608508508509,NA
"Tree.exudate","Maltose_F","D-Glucosamine",NA,3.87525125125125,NA
"Tree.exudate","Maltose_F","Nitrate",NA,4.82160560560561,NA
"Tree.exudate","Maltose_F","Vitamin-free",NA,5.12948848848849,NA
"Tree.exudate","Maltose_F","2-Keto-D-gluconate",NA,4.76307907907908,NA
"Tree.exudate","Maltose_F","Starch formation",NA,4.77448548548549,NA
"Tree.exudate","Maltose_F","Growth at 19°C",NA,0.0996906906906907,NA
"Tree.exudate","Maltose_F","Growth at 25°C",NA,0.156556556556557,NA
"Tree.exudate","Maltose_F","Growth at 30°C",NA,1.92631031031031,NA
"Tree.exudate","Maltose_F","Growth at 37°C",NA,5.36863963963964,NA
"Tree.exudate","Lactose_F","Raffinose_F",NA,3.55398498498498,NA
"Tree.exudate","Lactose_F","Trehalose_F",NA,3.86954854854855,NA
"Tree.exudate","Lactose_F","Glucose",NA,0,NA
"Tree.exudate","Lactose_F","Inulin",NA,2.37839439439439,NA
"Tree.exudate","Lactose_F","Sucrose",NA,4.09372472472472,NA
"Tree.exudate","Lactose_F","Raffinose",NA,5.01044944944945,NA
"Tree.exudate","Lactose_F","Melibiose",NA,2.21084984984985,NA
"Tree.exudate","Lactose_F","Galactose",NA,4.78546946946947,NA
"Tree.exudate","Lactose_F","Lactose",NA,1.88047147147147,NA
"Tree.exudate","Lactose_F","Trehalose",NA,3.25435435435435,NA
"Tree.exudate","Lactose_F","Maltose",NA,3.7234984984985,NA
"Tree.exudate","Lactose_F","Melezitose",NA,3.80907307307307,NA
"Tree.exudate","Lactose_F","Methyl-?-D-glucoside",NA,3.49768868868869,NA
"Tree.exudate","Lactose_F","Soluble Starch",NA,3.174998998999,NA
"Tree.exudate","Lactose_F","Cellobiose",NA,3.91612012012012,NA
"Tree.exudate","Lactose_F","Salicin",NA,4.005004004004,NA
"Tree.exudate","Lactose_F","L-Sorbose",NA,5.04272172172172,NA
"Tree.exudate","Lactose_F","L-Rhamnose",NA,3.79156656656657,NA
"Tree.exudate","Lactose_F","D-Xylose",NA,3.13317217217217,NA
"Tree.exudate","Lactose_F","L-Arabinose",NA,4.00115215215215,NA
"Tree.exudate","Lactose_F","D-Arabinose",NA,4.14873973973974,NA
"Tree.exudate","Lactose_F","D-Ribose",NA,3.72726326326326,NA
"Tree.exudate","Lactose_F","Methanol",NA,3.09028128128128,NA
"Tree.exudate","Lactose_F","Ethanol",NA,2.11571571571572,NA
"Tree.exudate","Lactose_F","Glycerol",NA,2.08518918918919,NA
"Tree.exudate","Lactose_F","Erythritol",NA,3.58838738738739,NA
"Tree.exudate","Lactose_F","Ribitol",NA,3.87343243243243,NA
"Tree.exudate","Lactose_F","Galactitol",NA,2.05082582582583,NA
"Tree.exudate","Lactose_F","D-Mannitol",NA,2.06481581581582,NA
"Tree.exudate","Lactose_F","D-Glucitol",NA,2.32231331331331,NA
"Tree.exudate","Lactose_F","myo-Inositol",NA,1.75372872872873,NA
"Tree.exudate","Lactose_F","DL-Lactate",NA,7.15425425425425,NA
"Tree.exudate","Lactose_F","Succinate",NA,2.58295795795796,NA
"Tree.exudate","Lactose_F","Citrate",NA,4.57648748748749,NA
"Tree.exudate","Lactose_F","D-Gluconate",NA,4.4557997997998,NA
"Tree.exudate","Lactose_F","D-Glucosamine",NA,3.74752352352352,NA
"Tree.exudate","Lactose_F","Nitrate",NA,3.87725225225225,NA
"Tree.exudate","Lactose_F","Vitamin-free",NA,4.09192292292292,NA
"Tree.exudate","Lactose_F","2-Keto-D-gluconate",NA,4.41806206206206,NA
"Tree.exudate","Lactose_F","Starch formation",NA,3.03183083083083,NA
"Tree.exudate","Lactose_F","Growth at 19°C",NA,0.116660660660661,NA
"Tree.exudate","Lactose_F","Growth at 25°C",NA,0.167891891891892,NA
"Tree.exudate","Lactose_F","Growth at 30°C",NA,2.00023623623624,NA
"Tree.exudate","Lactose_F","Growth at 37°C",NA,5.40079179179179,NA
"Tree.exudate","Raffinose_F","Trehalose_F",NA,5.04451551551552,NA
"Tree.exudate","Raffinose_F","Glucose",NA,0,NA
"Tree.exudate","Raffinose_F","Inulin",NA,4.03080580580581,NA
"Tree.exudate","Raffinose_F","Sucrose",NA,3.78862762762763,NA
"Tree.exudate","Raffinose_F","Raffinose",NA,4.78918018018018,NA
"Tree.exudate","Raffinose_F","Melibiose",NA,4.02342742742743,NA
"Tree.exudate","Raffinose_F","Galactose",NA,5.01061061061061,NA
"Tree.exudate","Raffinose_F","Lactose",NA,4.09192792792793,NA
"Tree.exudate","Raffinose_F","Trehalose",NA,3.47862962962963,NA
"Tree.exudate","Raffinose_F","Maltose",NA,4.36793193193193,NA
"Tree.exudate","Raffinose_F","Melezitose",NA,4.39559159159159,NA
"Tree.exudate","Raffinose_F","Methyl-?-D-glucoside",NA,4.12051151151151,NA
"Tree.exudate","Raffinose_F","Soluble Starch",NA,4.8731041041041,NA
"Tree.exudate","Raffinose_F","Cellobiose",NA,3.81845445445445,NA
"Tree.exudate","Raffinose_F","Salicin",NA,4.11107007007007,NA
"Tree.exudate","Raffinose_F","L-Sorbose",NA,5.37414914914915,NA
"Tree.exudate","Raffinose_F","L-Rhamnose",NA,5.04406806806807,NA
"Tree.exudate","Raffinose_F","D-Xylose",NA,3.483002002002,NA
"Tree.exudate","Raffinose_F","L-Arabinose",NA,4.88503603603604,NA
"Tree.exudate","Raffinose_F","D-Arabinose",NA,4.79331231231231,NA
"Tree.exudate","Raffinose_F","D-Ribose",NA,4.43123023023023,NA
"Tree.exudate","Raffinose_F","Methanol",NA,4.8301011011011,NA
"Tree.exudate","Raffinose_F","Ethanol",NA,1.80115215215215,NA
"Tree.exudate","Raffinose_F","Glycerol",NA,1.76343943943944,NA
"Tree.exudate","Raffinose_F","Erythritol",NA,4.80678178178178,NA
"Tree.exudate","Raffinose_F","Ribitol",NA,4.15655655655656,NA
"Tree.exudate","Raffinose_F","Galactitol",NA,4.14813213213213,NA
"Tree.exudate","Raffinose_F","D-Mannitol",NA,2.08576476476476,NA
"Tree.exudate","Raffinose_F","D-Glucitol",NA,2.31918318318318,NA
"Tree.exudate","Raffinose_F","myo-Inositol",NA,4.26003503503503,NA
"Tree.exudate","Raffinose_F","DL-Lactate",NA,6.58821921921922,NA
"Tree.exudate","Raffinose_F","Succinate",NA,2.63543143143143,NA
"Tree.exudate","Raffinose_F","Citrate",NA,5.00875275275275,NA
"Tree.exudate","Raffinose_F","D-Gluconate",NA,4.63551151151151,NA
"Tree.exudate","Raffinose_F","D-Glucosamine",NA,4.6243993993994,NA
"Tree.exudate","Raffinose_F","Nitrate",NA,5.33030530530531,NA
"Tree.exudate","Raffinose_F","Vitamin-free",NA,4.98301401401401,NA
"Tree.exudate","Raffinose_F","2-Keto-D-gluconate",NA,5.17414914914915,NA
"Tree.exudate","Raffinose_F","Starch formation",NA,4.86365465465465,NA
"Tree.exudate","Raffinose_F","Growth at 19°C",NA,0.0948138138138138,NA
"Tree.exudate","Raffinose_F","Growth at 25°C",NA,0.147738738738739,NA
"Tree.exudate","Raffinose_F","Growth at 30°C",NA,1.76536536536537,NA
"Tree.exudate","Raffinose_F","Growth at 37°C",NA,5.897001001001,NA
"Tree.exudate","Trehalose_F","Glucose",NA,0,NA
"Tree.exudate","Trehalose_F","Inulin",NA,4.13473873873874,NA
"Tree.exudate","Trehalose_F","Sucrose",NA,3.90616216216216,NA
"Tree.exudate","Trehalose_F","Raffinose",NA,5.39786186186186,NA
"Tree.exudate","Trehalose_F","Melibiose",NA,4.25465365365365,NA
