"Isolation","Trait_A","Trait_B","Observed_NP","Percent_NP","Mean_NP","SD_NP","Var_NP","Difference","Color"
"Water","Raffinose","myo-Inositol",0,0.903,0.102,0.318900764655241,0.101697697697698,-0.102,3
"Water","Raffinose","Starch formation",0,0.772,0.242,0.462222510972421,0.21364964964965,-0.242,3
"Water","Raffinose_F","Galactitol",0,0.863,0.141,0.359511123956197,0.129248248248248,-0.141,3
"Water","Raffinose_F","Glucose",4,1,3.767,0.472158801605915,0.222933933933934,0.233,1
"Water","Raffinose_F","Inulin",0,0.817,0.196,0.428681429231274,0.183767767767768,-0.196,3
"Water","Raffinose_F","Melibiose",0,0.855,0.15,0.370995468486662,0.137637637637638,-0.15,3
"Water","Raffinose_F","myo-Inositol",0,0.892,0.115,0.340427511947685,0.115890890890891,-0.115,3
"Water","Raffinose_F","Raffinose",0,0.652,0.398,0.583040252414819,0.339935935935936,-0.398,3
"Water","Raffinose_F","Starch formation",0,0.761,0.255,0.473496778446484,0.224199199199199,-0.255,3
"Tree.exudate","Glucose","Starch formation",0,1,0,0,0,0,3
"Tree.flux","Glucose","L-Arabinose",0,1,0,0,0,0,3
"Honey","Glucose","Inulin",0,1,0,0,0,0,3
"Honey","Glucose","Methanol",0,1,0,0,0,0,3
"Honey","Inulin","Methanol",0,0.869,0.135,0.353411799321839,0.1248998998999,-0.135,3
"Honey","Lactose_F","Glucose",5,1,4.954,0.209589904165081,0.0439279279279279,0.0460000000000003,1
"Honey","Lactose_F","Inulin",0,0.855,0.159,0.402344231822554,0.161880880880881,-0.159,3
"Honey","Lactose_F","Methanol",0,0.864,0.14,0.358508756557673,0.128528528528529,-0.14,3
"Honey","Lactose_F","Trehalose_F",0,0.651,0.398,0.588168293893799,0.345941941941942,-0.398,3
"Honey","Trehalose_F","Glucose",5,1,4.598,0.593926551644855,0.352748748748749,0.402,1
"Honey","Trehalose_F","Inulin",0,0.87,0.141,0.378500016198497,0.143262262262262,-0.141,3
"Honey","Trehalose_F","Methanol",0,0.882,0.122,0.339457259800451,0.115231231231231,-0.122,3
"Nematode","Cellobiose","Citrate",0,0.685,0.359,0.566073704953197,0.320439439439439,-0.359,3
"Nematode","Cellobiose","D-Arabinose",0,0.859,0.153,0.392102977219945,0.153744744744745,-0.153,3
"Nematode","Cellobiose","D-Gluconate",0,0.715,0.338,0.581458591899797,0.338094094094094,-0.338,3
"Nematode","Cellobiose","D-Glucosamine",0,0.825,0.19,0.431376965177889,0.186086086086086,-0.19,3
"Nematode","Cellobiose","D-Ribose",0,0.797,0.221,0.456472745481444,0.208367367367367,-0.221,3
"Nematode","Cellobiose","Erythritol",0,0.874,0.128,0.340193667977127,0.115731731731732,-0.128,3
"Nematode","Cellobiose","Galactitol",0,0.962,0.039,0.198792652073759,0.0395185185185185,-0.039,3
"Nematode","Cellobiose","L-Arabinose",0,0.851,0.16,0.39567228429163,0.156556556556557,-0.16,3
"Nematode","Cellobiose","L-Rhamnose",0,0.906,0.097,0.306079539800825,0.0936846846846847,-0.097,3
"Nematode","Cellobiose","Methanol",0,0.951,0.05,0.222597281091997,0.0495495495495495,-0.05,3
"Nematode","Cellobiose","myo-Inositol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Cellobiose","Nitrate",0,0.912,0.09,0.293233671303256,0.085985985985986,-0.09,3
"Nematode","Cellobiose","Ribitol",0,0.73,0.304,0.540255380237787,0.291875875875876,-0.304,3
"Nematode","Cellobiose","Salicin",0,0.653,0.409,0.621373563249279,0.386105105105105,-0.409,3
"Nematode","Citrate","D-Gluconate",0,0.704,0.346,0.581912899515574,0.338622622622623,-0.346,3
"Nematode","Citrate","D-Glucosamine",0,0.813,0.201,0.436794905865201,0.19078978978979,-0.201,3
"Nematode","Citrate","Nitrate",0,0.912,0.09,0.293233671303256,0.085985985985986,-0.09,3
"Nematode","D-Arabinose","Citrate",0,0.667,0.378,0.573973383917273,0.329445445445445,-0.378,3
"Nematode","D-Arabinose","D-Gluconate",0,0.694,0.361,0.595847324433058,0.355034034034034,-0.361,3
"Nematode","D-Arabinose","D-Glucosamine",0,0.808,0.207,0.44311098761749,0.196347347347347,-0.207,3
"Nematode","D-Arabinose","D-Ribose",0,0.791,0.228,0.46285011637703,0.21423023023023,-0.228,3
"Nematode","D-Arabinose","Erythritol",0,0.869,0.135,0.353411799321839,0.1248998998999,-0.135,3
"Nematode","D-Arabinose","Galactitol",0,0.957,0.044,0.210019304132044,0.0441081081081081,-0.044,3
"Nematode","D-Arabinose","Methanol",0,0.95,0.05,0.218054001448145,0.0475475475475475,-0.05,3
"Nematode","D-Arabinose","myo-Inositol",0,0.96,0.041,0.203372467065629,0.0413603603603604,-0.041,3
"Nematode","D-Arabinose","Nitrate",0,0.909,0.094,0.302084847775017,0.0912552552552553,-0.094,3
"Nematode","D-Arabinose","Ribitol",0,0.716,0.323,0.555859676519155,0.30897997997998,-0.323,3
"Nematode","D-Gluconate","D-Glucosamine",0,0.811,0.204,0.441110619435282,0.194578578578579,-0.204,3
"Nematode","D-Gluconate","Nitrate",0,0.911,0.092,0.29937539248513,0.0896256256256256,-0.092,3
"Nematode","D-Glucosamine","Nitrate",0,0.91,0.093,0.300734835763071,0.0904414414414414,-0.093,3
"Nematode","D-Ribose","Citrate",0,0.672,0.377,0.580696313238002,0.337208208208208,-0.377,3
"Nematode","D-Ribose","D-Gluconate",0,0.7,0.353,0.58714200644796,0.344735735735736,-0.353,3
"Nematode","D-Ribose","D-Glucosamine",0,0.816,0.196,0.426339965011217,0.181765765765766,-0.196,3
"Nematode","D-Ribose","Erythritol",0,0.869,0.135,0.353411799321839,0.1248998998999,-0.135,3
"Nematode","D-Ribose","Galactitol",0,0.959,0.041,0.198389410902796,0.0393583583583584,-0.041,3
"Nematode","D-Ribose","Methanol",0,0.948,0.053,0.228567808851647,0.0522432432432432,-0.053,3
"Nematode","D-Ribose","myo-Inositol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","D-Ribose","Nitrate",0,0.908,0.095,0.303425554406789,0.0920670670670671,-0.095,3
"Nematode","D-Ribose","Ribitol",0,0.716,0.322,0.553735155667962,0.306622622622623,-0.322,3
"Nematode","Erythritol","Citrate",0,0.669,0.378,0.577450819940062,0.333449449449449,-0.378,3
"Nematode","Erythritol","D-Gluconate",0,0.699,0.356,0.592971850609804,0.351615615615616,-0.356,3
"Nematode","Erythritol","D-Glucosamine",0,0.807,0.208,0.443771261950268,0.196932932932933,-0.208,3
"Nematode","Erythritol","Galactitol",0,0.957,0.044,0.210019304132044,0.0441081081081081,-0.044,3
"Nematode","Erythritol","myo-Inositol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Erythritol","Nitrate",0,0.907,0.096,0.304757078468863,0.0928768768768769,-0.096,3
"Nematode","Erythritol","Ribitol",0,0.711,0.328,0.557428674116004,0.310726726726727,-0.328,3
"Nematode","Galactitol","Citrate",0,0.663,0.387,0.584442103695971,0.341572572572573,-0.387,3
"Nematode","Galactitol","D-Gluconate",0,0.689,0.37,0.604537397904766,0.365465465465465,-0.37,3
"Nematode","Galactitol","D-Glucosamine",0,0.804,0.211,0.445732742433936,0.198677677677678,-0.211,3
"Nematode","Galactitol","myo-Inositol",0,0.957,0.044,0.210019304132044,0.0441081081081081,-0.044,3
"Nematode","Galactitol","Nitrate",0,0.906,0.097,0.306079539800825,0.0936846846846847,-0.097,3
"Nematode","Galactose","Cellobiose",0,0.654,0.399,0.593423247902499,0.352151151151151,-0.399,3
"Nematode","Galactose","Citrate",0,0.684,0.356,0.559979979622109,0.313577577577578,-0.356,3
"Nematode","Galactose","D-Arabinose",0,0.853,0.16,0.403190479255851,0.162562562562563,-0.16,3
"Nematode","Galactose","D-Gluconate",0,0.715,0.335,0.580613565215378,0.337112112112112,-0.335,3
"Nematode","Galactose","D-Glucosamine",0,0.817,0.196,0.43101017362676,0.18576976976977,-0.196,3
"Nematode","Galactose","D-Ribose",0,0.799,0.218,0.452416490283766,0.204680680680681,-0.218,3
"Nematode","Galactose","Erythritol",0,0.874,0.13,0.348168380559208,0.121221221221221,-0.13,3
"Nematode","Galactose","Galactitol",0,0.959,0.042,0.205616823918371,0.0422782782782783,-0.042,3
"Nematode","Galactose","L-Arabinose",0,0.853,0.159,0.397337233187222,0.157876876876877,-0.159,3
"Nematode","Galactose","L-Rhamnose",0,0.904,0.099,0.308697739373476,0.0952942942942943,-0.099,3
"Nematode","Galactose","Lactose",0,0.953,0.048,0.218503418151167,0.0477437437437437,-0.048,3
"Nematode","Galactose","Maltose",0,0.723,0.323,0.564791988248762,0.31898998998999,-0.323,3
"Nematode","Galactose","Melezitose",0,0.805,0.213,0.451480713690889,0.203834834834835,-0.213,3
"Nematode","Galactose","Methanol",0,0.951,0.05,0.222597281091997,0.0495495495495495,-0.05,3
"Nematode","Galactose","Methyl-?-D-glucoside",0,0.796,0.225,0.467539937966366,0.218593593593594,-0.225,3
"Nematode","Galactose","myo-Inositol",0,0.96,0.041,0.203372467065629,0.0413603603603604,-0.041,3
"Nematode","Galactose","Nitrate",0,0.916,0.087,0.292432071627783,0.0855165165165165,-0.087,3
"Nematode","Galactose","Ribitol",0,0.722,0.31,0.534963724177805,0.286186186186186,-0.31,3
"Nematode","Galactose","Salicin",0,0.659,0.41,0.631108784836892,0.398298298298298,-0.41,3
"Nematode","Galactose_F","Cellobiose",0,0.635,0.422,0.606864304671386,0.368284284284284,-0.422,3
"Nematode","Galactose_F","Citrate",0,0.669,0.377,0.57550169608977,0.331202202202202,-0.377,3
"Nematode","Galactose_F","D-Arabinose",0,0.847,0.166,0.408179630322987,0.166610610610611,-0.166,3
"Nematode","Galactose_F","D-Gluconate",0,0.699,0.358,0.598493269965665,0.358194194194194,-0.358,3
"Nematode","Galactose_F","D-Glucosamine",0,0.81,0.204,0.436548479065698,0.190574574574575,-0.204,3
"Nematode","Galactose_F","D-Ribose",0,0.793,0.226,0.461667777884852,0.213137137137137,-0.226,3
"Nematode","Galactose_F","Erythritol",0,0.87,0.134,0.35237503908218,0.124168168168168,-0.134,3
"Nematode","Galactose_F","Galactitol",0,0.959,0.042,0.205616823918371,0.0422782782782783,-0.042,3
"Nematode","Galactose_F","Galactose",0,0.635,0.427,0.615670406995537,0.37905005005005,-0.427,3
"Nematode","Galactose_F","Glucose",5,1,4.83,0.418658900867132,0.175275275275275,0.17,1
"Nematode","Galactose_F","Inulin",0,0.93,0.07,0.255274685711618,0.0651651651651652,-0.07,3
"Nematode","Galactose_F","L-Arabinose",0,0.84,0.173,0.411388186802004,0.16924024024024,-0.173,3
"Nematode","Galactose_F","L-Rhamnose",0,0.897,0.105,0.313166206786545,0.0980730730730731,-0.105,3
"Nematode","Galactose_F","Lactose",0,0.949,0.052,0.226599530774773,0.0513473473473473,-0.052,3
"Nematode","Galactose_F","Lactose_F",0,0.979,0.021,0.143455845400526,0.0205795795795796,-0.021,3
"Nematode","Galactose_F","Maltose",0,0.707,0.347,0.585605612963139,0.342933933933934,-0.347,3
"Nematode","Galactose_F","Maltose_F",0,0.911,0.09,0.289799903353994,0.083983983983984,-0.09,3
"Nematode","Galactose_F","Melezitose",0,0.796,0.225,0.467539937966366,0.218593593593594,-0.225,3
"Nematode","Galactose_F","Melibiose",0,0.944,0.057,0.236234643536478,0.0558068068068068,-0.057,3
"Nematode","Galactose_F","Methanol",0,0.95,0.051,0.224609548883055,0.0504494494494495,-0.051,3
"Nematode","Galactose_F","Methyl-?-D-glucoside",0,0.78,0.243,0.481853902322253,0.232183183183183,-0.243,3
"Nematode","Galactose_F","myo-Inositol",0,0.959,0.042,0.205616823918371,0.0422782782782783,-0.042,3
"Nematode","Galactose_F","Nitrate",0,0.91,0.093,0.300734835763071,0.0904414414414414,-0.093,3
"Nematode","Galactose_F","Raffinose",0,0.846,0.168,0.414666067996826,0.171947947947948,-0.168,3
"Nematode","Galactose_F","Raffinose_F",0,0.92,0.085,0.296416704763518,0.0878628628628629,-0.085,3
"Nematode","Galactose_F","Ribitol",0,0.712,0.325,0.552883966742282,0.305680680680681,-0.325,3
"Nematode","Galactose_F","Salicin",0,0.64,0.43,0.641491630118049,0.411511511511511,-0.43,3
"Nematode","Galactose_F","Sucrose_F",0,0.869,0.14,0.372207655131566,0.138538538538539,-0.14,3
"Nematode","Galactose_F","Trehalose_F",0,0.833,0.184,0.431659970729659,0.18633033033033,-0.184,3
"Nematode","Glucose","Cellobiose",0,1,0,0,0,0,3
"Nematode","Glucose","Citrate",0,1,0,0,0,0,3
"Nematode","Glucose","D-Arabinose",0,1,0,0,0,0,3
"Nematode","Glucose","D-Gluconate",0,1,0,0,0,0,3
"Nematode","Glucose","D-Glucosamine",0,1,0,0,0,0,3
"Nematode","Glucose","D-Ribose",0,1,0,0,0,0,3
"Nematode","Glucose","Erythritol",0,1,0,0,0,0,3
"Nematode","Glucose","Galactitol",0,1,0,0,0,0,3
"Nematode","Glucose","Galactose",0,1,0,0,0,0,3
"Nematode","Glucose","Inulin",0,1,0,0,0,0,3
"Nematode","Glucose","L-Arabinose",0,1,0,0,0,0,3
"Nematode","Glucose","L-Rhamnose",0,1,0,0,0,0,3
"Nematode","Glucose","Lactose",0,1,0,0,0,0,3
"Nematode","Glucose","Maltose",0,1,0,0,0,0,3
"Nematode","Glucose","Melezitose",0,1,0,0,0,0,3
"Nematode","Glucose","Melibiose",0,1,0,0,0,0,3
"Nematode","Glucose","Methanol",0,1,0,0,0,0,3
"Nematode","Glucose","Methyl-?-D-glucoside",0,1,0,0,0,0,3
"Nematode","Glucose","myo-Inositol",0,1,0,0,0,0,3
"Nematode","Glucose","Nitrate",0,1,0,0,0,0,3
"Nematode","Glucose","Raffinose",0,1,0,0,0,0,3
"Nematode","Glucose","Ribitol",0,1,0,0,0,0,3
"Nematode","Glucose","Salicin",0,1,0,0,0,0,3
"Nematode","Glucose_F","Cellobiose",0,0.655,0.395,0.589340582619526,0.347322322322322,-0.395,3
"Nematode","Glucose_F","Citrate",0,0.692,0.348,0.55785948697428,0.311207207207207,-0.348,3
"Nematode","Glucose_F","D-Arabinose",0,0.851,0.162,0.404870250722278,0.16391991991992,-0.162,3
"Nematode","Glucose_F","D-Gluconate",0,0.716,0.335,0.580613565215378,0.337112112112112,-0.335,3
"Nematode","Glucose_F","D-Glucosamine",0,0.822,0.191,0.427436196059367,0.182701701701702,-0.191,3
"Nematode","Glucose_F","D-Ribose",0,0.81,0.206,0.442447465536599,0.19575975975976,-0.206,3
"Nematode","Glucose_F","Erythritol",0,0.878,0.124,0.335762917453278,0.112736736736737,-0.124,3
"Nematode","Glucose_F","Galactitol",0,0.963,0.038,0.196455070167697,0.0385945945945946,-0.038,3
"Nematode","Glucose_F","Galactose",0,0.652,0.401,0.598796758138818,0.358557557557558,-0.401,3
"Nematode","Glucose_F","Galactose_F",0,0.866,0.148,0.397811832722776,0.158254254254254,-0.148,3
"Nematode","Glucose_F","Glucose",5,1,4.438,0.710394721729167,0.504660660660661,0.562,1
"Nematode","Glucose_F","Inulin",0,0.933,0.067,0.250147103868051,0.0625735735735736,-0.067,3
"Nematode","Glucose_F","L-Arabinose",0,0.855,0.155,0.388749438747024,0.151126126126126,-0.155,3
"Nematode","Glucose_F","L-Rhamnose",0,0.907,0.096,0.304757078468863,0.0928768768768769,-0.096,3
"Nematode","Glucose_F","Lactose",0,0.949,0.052,0.226599530774773,0.0513473473473473,-0.052,3
"Nematode","Glucose_F","Lactose_F",0,0.98,0.02,0.140070052543788,0.0196196196196196,-0.02,3
"Nematode","Glucose_F","Maltose",0,0.723,0.328,0.573362664240308,0.328744744744745,-0.328,3
"Nematode","Glucose_F","Maltose_F",0,0.919,0.083,0.283180492250422,0.0801911911911912,-0.083,3
"Nematode","Glucose_F","Melezitose",0,0.813,0.205,0.448526672758908,0.201176176176176,-0.205,3
"Nematode","Glucose_F","Melibiose",0,0.949,0.051,0.220107808692576,0.0484474474474474,-0.051,3
"Nematode","Glucose_F","Methanol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Glucose_F","Methyl-?-D-glucoside",0,0.801,0.22,0.464559808653112,0.215815815815816,-0.22,3
"Nematode","Glucose_F","myo-Inositol",0,0.957,0.044,0.210019304132044,0.0441081081081081,-0.044,3
"Nematode","Glucose_F","Nitrate",0,0.914,0.089,0.29523916773722,0.0871661661661662,-0.089,3
"Nematode","Glucose_F","Raffinose",0,0.851,0.16,0.400700088046609,0.160560560560561,-0.16,3
"Nematode","Glucose_F","Raffinose_F",0,0.93,0.073,0.271559836398435,0.0737447447447447,-0.073,3
"Nematode","Glucose_F","Ribitol",0,0.735,0.297,0.53204706001826,0.283074074074074,-0.297,3
"Nematode","Glucose_F","Salicin",0,0.669,0.387,0.599658728436926,0.359590590590591,-0.387,3
"Nematode","Glucose_F","Sucrose_F",0,0.873,0.135,0.364565368497761,0.132907907907908,-0.135,3
"Nematode","Glucose_F","Trehalose_F",0,0.843,0.172,0.417840388893403,0.174590590590591,-0.172,3
"Nematode","Inulin","Cellobiose",0,0.63,0.427,0.604182121579277,0.365036036036036,-0.427,3
"Nematode","Inulin","Citrate",0,0.663,0.385,0.580613565215378,0.337112112112112,-0.385,3
"Nematode","Inulin","D-Arabinose",0,0.844,0.171,0.414645548548312,0.171930930930931,-0.171,3
"Nematode","Inulin","D-Gluconate",0,0.69,0.37,0.606190949674661,0.367467467467467,-0.37,3
"Nematode","Inulin","D-Glucosamine",0,0.805,0.21,0.445082125116363,0.198098098098098,-0.21,3
"Nematode","Inulin","D-Ribose",0,0.789,0.231,0.466751386561258,0.217856856856857,-0.231,3
"Nematode","Inulin","Erythritol",0,0.866,0.138,0.356487142942187,0.127083083083083,-0.138,3
"Nematode","Inulin","Galactitol",0,0.956,0.045,0.212179216748531,0.04502002002002,-0.045,3
"Nematode","Inulin","Galactose",0,0.625,0.443,0.628606511377464,0.395146146146146,-0.443,3
"Nematode","Inulin","L-Arabinose",0,0.839,0.174,0.412181869923816,0.169893893893894,-0.174,3
"Nematode","Inulin","L-Rhamnose",0,0.897,0.105,0.313166206786545,0.0980730730730731,-0.105,3
"Nematode","Inulin","Lactose",0,0.947,0.054,0.230514939075838,0.0531371371371371,-0.054,3
"Nematode","Inulin","Maltose",0,0.705,0.35,0.588086597233644,0.345845845845846,-0.35,3
"Nematode","Inulin","Melezitose",0,0.792,0.229,0.469872088743075,0.22077977977978,-0.229,3
"Nematode","Inulin","Melibiose",0,0.943,0.058,0.238102273598327,0.0566926926926927,-0.058,3
"Nematode","Inulin","Methanol",0,0.948,0.053,0.228567808851647,0.0522432432432432,-0.053,3
"Nematode","Inulin","Methyl-?-D-glucoside",0,0.776,0.248,0.486551880823343,0.236732732732733,-0.248,3
"Nematode","Inulin","myo-Inositol",0,0.957,0.044,0.210019304132044,0.0441081081081081,-0.044,3
"Nematode","Inulin","Nitrate",0,0.907,0.096,0.304757078468863,0.0928768768768769,-0.096,3
"Nematode","Inulin","Raffinose",0,0.841,0.174,0.424150803257407,0.179903903903904,-0.174,3
"Nematode","Inulin","Ribitol",0,0.709,0.331,0.560136369782174,0.313752752752753,-0.331,3
"Nematode","Inulin","Salicin",0,0.631,0.443,0.648977790199458,0.421172172172172,-0.443,3
"Nematode","L-Arabinose","Citrate",0,0.677,0.369,0.573731791143012,0.329168168168168,-0.369,3
"Nematode","L-Arabinose","D-Arabinose",0,0.847,0.169,0.417867938006272,0.174613613613614,-0.169,3
"Nematode","L-Arabinose","D-Gluconate",0,0.693,0.36,0.588852058455048,0.346746746746747,-0.36,3
"Nematode","L-Arabinose","D-Glucosamine",0,0.802,0.213,0.447024418606893,0.199830830830831,-0.213,3
"Nematode","L-Arabinose","D-Ribose",0,0.794,0.224,0.458294702166667,0.210034034034034,-0.224,3
"Nematode","L-Arabinose","Erythritol",0,0.87,0.134,0.35237503908218,0.124168168168168,-0.134,3
"Nematode","L-Arabinose","Galactitol",0,0.959,0.042,0.205616823918371,0.0422782782782783,-0.042,3
"Nematode","L-Arabinose","Methanol",0,0.95,0.051,0.224609548883055,0.0504494494494495,-0.051,3
"Nematode","L-Arabinose","myo-Inositol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","L-Arabinose","Nitrate",0,0.906,0.097,0.306079539800825,0.0936846846846847,-0.097,3
"Nematode","L-Arabinose","Ribitol",0,0.714,0.322,0.550107824538625,0.302618618618619,-0.322,3
"Nematode","L-Rhamnose","Citrate",0,0.666,0.381,0.578077134276364,0.334173173173173,-0.381,3
"Nematode","L-Rhamnose","D-Arabinose",0,0.849,0.165,0.409808422245008,0.167942942942943,-0.165,3
"Nematode","L-Rhamnose","D-Gluconate",0,0.691,0.369,0.605975417163276,0.367206206206206,-0.369,3
"Nematode","L-Rhamnose","D-Glucosamine",0,0.804,0.211,0.445732742433936,0.198677677677678,-0.211,3
"Nematode","L-Rhamnose","D-Ribose",0,0.793,0.227,0.464420807766714,0.215686686686687,-0.227,3
"Nematode","L-Rhamnose","Erythritol",0,0.868,0.136,0.3544427028867,0.12562962962963,-0.136,3
"Nematode","L-Rhamnose","Galactitol",0,0.957,0.044,0.210019304132044,0.0441081081081081,-0.044,3
"Nematode","L-Rhamnose","L-Arabinose",0,0.847,0.166,0.405719864695591,0.164608608608609,-0.166,3
"Nematode","L-Rhamnose","Methanol",0,0.949,0.052,0.226599530774773,0.0513473473473473,-0.052,3
"Nematode","L-Rhamnose","myo-Inositol",0,0.959,0.042,0.205616823918371,0.0422782782782783,-0.042,3
"Nematode","L-Rhamnose","Nitrate",0,0.905,0.098,0.307393055371279,0.0944904904904905,-0.098,3
"Nematode","L-Rhamnose","Ribitol",0,0.707,0.333,0.560736502668968,0.314425425425425,-0.333,3
"Nematode","Lactose","Cellobiose",0,0.627,0.436,0.618293042404883,0.382286286286286,-0.436,3
"Nematode","Lactose","Citrate",0,0.664,0.386,0.584247674659767,0.341345345345345,-0.386,3
"Nematode","Lactose","D-Arabinose",0,0.843,0.173,0.421008608282833,0.177248248248248,-0.173,3
"Nematode","Lactose","D-Gluconate",0,0.694,0.364,0.601552878694688,0.361865865865866,-0.364,3
"Nematode","Lactose","D-Glucosamine",0,0.804,0.211,0.445732742433936,0.198677677677678,-0.211,3
"Nematode","Lactose","D-Ribose",0,0.788,0.231,0.464601823990021,0.215854854854855,-0.231,3
"Nematode","Lactose","Erythritol",0,0.867,0.137,0.355467800732158,0.126357357357357,-0.137,3
"Nematode","Lactose","Galactitol",0,0.956,0.045,0.212179216748531,0.04502002002002,-0.045,3
"Nematode","Lactose","L-Arabinose",0,0.844,0.169,0.408173499391626,0.166605605605606,-0.169,3
"Nematode","Lactose","L-Rhamnose",0,0.898,0.105,0.316346447862269,0.100075075075075,-0.105,3
"Nematode","Lactose","Maltose",0,0.702,0.352,0.586890484196533,0.34444044044044,-0.352,3
"Nematode","Lactose","Melezitose",0,0.79,0.231,0.471021083244541,0.221860860860861,-0.231,3
"Nematode","Lactose","Methanol",0,0.948,0.053,0.228567808851647,0.0522432432432432,-0.053,3
"Nematode","Lactose","Methyl-?-D-glucoside",0,0.774,0.25,0.487583570003889,0.237737737737738,-0.25,3
"Nematode","Lactose","myo-Inositol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Lactose","Nitrate",0,0.906,0.097,0.306079539800825,0.0936846846846847,-0.097,3
"Nematode","Lactose","Ribitol",0,0.705,0.335,0.561328860909619,0.31509009009009,-0.335,3
"Nematode","Lactose","Salicin",0,0.631,0.443,0.648977790199458,0.421172172172172,-0.443,3
"Nematode","Lactose_F","Cellobiose",0,0.628,0.435,0.618188609695421,0.382157157157157,-0.435,3
"Nematode","Lactose_F","Citrate",0,0.662,0.388,0.584634755892769,0.341797797797798,-0.388,3
"Nematode","Lactose_F","D-Arabinose",0,0.842,0.174,0.421784188776561,0.177901901901902,-0.174,3
"Nematode","Lactose_F","D-Gluconate",0,0.688,0.371,0.60475178769866,0.365724724724725,-0.371,3
"Nematode","Lactose_F","D-Glucosamine",0,0.802,0.213,0.447024418606893,0.199830830830831,-0.213,3
"Nematode","Lactose_F","D-Ribose",0,0.787,0.233,0.467899486994728,0.21892992992993,-0.233,3
"Nematode","Lactose_F","Erythritol",0,0.867,0.137,0.355467800732158,0.126357357357357,-0.137,3
"Nematode","Lactose_F","Galactitol",0,0.957,0.044,0.210019304132044,0.0441081081081081,-0.044,3
"Nematode","Lactose_F","Galactose",0,0.622,0.449,0.633877591338265,0.401800800800801,-0.449,3
"Nematode","Lactose_F","Glucose",5,1,4.978,0.146756729104793,0.0215375375375375,0.0220000000000002,1
"Nematode","Lactose_F","Inulin",0,0.928,0.072,0.258617251711642,0.0668828828828829,-0.072,3
"Nematode","Lactose_F","L-Arabinose",0,0.84,0.171,0.404873959304526,0.163922922922923,-0.171,3
"Nematode","Lactose_F","L-Rhamnose",0,0.896,0.107,0.318830131343718,0.101652652652653,-0.107,3
"Nematode","Lactose_F","Lactose",0,0.946,0.055,0.23244145290595,0.054029029029029,-0.055,3
"Nematode","Lactose_F","Maltose",0,0.699,0.356,0.589585966260741,0.347611611611612,-0.356,3
"Nematode","Lactose_F","Melezitose",0,0.79,0.23,0.468315405810357,0.219319319319319,-0.23,3
"Nematode","Lactose_F","Melibiose",0,0.943,0.058,0.238102273598327,0.0566926926926927,-0.058,3
"Nematode","Lactose_F","Methanol",0,0.948,0.053,0.228567808851647,0.0522432432432432,-0.053,3
"Nematode","Lactose_F","Methyl-?-D-glucoside",0,0.776,0.248,0.486551880823343,0.236732732732733,-0.248,3
"Nematode","Lactose_F","myo-Inositol",0,0.957,0.044,0.210019304132044,0.0441081081081081,-0.044,3
"Nematode","Lactose_F","Nitrate",0,0.905,0.098,0.307393055371279,0.0944904904904905,-0.098,3
"Nematode","Lactose_F","Raffinose",0,0.839,0.176,0.425682047078809,0.181205205205205,-0.176,3
"Nematode","Lactose_F","Raffinose_F",0,0.917,0.09,0.309832206195541,0.095995995995996,-0.09,3
"Nematode","Lactose_F","Ribitol",0,0.706,0.334,0.561033652073348,0.314758758758759,-0.334,3
"Nematode","Lactose_F","Salicin",0,0.63,0.442,0.645796448622206,0.417053053053053,-0.442,3
"Nematode","Lactose_F","Trehalose_F",0,0.828,0.19,0.438283118648314,0.192092092092092,-0.19,3
"Nematode","Maltose","Cellobiose",0,0.646,0.411,0.605347375847493,0.366445445445445,-0.411,3
"Nematode","Maltose","Citrate",0,0.68,0.364,0.569058720896032,0.323827827827828,-0.364,3
"Nematode","Maltose","D-Arabinose",0,0.848,0.167,0.413862636973045,0.171282282282282,-0.167,3
"Nematode","Maltose","D-Gluconate",0,0.701,0.354,0.594169198997253,0.353037037037037,-0.354,3
"Nematode","Maltose","D-Glucosamine",0,0.813,0.199,0.430795293131883,0.185584584584585,-0.199,3
"Nematode","Maltose","D-Ribose",0,0.805,0.212,0.448617049672945,0.201257257257257,-0.212,3
"Nematode","Maltose","Erythritol",0,0.873,0.131,0.349229095238299,0.121960960960961,-0.131,3
"Nematode","Maltose","Galactitol",0,0.961,0.04,0.201098086615563,0.0404404404404404,-0.04,3
"Nematode","Maltose","L-Arabinose",0,0.847,0.164,0.399078016512139,0.159263263263263,-0.164,3
"Nematode","Maltose","L-Rhamnose",0,0.906,0.097,0.306079539800825,0.0936846846846847,-0.097,3
"Nematode","Maltose","Melezitose",0,0.801,0.215,0.45053077361927,0.202977977977978,-0.215,3
"Nematode","Maltose","Methanol",0,0.954,0.047,0.216420511592219,0.0468378378378378,-0.047,3
"Nematode","Maltose","Methyl-?-D-glucoside",0,0.791,0.229,0.465591855358076,0.216775775775776,-0.229,3
