"Isolation","Trait","Observed_PP","Percent_PP"
"Nematode","Vitamin-free",1,0.934
"Nematode","2-Keto-D-gluconate",4,0.992
"Nematode","Starch formation",2,0.984
"Nematode","Growth at 19°C",5,1
"Nematode","Growth at 25°C",5,1
"Nematode","Growth at 30°C",4,0.858
"Nematode","Growth at 37°C",2,0.919
"Mushroom.Fungus","Glucose_F",49,0.919
"Mushroom.Fungus","Galactose_F",31,0.916
"Mushroom.Fungus","Sucrose_F",7,0.171
"Mushroom.Fungus","Maltose_F",12,0.524
"Mushroom.Fungus","Lactose_F",1,0.572
"Mushroom.Fungus","Raffinose_F",6,0.342
"Mushroom.Fungus","Trehalose_F",34,0.968
"Mushroom.Fungus","Glucose",55,1
"Mushroom.Fungus","Inulin",5,0.434
"Mushroom.Fungus","Sucrose",37,0.51
"Mushroom.Fungus","Raffinose",9,0.128
"Mushroom.Fungus","Melibiose",6,0.478
"Mushroom.Fungus","Galactose",42,0.678
"Mushroom.Fungus","Lactose",9,0.674
"Mushroom.Fungus","Trehalose",48,0.863
"Mushroom.Fungus","Maltose",39,0.756
"Mushroom.Fungus","Melezitose",30,0.616
"Mushroom.Fungus","Methyl-?-D-glucoside",38,0.902
"Mushroom.Fungus","Soluble Starch",15,0.579
"Mushroom.Fungus","Cellobiose",45,0.887
"Mushroom.Fungus","Salicin",41,0.733
"Mushroom.Fungus","L-Sorbose",23,0.162
"Mushroom.Fungus","L-Rhamnose",10,0.426
"Mushroom.Fungus","D-Xylose",45,0.764
"Mushroom.Fungus","L-Arabinose",14,0.217
"Mushroom.Fungus","D-Arabinose",22,0.694
"Mushroom.Fungus","D-Ribose",28,0.681
"Mushroom.Fungus","Methanol",4,0.599
"Mushroom.Fungus","Ethanol",47,0.467
"Mushroom.Fungus","Glycerol",55,1
"Mushroom.Fungus","Erythritol",18,0.613
"Mushroom.Fungus","Ribitol",46,0.918
"Mushroom.Fungus","Galactitol",7,0.545
"Mushroom.Fungus","D-Mannitol",52,0.879
"Mushroom.Fungus","D-Glucitol",52,0.911
"Mushroom.Fungus","myo-Inositol",4,0.49
"Mushroom.Fungus","DL-Lactate",18,0.104
"Mushroom.Fungus","Succinate",52,0.916
"Mushroom.Fungus","Citrate",49,0.96
"Mushroom.Fungus","D-Gluconate",38,0.691
"Mushroom.Fungus","D-Glucosamine",34,0.924
"Mushroom.Fungus","Nitrate",4,0.145
"Mushroom.Fungus","Vitamin-free",7,0.246
"Mushroom.Fungus","2-Keto-D-gluconate",41,0.962
"Mushroom.Fungus","Starch formation",2,0.122
"Mushroom.Fungus","Growth at 19°C",55,1
"Mushroom.Fungus","Growth at 25°C",55,1
"Mushroom.Fungus","Growth at 30°C",52,0.891
"Mushroom.Fungus","Growth at 37°C",7,0.005
"Soil","Glucose_F",119,0.301
"Soil","Galactose_F",62,0.798
"Soil","Sucrose_F",51,0.678
"Soil","Maltose_F",34,0.394
"Soil","Lactose_F",2,0.251
"Soil","Raffinose_F",36,0.785
"Soil","Trehalose_F",42,0.103
"Soil","Glucose",167,1
"Soil","Inulin",44,0.968
"Soil","Sucrose",105,0.695
"Soil","Raffinose",67,0.91
"Soil","Melibiose",43,0.964
"Soil","Galactose",122,0.883
"Soil","Lactose",38,0.929
"Soil","Trehalose",120,0.721
"Soil","Maltose",93,0.477
"Soil","Melezitose",82,0.681
"Soil","Methyl-?-D-glucoside",90,0.847
"Soil","Soluble Starch",48,0.567
"Soil","Cellobiose",103,0.436
"Soil","Salicin",104,0.502
"Soil","L-Sorbose",100,0.798
"Soil","L-Rhamnose",43,0.495
"Soil","D-Xylose",109,0.263
"Soil","L-Arabinose",67,0.653
"Soil","D-Arabinose",46,0.213
"Soil","D-Ribose",65,0.267
"Soil","Methanol",17,0.65
"Soil","Ethanol",140,0.772
"Soil","Glycerol",138,0.197
"Soil","Erythritol",50,0.544
"Soil","Ribitol",86,0.12
"Soil","Galactitol",40,0.924
"Soil","D-Mannitol",122,0.202
"Soil","D-Glucitol",120,0.172
"Soil","myo-Inositol",21,0.585
"Soil","DL-Lactate",81,0.536
"Soil","Succinate",123,0.095
"Soil","Citrate",97,0.322
"Soil","D-Gluconate",100,0.736
"Soil","D-Glucosamine",49,0.072
"Soil","Nitrate",27,0.255
"Soil","Vitamin-free",51,0.93
"Soil","2-Keto-D-gluconate",73,0.383
"Soil","Starch formation",26,0.583
"Soil","Growth at 19°C",164,0.55
"Soil","Growth at 25°C",165,0.695
"Soil","Growth at 30°C",158,0.943
"Soil","Growth at 37°C",78,0.677
"Insect.Frass","Glucose_F",62,0.417
"Insect.Frass","Galactose_F",29,0.269
"Insect.Frass","Sucrose_F",22,0.209
"Insect.Frass","Maltose_F",18,0.29
"Insect.Frass","Lactose_F",1,0.324
"Insect.Frass","Raffinose_F",11,0.138
"Insect.Frass","Trehalose_F",35,0.61
"Insect.Frass","Glucose",79,1
"Insect.Frass","Inulin",8,0.186
"Insect.Frass","Sucrose",51,0.228
"Insect.Frass","Raffinose",26,0.243
"Insect.Frass","Melibiose",14,0.513
"Insect.Frass","Galactose",48,0.096
"Insect.Frass","Lactose",17,0.684
"Insect.Frass","Trehalose",68,0.846
"Insect.Frass","Maltose",54,0.53
"Insect.Frass","Melezitose",49,0.659
"Insect.Frass","Methyl-?-D-glucoside",53,0.784
"Insect.Frass","Soluble Starch",24,0.364
"Insect.Frass","Cellobiose",65,0.857
"Insect.Frass","Salicin",66,0.894
"Insect.Frass","L-Sorbose",42,0.183
"Insect.Frass","L-Rhamnose",41,0.96
"Insect.Frass","D-Xylose",75,0.987
"Insect.Frass","L-Arabinose",51,0.961
"Insect.Frass","D-Arabinose",42,0.889
"Insect.Frass","D-Ribose",48,0.807
"Insect.Frass","Methanol",10,0.656
"Insect.Frass","Ethanol",78,0.976
"Insect.Frass","Glycerol",75,0.608
"Insect.Frass","Erythritol",37,0.843
"Insect.Frass","Ribitol",57,0.603
"Insect.Frass","Galactitol",14,0.623
"Insect.Frass","D-Mannitol",72,0.821
"Insect.Frass","D-Glucitol",74,0.928
"Insect.Frass","myo-Inositol",9,0.608
"Insect.Frass","DL-Lactate",36,0.121
"Insect.Frass","Succinate",76,0.886
"Insect.Frass","Citrate",57,0.507
"Insect.Frass","D-Gluconate",65,0.949
"Insect.Frass","D-Glucosamine",41,0.647
"Insect.Frass","Nitrate",21,0.556
"Insect.Frass","Vitamin-free",16,0.205
"Insect.Frass","2-Keto-D-gluconate",43,0.477
"Insect.Frass","Starch formation",5,0.092
"Insect.Frass","Growth at 19°C",79,1
"Insect.Frass","Growth at 25°C",79,1
"Insect.Frass","Growth at 30°C",79,1
"Insect.Frass","Growth at 37°C",48,0.727
"Unknown","Glucose_F",3,1
"Unknown","Galactose_F",2,0.925
"Unknown","Sucrose_F",1,0.881
"Unknown","Maltose_F",1,0.908
"Unknown","Lactose_F",0,0.958
"Unknown","Raffinose_F",1,0.917
"Unknown","Trehalose_F",2,0.98
"Unknown","Glucose",3,1
"Unknown","Inulin",1,0.938
"Unknown","Sucrose",1,0.675
"Unknown","Raffinose",2,0.975
"Unknown","Melibiose",2,0.995
"Unknown","Galactose",3,1
"Unknown","Lactose",0,0.882
"Unknown","Trehalose",1,0.519
"Unknown","Maltose",1,0.723
"Unknown","Melezitose",1,0.781
"Unknown","Methyl-?-D-glucoside",2,0.956
"Unknown","Soluble Starch",1,0.893
"Unknown","Cellobiose",2,0.942
"Unknown","Salicin",2,0.935
"Unknown","L-Sorbose",2,0.964
"Unknown","L-Rhamnose",0,0.734
"Unknown","D-Xylose",2,0.933
"Unknown","L-Arabinose",2,0.976
"Unknown","D-Arabinose",2,0.982
"Unknown","D-Ribose",2,0.963
"Unknown","Methanol",0,0.859
"Unknown","Ethanol",2,0.913
"Unknown","Glycerol",2,0.88
"Unknown","Erythritol",2,0.99
"Unknown","Ribitol",2,0.945
"Unknown","Galactitol",2,0.994
"Unknown","D-Mannitol",2,0.911
"Unknown","D-Glucitol",2,0.924
"Unknown","myo-Inositol",2,0.997
"Unknown","DL-Lactate",2,0.952
"Unknown","Succinate",2,0.905
"Unknown","Citrate",1,0.676
"Unknown","D-Gluconate",2,0.943
"Unknown","D-Glucosamine",2,0.979
"Unknown","Nitrate",1,0.892
"Unknown","Vitamin-free",0,0.718
"Unknown","2-Keto-D-gluconate",2,0.869
"Unknown","Starch formation",1,0.906
"Unknown","Growth at 19°C",3,1
"Unknown","Growth at 25°C",3,1
"Unknown","Growth at 30°C",2,0.901
"Unknown","Growth at 37°C",1,0.76
"Air","Glucose_F",7,0.649
"Air","Galactose_F",5,0.766
"Air","Sucrose_F",4,0.729
"Air","Maltose_F",5,0.897
"Air","Lactose_F",0,0.86
"Air","Raffinose_F",2,0.698
"Air","Trehalose_F",5,0.763
"Air","Glucose",9,1
"Air","Inulin",4,0.901
"Air","Sucrose",7,0.687
"Air","Raffinose",3,0.616
"Air","Melibiose",2,0.791
"Air","Galactose",8,0.814
"Air","Lactose",2,0.838
"Air","Trehalose",9,1
"Air","Maltose",9,1
"Air","Melezitose",5,0.633
"Air","Methyl-?-D-glucoside",8,0.909
"Air","Soluble Starch",4,0.797
"Air","Cellobiose",8,0.896
"Air","Salicin",6,0.578
"Air","L-Sorbose",7,0.774
"Air","L-Rhamnose",1,0.507
"Air","D-Xylose",8,0.78
"Air","L-Arabinose",6,0.859
"Air","D-Arabinose",3,0.588
"Air","D-Ribose",5,0.715
"Air","Methanol",1,0.768
"Air","Ethanol",8,0.641
"Air","Glycerol",9,1
"Air","Erythritol",6,0.881
"Air","Ribitol",8,0.919
"Air","Galactitol",3,0.888
"Air","D-Mannitol",9,1
"Air","D-Glucitol",9,1
"Air","myo-Inositol",1,0.809
"Air","DL-Lactate",4,0.466
"Air","Succinate",9,1
"Air","Citrate",6,0.573
"Air","D-Gluconate",5,0.444
"Air","D-Glucosamine",7,0.905
"Air","Nitrate",0,0.407
"Air","Vitamin-free",3,0.692
"Air","2-Keto-D-gluconate",5,0.615
"Air","Starch formation",1,0.61
"Air","Growth at 19°C",9,1
"Air","Growth at 25°C",9,1
"Air","Growth at 30°C",8,0.619
"Air","Growth at 37°C",4,0.483
"Leather.Tanning","Glucose_F",16,0.95
"Leather.Tanning","Galactose_F",6,0.69
"Leather.Tanning","Sucrose_F",5,0.591
"Leather.Tanning","Maltose_F",2,0.475
"Leather.Tanning","Lactose_F",0,0.806
"Leather.Tanning","Raffinose_F",3,0.619
"Leather.Tanning","Trehalose_F",5,0.608
"Leather.Tanning","Glucose",18,1
"Leather.Tanning","Inulin",1,0.516
"Leather.Tanning","Sucrose",8,0.376
"Leather.Tanning","Raffinose",5,0.561
"Leather.Tanning","Melibiose",4,0.807
"Leather.Tanning","Galactose",10,0.461
"Leather.Tanning","Lactose",4,0.841
"Leather.Tanning","Trehalose",10,0.506
"Leather.Tanning","Maltose",9,0.592
"Leather.Tanning","Melezitose",9,0.737
"Leather.Tanning","Methyl-?-D-glucoside",9,0.726
"Leather.Tanning","Soluble Starch",5,0.712
"Leather.Tanning","Cellobiose",11,0.593
"Leather.Tanning","Salicin",12,0.714
"Leather.Tanning","L-Sorbose",6,0.325
"Leather.Tanning","L-Rhamnose",8,0.891
"Leather.Tanning","D-Xylose",15,0.931
"Leather.Tanning","L-Arabinose",11,0.93
"Leather.Tanning","D-Arabinose",5,0.61
"Leather.Tanning","D-Ribose",9,0.788
"Leather.Tanning","Methanol",3,0.823
"Leather.Tanning","Ethanol",17,0.963
"Leather.Tanning","Glycerol",17,0.928
"Leather.Tanning","Erythritol",6,0.757
"Leather.Tanning","Ribitol",11,0.747
"Leather.Tanning","Galactitol",4,0.804
"Leather.Tanning","D-Mannitol",12,0.631
"Leather.Tanning","D-Glucitol",13,0.733
"Leather.Tanning","myo-Inositol",1,0.731
"Leather.Tanning","DL-Lactate",13,0.916
"Leather.Tanning","Succinate",16,0.905
"Leather.Tanning","Citrate",11,0.661
"Leather.Tanning","D-Gluconate",11,0.738
"Leather.Tanning","D-Glucosamine",7,0.695
"Leather.Tanning","Nitrate",4,0.724
"Leather.Tanning","Vitamin-free",1,0.371
"Leather.Tanning","2-Keto-D-gluconate",6,0.498
"Leather.Tanning","Starch formation",1,0.457
"Leather.Tanning","Growth at 19°C",18,1
"Leather.Tanning","Growth at 25°C",18,1
"Leather.Tanning","Growth at 30°C",17,0.964
"Leather.Tanning","Growth at 37°C",9,0.71
"Industrial","Glucose_F",34,0.742
"Industrial","Galactose_F",18,0.754
"Industrial","Sucrose_F",15,0.58
"Industrial","Maltose_F",10,0.517
"Industrial","Lactose_F",1,0.711
"Industrial","Raffinose_F",9,0.575
"Industrial","Trehalose_F",16,0.621
"Industrial","Glucose",45,1
"Industrial","Inulin",4,0.39
"Industrial","Sucrose",24,0.407
"Industrial","Raffinose",14,0.486
"Industrial","Melibiose",5,0.495
"Industrial","Galactose",31,0.649
"Industrial","Lactose",5,0.547
"Industrial","Trehalose",27,0.388
"Industrial","Maltose",24,0.531
"Industrial","Melezitose",23,0.716
"Industrial","Methyl-?-D-glucoside",22,0.592
"Industrial","Soluble Starch",15,0.735
"Industrial","Cellobiose",24,0.34
"Industrial","Salicin",25,0.459
"Industrial","L-Sorbose",29,0.815
"Industrial","L-Rhamnose",10,0.501
"Industrial","D-Xylose",33,0.792
"Industrial","L-Arabinose",17,0.593
"Industrial","D-Arabinose",11,0.344
"Industrial","D-Ribose",17,0.454
"Industrial","Methanol",3,0.516
"Industrial","Ethanol",43,0.971
"Industrial","Glycerol",40,0.745
"Industrial","Erythritol",8,0.318
"Industrial","Ribitol",24,0.44
"Industrial","Galactitol",9,0.699
"Industrial","D-Mannitol",32,0.481
"Industrial","D-Glucitol",35,0.687
"Industrial","myo-Inositol",6,0.717
"Industrial","DL-Lactate",36,0.987
"Industrial","Succinate",40,0.819
"Industrial","Citrate",26,0.471
"Industrial","D-Gluconate",25,0.597
"Industrial","D-Glucosamine",15,0.405
"Industrial","Nitrate",5,0.302
"Industrial","Vitamin-free",10,0.693
"Industrial","2-Keto-D-gluconate",21,0.629
"Industrial","Starch formation",5,0.537
"Industrial","Growth at 19°C",44,0.89
"Industrial","Growth at 25°C",45,1
"Industrial","Growth at 30°C",44,0.99
"Industrial","Growth at 37°C",27,0.899
"Fodder","Glucose_F",4,0.918
"Fodder","Galactose_F",3,0.96
"Fodder","Sucrose_F",2,0.915
"Fodder","Maltose_F",2,0.943
"Fodder","Lactose_F",0,0.94
"Fodder","Raffinose_F",1,0.851
"Fodder","Trehalose_F",2,0.891
"Fodder","Glucose",5,1
"Fodder","Inulin",0,0.801
"Fodder","Sucrose",2,0.747
"Fodder","Raffinose",1,0.742
"Fodder","Melibiose",0,0.84
"Fodder","Galactose",4,0.919
"Fodder","Lactose",0,0.848
"Fodder","Trehalose",3,0.848
"Fodder","Maltose",3,0.892
"Fodder","Melezitose",2,0.829
"Fodder","Methyl-?-D-glucoside",2,0.809
"Fodder","Soluble Starch",2,0.906
"Fodder","Cellobiose",3,0.868
"Fodder","Salicin",3,0.87
"Fodder","L-Sorbose",3,0.849
"Fodder","L-Rhamnose",0,0.69
"Fodder","D-Xylose",4,0.94
"Fodder","L-Arabinose",2,0.844
"Fodder","D-Arabinose",0,0.621
"Fodder","D-Ribose",3,0.95
"Fodder","Methanol",0,0.858
"Fodder","Ethanol",5,1
"Fodder","Glycerol",5,1
"Fodder","Erythritol",2,0.884
"Fodder","Ribitol",3,0.888
"Fodder","Galactitol",0,0.869
"Fodder","D-Mannitol",3,0.818
"Fodder","D-Glucitol",4,0.899
"Fodder","myo-Inositol",0,0.886
"Fodder","DL-Lactate",3,0.795
"Fodder","Succinate",5,1
"Fodder","Citrate",3,0.828
"Fodder","D-Gluconate",3,0.909
"Fodder","D-Glucosamine",2,0.873
"Fodder","Nitrate",0,0.708
"Fodder","Vitamin-free",3,0.962
"Fodder","2-Keto-D-gluconate",4,0.98
"Fodder","Starch formation",0,0.736
"Fodder","Growth at 19°C",5,1
"Fodder","Growth at 25°C",5,1
"Fodder","Growth at 30°C",4,0.756
"Fodder","Growth at 37°C",3,0.891
"Freshwater","Glucose_F",10,0.892
"Freshwater","Galactose_F",0,0.381
"Freshwater","Sucrose_F",1,0.602
"Freshwater","Maltose_F",1,0.7
"Freshwater","Lactose_F",0,0.881
"Freshwater","Raffinose_F",2,0.805
"Freshwater","Trehalose_F",1,0.521
"Freshwater","Glucose",12,1
"Freshwater","Inulin",2,0.84
"Freshwater","Sucrose",6,0.603
"Freshwater","Raffinose",2,0.606
"Freshwater","Melibiose",0,0.729
"Freshwater","Galactose",3,0.237
"Freshwater","Lactose",1,0.802
"Freshwater","Trehalose",9,0.889
"Freshwater","Maltose",7,0.773
"Freshwater","Melezitose",6,0.832
"Freshwater","Methyl-?-D-glucoside",6,0.814
"Freshwater","Soluble Starch",1,0.596
"Freshwater","Cellobiose",11,0.989
"Freshwater","Salicin",11,0.99
"Freshwater","L-Sorbose",4,0.479
"Freshwater","L-Rhamnose",6,0.959
"Freshwater","D-Xylose",10,0.945
"Freshwater","L-Arabinose",0,0.383
"Freshwater","D-Arabinose",1,0.563
"Freshwater","D-Ribose",2,0.512
"Freshwater","Methanol",1,0.834
"Freshwater","Ethanol",11,0.956
"Freshwater","Glycerol",11,0.92
"Freshwater","Erythritol",0,0.489
"Freshwater","Ribitol",3,0.356
"Freshwater","Galactitol",0,0.726
"Freshwater","D-Mannitol",10,0.908
"Freshwater","D-Glucitol",11,0.976
"Freshwater","myo-Inositol",0,0.794
"Freshwater","DL-Lactate",7,0.877
"Freshwater","Succinate",11,0.951
"Freshwater","Citrate",6,0.694
"Freshwater","D-Gluconate",7,0.796
"Freshwater","D-Glucosamine",5,0.774
"Freshwater","Nitrate",5,0.947
"Freshwater","Vitamin-free",2,0.749
"Freshwater","2-Keto-D-gluconate",5,0.718
"Freshwater","Starch formation",0,0.574
"Freshwater","Growth at 19°C",12,1
"Freshwater","Growth at 25°C",12,1
"Freshwater","Growth at 30°C",12,1
"Freshwater","Growth at 37°C",5,0.744
"Seawater.Marine","Glucose_F",27,0.735
"Seawater.Marine","Galactose_F",7,0.393
"Seawater.Marine","Sucrose_F",11,0.763
"Seawater.Marine","Maltose_F",8,0.733
"Seawater.Marine","Lactose_F",1,0.744
"Seawater.Marine","Raffinose_F",5,0.611
"Seawater.Marine","Trehalose_F",8,0.462
"Seawater.Marine","Glucose",36,1
"Seawater.Marine","Inulin",2,0.496
"Seawater.Marine","Sucrose",24,0.814
"Seawater.Marine","Raffinose",6,0.388
"Seawater.Marine","Melibiose",1,0.481
"Seawater.Marine","Galactose",18,0.345
"Seawater.Marine","Lactose",2,0.645
"Seawater.Marine","Trehalose",25,0.722
"Seawater.Marine","Maltose",24,0.869
"Seawater.Marine","Melezitose",20,0.853
"Seawater.Marine","Methyl-?-D-glucoside",21,0.887
"Seawater.Marine","Soluble Starch",3,0.327
"Seawater.Marine","Cellobiose",23,0.667
"Seawater.Marine","Salicin",21,0.559
"Seawater.Marine","L-Sorbose",18,0.604
"Seawater.Marine","L-Rhamnose",9,0.816
"Seawater.Marine","D-Xylose",26,0.71
"Seawater.Marine","L-Arabinose",12,0.654
"Seawater.Marine","D-Arabinose",9,0.635
"Seawater.Marine","D-Ribose",11,0.48
"Seawater.Marine","Methanol",2,0.649
"Seawater.Marine","Ethanol",33,0.813
"Seawater.Marine","Glycerol",33,0.894
"Seawater.Marine","Erythritol",8,0.638
"Seawater.Marine","Ribitol",22,0.698
"Seawater.Marine","Galactitol",1,0.518
"Seawater.Marine","D-Mannitol",32,0.878
"Seawater.Marine","D-Glucitol",32,0.884
"Seawater.Marine","myo-Inositol",2,0.726
"Seawater.Marine","DL-Lactate",15,0.596
"Seawater.Marine","Succinate",29,0.502
"Seawater.Marine","Citrate",20,0.593
"Seawater.Marine","D-Gluconate",19,0.636
"Seawater.Marine","D-Glucosamine",16,0.814
"Seawater.Marine","Nitrate",2,0.308
"Seawater.Marine","Vitamin-free",4,0.416
"Seawater.Marine","2-Keto-D-gluconate",18,0.799
"Seawater.Marine","Starch formation",0,0.157
"Seawater.Marine","Growth at 19°C",36,1
"Seawater.Marine","Growth at 25°C",36,1
"Seawater.Marine","Growth at 30°C",30,0.415
"Seawater.Marine","Growth at 37°C",11,0.437
"Brine","Glucose_F",1,1
"Brine","Galactose_F",0,0.909
"Brine","Sucrose_F",0,0.945
"Brine","Maltose_F",1,1
"Brine","Lactose_F",0,0.994
"Brine","Raffinose_F",0,0.968
"Brine","Trehalose_F",0,0.935
"Brine","Glucose",1,1
"Brine","Inulin",0,0.961
"Brine","Sucrose",0,0.864
"Brine","Raffinose",0,0.931
"Brine","Melibiose",0,0.967
"Brine","Galactose",1,1
"Brine","Lactose",0,0.983
"Brine","Trehalose",0,0.831
"Brine","Maltose",1,1
"Brine","Melezitose",0,0.897
"Brine","Methyl-?-D-glucoside",0,0.907
"Brine","Soluble Starch",0,0.948
"Brine","Cellobiose",0,0.851
"Brine","Salicin",0,0.853
"Brine","L-Sorbose",1,1
"Brine","L-Rhamnose",0,0.966
"Brine","D-Xylose",0,0.831
"Brine","L-Arabinose",0,0.929
"Brine","D-Arabinose",0,0.927
"Brine","D-Ribose",1,1
"Brine","Methanol",0,0.989
"Brine","Ethanol",1,1
"Brine","Glycerol",1,1
"Brine","Erythritol",0,0.946
"Brine","Ribitol",0,0.865
"Brine","Galactitol",0,0.979
"Brine","D-Mannitol",1,1
"Brine","D-Glucitol",1,1
"Brine","myo-Inositol",0,0.988
"Brine","DL-Lactate",1,1
"Brine","Succinate",1,1
"Brine","Citrate",1,1
"Brine","D-Gluconate",1,1
"Brine","D-Glucosamine",0,0.912
"Brine","Nitrate",1,1
"Brine","Vitamin-free",0,0.952
"Brine","2-Keto-D-gluconate",1,1
"Brine","Starch formation",0,0.959
"Brine","Growth at 19°C",1,1
"Brine","Growth at 25°C",1,1
"Brine","Growth at 30°C",1,1
"Brine","Growth at 37°C",0,0.871
"Plant","Glucose_F",55,0.505
"Plant","Galactose_F",21,0.4
"Plant","Sucrose_F",23,0.754
"Plant","Maltose_F",19,0.784
"Plant","Lactose_F",5,0.874
"Plant","Raffinose_F",15,0.749
"Plant","Trehalose_F",30,0.778
"Plant","Glucose",76,1
"Plant","Inulin",14,0.842
"Plant","Sucrose",60,0.963
"Plant","Raffinose",28,0.863
"Plant","Melibiose",9,0.637
"Plant","Galactose",53,0.666
"Plant","Lactose",4,0.361
"Plant","Trehalose",58,0.77
"Plant","Maltose",56,0.939
"Plant","Melezitose",47,0.897
"Plant","Methyl-?-D-glucoside",40,0.721
"Plant","Soluble Starch",20,0.736
"Plant","Cellobiose",54,0.712
"Plant","Salicin",49,0.502
"Plant","L-Sorbose",53,0.892
"Plant","L-Rhamnose",8,0.115
"Plant","D-Xylose",52,0.371
"Plant","L-Arabinose",16,0.137
"Plant","D-Arabinose",18,0.391
"Plant","D-Ribose",27,0.317
"Plant","Methanol",3,0.311
"Plant","Ethanol",59,0.238
"Plant","Glycerol",70,0.801
"Plant","Erythritol",8,0.097
"Plant","Ribitol",44,0.379
"Plant","Galactitol",8,0.596
"Plant","D-Mannitol",67,0.765
"Plant","D-Glucitol",66,0.748
"Plant","myo-Inositol",3,0.291
"Plant","DL-Lactate",29,0.25
"Plant","Succinate",68,0.778
"Plant","Citrate",52,0.696
"Plant","D-Gluconate",42,0.435
"Plant","D-Glucosamine",25,0.34
"Plant","Nitrate",18,0.849
"Plant","Vitamin-free",10,0.239
"Plant","2-Keto-D-gluconate",37,0.636
"Plant","Starch formation",11,0.661
"Plant","Growth at 19°C",76,1
"Plant","Growth at 25°C",72,0.269
"Plant","Growth at 30°C",62,0.17
"Plant","Growth at 37°C",33,0.54
"Food","Glucose_F",44,0.903
"Food","Galactose_F",20,0.76
"Food","Sucrose_F",21,0.898
"Food","Maltose_F",19,0.933
"Food","Lactose_F",2,0.739
"Food","Raffinose_F",14,0.839
"Food","Trehalose_F",18,0.698
"Food","Glucose",53,1
"Food","Inulin",8,0.612
"Food","Sucrose",29,0.461
"Food","Raffinose",17,0.678
"Food","Melibiose",5,0.486
"Food","Galactose",36,0.681
"Food","Lactose",6,0.551
"Food","Trehalose",34,0.512
"Food","Maltose",28,0.563
"Food","Melezitose",18,0.261
"Food","Methyl-?-D-glucoside",22,0.459
"Food","Soluble Starch",16,0.727
"Food","Cellobiose",29,0.398
"Food","Salicin",28,0.363
"Food","L-Sorbose",27,0.554
"Food","L-Rhamnose",10,0.475
"Food","D-Xylose",33,0.374
"Food","L-Arabinose",15,0.374
"Food","D-Arabinose",12,0.368
"Food","D-Ribose",22,0.622
"Food","Methanol",1,0.343
"Food","Ethanol",49,0.925
"Food","Glycerol",47,0.732
"Food","Erythritol",14,0.557
"Food","Ribitol",28,0.416
"Food","Galactitol",7,0.648
"Food","D-Mannitol",38,0.397
"Food","D-Glucitol",40,0.508
"Food","myo-Inositol",4,0.56
"Food","DL-Lactate",31,0.86
"Food","Succinate",46,0.817
"Food","Citrate",30,0.457
"Food","D-Gluconate",28,0.506
"Food","D-Glucosamine",16,0.429
"Food","Nitrate",9,0.578
"Food","Vitamin-free",10,0.543
"Food","2-Keto-D-gluconate",22,0.555
"Food","Starch formation",1,0.12
"Food","Growth at 19°C",53,1
"Food","Growth at 25°C",53,1
"Food","Growth at 30°C",51,0.949
"Food","Growth at 37°C",33,0.958
"Pickled.Salted.Brined","Glucose_F",18,0.797
"Pickled.Salted.Brined","Galactose_F",6,0.651
"Pickled.Salted.Brined","Sucrose_F",11,0.96
"Pickled.Salted.Brined","Maltose_F",8,0.901
"Pickled.Salted.Brined","Lactose_F",1,0.87
"Pickled.Salted.Brined","Raffinose_F",9,0.969
"Pickled.Salted.Brined","Trehalose_F",7,0.744
"Pickled.Salted.Brined","Glucose",22,1
"Pickled.Salted.Brined","Inulin",3,0.675
"Pickled.Salted.Brined","Sucrose",14,0.734
"Pickled.Salted.Brined","Raffinose",10,0.92
"Pickled.Salted.Brined","Melibiose",3,0.761
"Pickled.Salted.Brined","Galactose",16,0.806
"Pickled.Salted.Brined","Lactose",1,0.624
"Pickled.Salted.Brined","Trehalose",14,0.644
"Pickled.Salted.Brined","Maltose",11,0.648
"Pickled.Salted.Brined","Melezitose",6,0.34
"Pickled.Salted.Brined","Methyl-?-D-glucoside",8,0.524
"Pickled.Salted.Brined","Soluble Starch",4,0.526
"Pickled.Salted.Brined","Cellobiose",12,0.546
"Pickled.Salted.Brined","Salicin",11,0.472
"Pickled.Salted.Brined","L-Sorbose",10,0.551
"Pickled.Salted.Brined","L-Rhamnose",4,0.611
"Pickled.Salted.Brined","D-Xylose",8,0.147
"Pickled.Salted.Brined","L-Arabinose",6,0.543
"Pickled.Salted.Brined","D-Arabinose",4,0.454
"Pickled.Salted.Brined","D-Ribose",10,0.74
"Pickled.Salted.Brined","Methanol",0,0.555
"Pickled.Salted.Brined","Ethanol",19,0.803
"Pickled.Salted.Brined","Glycerol",19,0.714
"Pickled.Salted.Brined","Erythritol",7,0.773
"Pickled.Salted.Brined","Ribitol",13,0.625
"Pickled.Salted.Brined","Galactitol",4,0.815
"Pickled.Salted.Brined","D-Mannitol",18,0.675
"Pickled.Salted.Brined","D-Glucitol",18,0.576
"Pickled.Salted.Brined","myo-Inositol",1,0.664
"Pickled.Salted.Brined","DL-Lactate",11,0.737
"Pickled.Salted.Brined","Succinate",16,0.522
"Pickled.Salted.Brined","Citrate",12,0.532
"Pickled.Salted.Brined","D-Gluconate",13,0.702
"Pickled.Salted.Brined","D-Glucosamine",6,0.477
"Pickled.Salted.Brined","Nitrate",5,0.785
"Pickled.Salted.Brined","Vitamin-free",1,0.333
"Pickled.Salted.Brined","2-Keto-D-gluconate",9,0.635
"Pickled.Salted.Brined","Starch formation",1,0.45
