"Isolation","Trait_A","Trait_B","Mean_PP","SD_PP","Var_PP"
"Unknown","Galactose_F","Soluble Starch",NA,0.0971281281281281,NA
"Unknown","Galactose_F","Cellobiose",NA,0.197396396396396,NA
"Unknown","Galactose_F","Salicin",NA,0.199398398398398,NA
"Unknown","Galactose_F","L-Sorbose",NA,0.189005005005005,NA
"Unknown","Galactose_F","L-Rhamnose",NA,0.152391391391391,NA
"Unknown","Galactose_F","D-Xylose",NA,0.203754754754755,NA
"Unknown","Galactose_F","L-Arabinose",NA,0.186161161161161,NA
"Unknown","Galactose_F","D-Arabinose",NA,0.190229229229229,NA
"Unknown","Galactose_F","D-Ribose",NA,0.191007007007007,NA
"Unknown","Galactose_F","Methanol",NA,0.0795105105105105,NA
"Unknown","Galactose_F","Ethanol",NA,0.200431431431431,NA
"Unknown","Galactose_F","Glycerol",NA,0.218314314314314,NA
"Unknown","Galactose_F","Erythritol",NA,0.188892892892893,NA
"Unknown","Galactose_F","Ribitol",NA,0.194169169169169,NA
"Unknown","Galactose_F","Galactitol",NA,0.2002002002002,NA
"Unknown","Galactose_F","D-Mannitol",NA,0.203514514514515,NA
"Unknown","Galactose_F","D-Glucitol",NA,0.213813813813814,NA
"Unknown","Galactose_F","myo-Inositol",NA,0.198162162162162,NA
"Unknown","Galactose_F","DL-Lactate",NA,0.209,NA
"Unknown","Galactose_F","Succinate",NA,0.191791791791792,NA
"Unknown","Galactose_F","Citrate",NA,0.111062062062062,NA
"Unknown","Galactose_F","D-Gluconate",NA,0.198594594594595,NA
"Unknown","Galactose_F","D-Glucosamine",NA,0.180244244244244,NA
"Unknown","Galactose_F","Nitrate",NA,0.112716716716717,NA
"Unknown","Galactose_F","Vitamin-free",NA,0.164820820820821,NA
"Unknown","Galactose_F","2-Keto-D-gluconate",NA,0.31409009009009,NA
"Unknown","Galactose_F","Starch formation",NA,0.321105105105105,NA
"Unknown","Galactose_F","Growth at 19°C",NA,0.413449449449449,NA
"Unknown","Galactose_F","Growth at 25°C",NA,0.415311311311311,NA
"Unknown","Galactose_F","Growth at 30°C",NA,0.207307307307307,NA
"Unknown","Galactose_F","Growth at 37°C",NA,0.13450950950951,NA
"Unknown","Sucrose_F","Maltose_F",NA,0.108083083083083,NA
"Unknown","Sucrose_F","Lactose_F",NA,0.0234474474474474,NA
"Unknown","Sucrose_F","Raffinose_F",NA,0.112343343343343,NA
"Unknown","Sucrose_F","Trehalose_F",NA,0.175094094094094,NA
"Unknown","Sucrose_F","Glucose",NA,0.172947947947948,NA
"Unknown","Sucrose_F","Inulin",NA,0.116507507507508,NA
"Unknown","Sucrose_F","Sucrose",NA,0.112303303303303,NA
"Unknown","Sucrose_F","Raffinose",NA,0.16613013013013,NA
"Unknown","Sucrose_F","Melibiose",NA,0.178089089089089,NA
"Unknown","Sucrose_F","Galactose",NA,0.176412412412412,NA
"Unknown","Sucrose_F","Lactose",NA,0.0608358358358358,NA
"Unknown","Sucrose_F","Trehalose",NA,0.339114114114114,NA
"Unknown","Sucrose_F","Maltose",NA,0.0980730730730731,NA
"Unknown","Sucrose_F","Melezitose",NA,0.101132132132132,NA
"Unknown","Sucrose_F","Methyl-?-D-glucoside",NA,0.162537537537538,NA
"Unknown","Sucrose_F","Soluble Starch",NA,0.101692692692693,NA
"Unknown","Sucrose_F","Cellobiose",NA,0.171387387387387,NA
"Unknown","Sucrose_F","Salicin",NA,0.159583583583584,NA
"Unknown","Sucrose_F","L-Sorbose",NA,0.162098098098098,NA
"Unknown","Sucrose_F","L-Rhamnose",NA,0.143254254254254,NA
"Unknown","Sucrose_F","D-Xylose",NA,0.158197197197197,NA
"Unknown","Sucrose_F","L-Arabinose",NA,0.168152152152152,NA
"Unknown","Sucrose_F","D-Arabinose",NA,0.17591991991992,NA
"Unknown","Sucrose_F","D-Ribose",NA,0.157108108108108,NA
"Unknown","Sucrose_F","Methanol",NA,0.071987987987988,NA
"Unknown","Sucrose_F","Ethanol",NA,0.160864864864865,NA
"Unknown","Sucrose_F","Glycerol",NA,0.161661661661662,NA
"Unknown","Sucrose_F","Erythritol",NA,0.180116116116116,NA
"Unknown","Sucrose_F","Ribitol",NA,0.16453953953954,NA
"Unknown","Sucrose_F","Galactitol",NA,0.17624024024024,NA
"Unknown","Sucrose_F","D-Mannitol",NA,0.166722722722723,NA
"Unknown","Sucrose_F","D-Glucitol",NA,0.167486486486486,NA
"Unknown","Sucrose_F","myo-Inositol",NA,0.18516016016016,NA
"Unknown","Sucrose_F","DL-Lactate",NA,0.183134134134134,NA
"Unknown","Sucrose_F","Succinate",NA,0.154710710710711,NA
"Unknown","Sucrose_F","Citrate",NA,0.110346346346346,NA
"Unknown","Sucrose_F","D-Gluconate",NA,0.166541541541542,NA
"Unknown","Sucrose_F","D-Glucosamine",NA,0.176176176176176,NA
"Unknown","Sucrose_F","Nitrate",NA,0.119123123123123,NA
"Unknown","Sucrose_F","Vitamin-free",NA,0.150466466466466,NA
"Unknown","Sucrose_F","2-Keto-D-gluconate",NA,0.102006006006006,NA
"Unknown","Sucrose_F","Starch formation",NA,0.125389389389389,NA
"Unknown","Sucrose_F","Growth at 19°C",NA,0.172947947947948,NA
"Unknown","Sucrose_F","Growth at 25°C",NA,0.173204204204204,NA
"Unknown","Sucrose_F","Growth at 30°C",NA,0.160396396396396,NA
"Unknown","Sucrose_F","Growth at 37°C",NA,0.107178178178178,NA
"Unknown","Maltose_F","Lactose_F",NA,0.0215375375375375,NA
"Unknown","Maltose_F","Raffinose_F",NA,0.0992982982982983,NA
"Unknown","Maltose_F","Trehalose_F",NA,0.145469469469469,NA
"Unknown","Maltose_F","Glucose",NA,0.13929029029029,NA
"Unknown","Maltose_F","Inulin",NA,0.0932922922922923,NA
"Unknown","Maltose_F","Sucrose",NA,0.0915915915915916,NA
"Unknown","Maltose_F","Raffinose",NA,0.143567567567568,NA
"Unknown","Maltose_F","Melibiose",NA,0.168404404404404,NA
"Unknown","Maltose_F","Galactose",NA,0.140915915915916,NA
"Unknown","Maltose_F","Lactose",NA,0.0590900900900901,NA
"Unknown","Maltose_F","Trehalose",NA,0.329968968968969,NA
"Unknown","Maltose_F","Maltose",NA,0.0875875875875876,NA
"Unknown","Maltose_F","Melezitose",NA,0.0797237237237237,NA
"Unknown","Maltose_F","Methyl-?-D-glucoside",NA,0.13896996996997,NA
"Unknown","Maltose_F","Soluble Starch",NA,0.0918668668668669,NA
"Unknown","Maltose_F","Cellobiose",NA,0.133084084084084,NA
"Unknown","Maltose_F","Salicin",NA,0.130066066066066,NA
"Unknown","Maltose_F","L-Sorbose",NA,0.142126126126126,NA
"Unknown","Maltose_F","L-Rhamnose",NA,0.139243243243243,NA
"Unknown","Maltose_F","D-Xylose",NA,0.126837837837838,NA
"Unknown","Maltose_F","L-Arabinose",NA,0.140136136136136,NA
"Unknown","Maltose_F","D-Arabinose",NA,0.140611611611612,NA
"Unknown","Maltose_F","D-Ribose",NA,0.13113013013013,NA
"Unknown","Maltose_F","Methanol",NA,0.0685925925925926,NA
"Unknown","Maltose_F","Ethanol",NA,0.129553553553554,NA
"Unknown","Maltose_F","Glycerol",NA,0.128287287287287,NA
"Unknown","Maltose_F","Erythritol",NA,0.138697697697698,NA
"Unknown","Maltose_F","Ribitol",NA,0.13407007007007,NA
"Unknown","Maltose_F","Galactitol",NA,0.158222222222222,NA
"Unknown","Maltose_F","D-Mannitol",NA,0.134773773773774,NA
"Unknown","Maltose_F","D-Glucitol",NA,0.133733733733734,NA
"Unknown","Maltose_F","myo-Inositol",NA,0.155906906906907,NA
"Unknown","Maltose_F","DL-Lactate",NA,0.156627627627628,NA
"Unknown","Maltose_F","Succinate",NA,0.130601601601602,NA
"Unknown","Maltose_F","Citrate",NA,0.0881521521521521,NA
"Unknown","Maltose_F","D-Gluconate",NA,0.132096096096096,NA
"Unknown","Maltose_F","D-Glucosamine",NA,0.142781781781782,NA
"Unknown","Maltose_F","Nitrate",NA,0.104868868868869,NA
"Unknown","Maltose_F","Vitamin-free",NA,0.155114114114114,NA
"Unknown","Maltose_F","2-Keto-D-gluconate",NA,0.0955955955955956,NA
"Unknown","Maltose_F","Starch formation",NA,0.126810810810811,NA
"Unknown","Maltose_F","Growth at 19°C",NA,0.13929029029029,NA
"Unknown","Maltose_F","Growth at 25°C",NA,0.140376376376376,NA
"Unknown","Maltose_F","Growth at 30°C",NA,0.127451451451451,NA
"Unknown","Maltose_F","Growth at 37°C",NA,0.0951951951951952,NA
"Unknown","Lactose_F","Raffinose_F",NA,0.0205795795795796,NA
"Unknown","Lactose_F","Trehalose_F",NA,0.0319429429429429,NA
"Unknown","Lactose_F","Glucose",NA,0.0402762762762763,NA
"Unknown","Lactose_F","Inulin",NA,0.0224934934934935,NA
"Unknown","Lactose_F","Sucrose",NA,0.0243993993993994,NA
"Unknown","Lactose_F","Raffinose",NA,0.031007007007007,NA
"Unknown","Lactose_F","Melibiose",NA,0.031007007007007,NA
"Unknown","Lactose_F","Galactose",NA,0.0384384384384384,NA
"Unknown","Lactose_F","Lactose",NA,0.001,NA
"Unknown","Lactose_F","Trehalose",NA,0.0253493493493493,NA
"Unknown","Lactose_F","Maltose",NA,0.0243993993993994,NA
"Unknown","Lactose_F","Melezitose",NA,0.0243993993993994,NA
"Unknown","Lactose_F","Methyl-?-D-glucoside",NA,0.0347387387387387,NA
"Unknown","Lactose_F","Soluble Starch",NA,0.0215375375375375,NA
"Unknown","Lactose_F","Cellobiose",NA,0.0338088088088088,NA
"Unknown","Lactose_F","Salicin",NA,0.0328768768768769,NA
"Unknown","Lactose_F","L-Sorbose",NA,0.0338088088088088,NA
"Unknown","Lactose_F","L-Rhamnose",NA,0.001997997997998,NA
"Unknown","Lactose_F","D-Xylose",NA,0.0328768768768769,NA
"Unknown","Lactose_F","L-Arabinose",NA,0.0319429429429429,NA
"Unknown","Lactose_F","D-Arabinose",NA,0.031007007007007,NA
"Unknown","Lactose_F","D-Ribose",NA,0.0328768768768769,NA
"Unknown","Lactose_F","Methanol",NA,0.00497997997997998,NA
"Unknown","Lactose_F","Ethanol",NA,0.0356666666666667,NA
"Unknown","Lactose_F","Glycerol",NA,0.0365925925925926,NA
"Unknown","Lactose_F","Erythritol",NA,0.0300690690690691,NA
"Unknown","Lactose_F","Ribitol",NA,0.0328768768768769,NA
"Unknown","Lactose_F","Galactitol",NA,0.0319429429429429,NA
"Unknown","Lactose_F","D-Mannitol",NA,0.0356666666666667,NA
"Unknown","Lactose_F","D-Glucitol",NA,0.0356666666666667,NA
"Unknown","Lactose_F","myo-Inositol",NA,0.031007007007007,NA
"Unknown","Lactose_F","DL-Lactate",NA,0.031007007007007,NA
"Unknown","Lactose_F","Succinate",NA,0.0356666666666667,NA
"Unknown","Lactose_F","Citrate",NA,0.0272432432432432,NA
"Unknown","Lactose_F","D-Gluconate",NA,0.0328768768768769,NA
"Unknown","Lactose_F","D-Glucosamine",NA,0.0328768768768769,NA
"Unknown","Lactose_F","Nitrate",NA,0.0186576576576577,NA
"Unknown","Lactose_F","Vitamin-free",NA,0.00398798798798799,NA
"Unknown","Lactose_F","2-Keto-D-gluconate",NA,0.0291291291291291,NA
"Unknown","Lactose_F","Starch formation",NA,0.00794394394394394,NA
"Unknown","Lactose_F","Growth at 19°C",NA,0.0402762762762763,NA
"Unknown","Lactose_F","Growth at 25°C",NA,0.0402762762762763,NA
"Unknown","Lactose_F","Growth at 30°C",NA,0.0356666666666667,NA
"Unknown","Lactose_F","Growth at 37°C",NA,0.0205795795795796,NA
"Unknown","Raffinose_F","Trehalose_F",NA,0.144055055055055,NA
"Unknown","Raffinose_F","Glucose",NA,0.137353353353353,NA
"Unknown","Raffinose_F","Inulin",NA,0.0996956956956957,NA
"Unknown","Raffinose_F","Sucrose",NA,0.0882442442442442,NA
"Unknown","Raffinose_F","Raffinose",NA,0.151367367367367,NA
"Unknown","Raffinose_F","Melibiose",NA,0.159023023023023,NA
"Unknown","Raffinose_F","Galactose",NA,0.144128128128128,NA
"Unknown","Raffinose_F","Lactose",NA,0.0564564564564565,NA
"Unknown","Raffinose_F","Trehalose",NA,0.314265265265265,NA
"Unknown","Raffinose_F","Maltose",NA,0.0817257257257257,NA
"Unknown","Raffinose_F","Melezitose",NA,0.0897337337337337,NA
"Unknown","Raffinose_F","Methyl-?-D-glucoside",NA,0.135134134134134,NA
"Unknown","Raffinose_F","Soluble Starch",NA,0.0936296296296296,NA
"Unknown","Raffinose_F","Cellobiose",NA,0.133108108108108,NA
"Unknown","Raffinose_F","Salicin",NA,0.137128128128128,NA
"Unknown","Raffinose_F","L-Sorbose",NA,0.14004004004004,NA
"Unknown","Raffinose_F","L-Rhamnose",NA,0.140584584584585,NA
"Unknown","Raffinose_F","D-Xylose",NA,0.129104104104104,NA
"Unknown","Raffinose_F","L-Arabinose",NA,0.149028028028028,NA
"Unknown","Raffinose_F","D-Arabinose",NA,0.146990990990991,NA
"Unknown","Raffinose_F","D-Ribose",NA,0.129873873873874,NA
"Unknown","Raffinose_F","Methanol",NA,0.0685925925925926,NA
"Unknown","Raffinose_F","Ethanol",NA,0.134965965965966,NA
"Unknown","Raffinose_F","Glycerol",NA,0.129805805805806,NA
"Unknown","Raffinose_F","Erythritol",NA,0.147922922922923,NA
"Unknown","Raffinose_F","Ribitol",NA,0.137112112112112,NA
"Unknown","Raffinose_F","Galactitol",NA,0.161805805805806,NA
"Unknown","Raffinose_F","D-Mannitol",NA,0.136036036036036,NA
"Unknown","Raffinose_F","D-Glucitol",NA,0.13105005005005,NA
"Unknown","Raffinose_F","myo-Inositol",NA,0.158558558558559,NA
"Unknown","Raffinose_F","DL-Lactate",NA,0.159003003003003,NA
"Unknown","Raffinose_F","Succinate",NA,0.127983983983984,NA
"Unknown","Raffinose_F","Citrate",NA,0.0864854854854855,NA
"Unknown","Raffinose_F","D-Gluconate",NA,0.138134134134134,NA
"Unknown","Raffinose_F","D-Glucosamine",NA,0.148419419419419,NA
"Unknown","Raffinose_F","Nitrate",NA,0.11078978978979,NA
"Unknown","Raffinose_F","Vitamin-free",NA,0.13925025025025,NA
"Unknown","Raffinose_F","2-Keto-D-gluconate",NA,0.0964964964964965,NA
"Unknown","Raffinose_F","Starch formation",NA,0.123242242242242,NA
"Unknown","Raffinose_F","Growth at 19°C",NA,0.136407407407407,NA
"Unknown","Raffinose_F","Growth at 25°C",NA,0.138409409409409,NA
"Unknown","Raffinose_F","Growth at 30°C",NA,0.129933933933934,NA
"Unknown","Raffinose_F","Growth at 37°C",NA,0.104920920920921,NA
"Unknown","Trehalose_F","Glucose",NA,0.187266266266266,NA
"Unknown","Trehalose_F","Inulin",NA,0.131827827827828,NA
"Unknown","Trehalose_F","Sucrose",NA,0.253129129129129,NA
"Unknown","Trehalose_F","Raffinose",NA,0.266065065065065,NA
"Unknown","Trehalose_F","Melibiose",NA,0.307583583583584,NA
"Unknown","Trehalose_F","Galactose",NA,0.224700700700701,NA
"Unknown","Trehalose_F","Lactose",NA,0.0924884884884885,NA
"Unknown","Trehalose_F","Trehalose",NA,0.403647647647648,NA
"Unknown","Trehalose_F","Maltose",NA,0.216616616616617,NA
"Unknown","Trehalose_F","Melezitose",NA,0.194194194194194,NA
"Unknown","Trehalose_F","Methyl-?-D-glucoside",NA,0.219930930930931,NA
"Unknown","Trehalose_F","Soluble Starch",NA,0.147146146146146,NA
"Unknown","Trehalose_F","Cellobiose",NA,0.206205205205205,NA
"Unknown","Trehalose_F","Salicin",NA,0.206205205205205,NA
"Unknown","Trehalose_F","L-Sorbose",NA,0.222261261261261,NA
"Unknown","Trehalose_F","L-Rhamnose",NA,0.215046046046046,NA
"Unknown","Trehalose_F","D-Xylose",NA,0.199443443443443,NA
"Unknown","Trehalose_F","L-Arabinose",NA,0.252323323323323,NA
"Unknown","Trehalose_F","D-Arabinose",NA,0.271935935935936,NA
"Unknown","Trehalose_F","D-Ribose",NA,0.252923923923924,NA
"Unknown","Trehalose_F","Methanol",NA,0.113984984984985,NA
"Unknown","Trehalose_F","Ethanol",NA,0.181500500500501,NA
"Unknown","Trehalose_F","Glycerol",NA,0.172536536536537,NA
"Unknown","Trehalose_F","Erythritol",NA,0.275775775775776,NA
"Unknown","Trehalose_F","Ribitol",NA,0.21121021021021,NA
"Unknown","Trehalose_F","Galactitol",NA,0.306377377377377,NA
"Unknown","Trehalose_F","D-Mannitol",NA,0.180916916916917,NA
"Unknown","Trehalose_F","D-Glucitol",NA,0.177741741741742,NA
"Unknown","Trehalose_F","myo-Inositol",NA,0.313413413413413,NA
"Unknown","Trehalose_F","DL-Lactate",NA,0.264039039039039,NA
"Unknown","Trehalose_F","Succinate",NA,0.182658658658659,NA
"Unknown","Trehalose_F","Citrate",NA,0.238654654654655,NA
"Unknown","Trehalose_F","D-Gluconate",NA,0.209645645645646,NA
"Unknown","Trehalose_F","D-Glucosamine",NA,0.26402002002002,NA
"Unknown","Trehalose_F","Nitrate",NA,0.16558958958959,NA
"Unknown","Trehalose_F","Vitamin-free",NA,0.210706706706707,NA
"Unknown","Trehalose_F","2-Keto-D-gluconate",NA,0.204883883883884,NA
"Unknown","Trehalose_F","Starch formation",NA,0.179235235235235,NA
"Unknown","Trehalose_F","Growth at 19°C",NA,0.187943943943944,NA
"Unknown","Trehalose_F","Growth at 25°C",NA,0.185960960960961,NA
"Unknown","Trehalose_F","Growth at 30°C",NA,0.182333333333333,NA
"Unknown","Trehalose_F","Growth at 37°C",NA,0.21374974974975,NA
"Unknown","Glucose","Inulin",NA,0.114014014014014,NA
"Unknown","Glucose","Sucrose",NA,0.293052052052052,NA
"Unknown","Glucose","Raffinose",NA,0.193912912912913,NA
"Unknown","Glucose","Melibiose",NA,0.229713713713714,NA
"Unknown","Glucose","Galactose",NA,0.228059059059059,NA
"Unknown","Glucose","Lactose",NA,0.10970970970971,NA
"Unknown","Glucose","Trehalose",NA,0.356352352352352,NA
"Unknown","Glucose","Maltose",NA,0.241165165165165,NA
"Unknown","Glucose","Melezitose",NA,0.206942942942943,NA
"Unknown","Glucose","Methyl-?-D-glucoside",NA,0.131282282282282,NA
"Unknown","Glucose","Soluble Starch",NA,0.134658658658659,NA
"Unknown","Glucose","Cellobiose",NA,0.129985985985986,NA
"Unknown","Glucose","Salicin",NA,0.140076076076076,NA
"Unknown","Glucose","L-Sorbose",NA,0.142958958958959,NA
"Unknown","Glucose","L-Rhamnose",NA,0.251730730730731,NA
"Unknown","Glucose","D-Xylose",NA,0.118893893893894,NA
"Unknown","Glucose","L-Arabinose",NA,0.16904004004004,NA
"Unknown","Glucose","D-Arabinose",NA,0.191291291291291,NA
"Unknown","Glucose","D-Ribose",NA,0.183958958958959,NA
"Unknown","Glucose","Methanol",NA,0.132107107107107,NA
"Unknown","Glucose","Ethanol",NA,0.114978978978979,NA
"Unknown","Glucose","Glycerol",NA,0.121672672672673,NA
"Unknown","Glucose","Erythritol",NA,0.17060960960961,NA
"Unknown","Glucose","Ribitol",NA,0.127803803803804,NA
"Unknown","Glucose","Galactitol",NA,0.23111011011011,NA
"Unknown","Glucose","D-Mannitol",NA,0.108883883883884,NA
"Unknown","Glucose","D-Glucitol",NA,0.0984974974974975,NA
"Unknown","Glucose","myo-Inositol",NA,0.223598598598599,NA
"Unknown","Glucose","DL-Lactate",NA,0.200596596596597,NA
"Unknown","Glucose","Succinate",NA,0.126526526526527,NA
"Unknown","Glucose","Citrate",NA,0.294738738738739,NA
"Unknown","Glucose","D-Gluconate",NA,0.140411411411411,NA
"Unknown","Glucose","D-Glucosamine",NA,0.177768768768769,NA
"Unknown","Glucose","Nitrate",NA,0.159243243243243,NA
"Unknown","Glucose","Vitamin-free",NA,0.251047047047047,NA
"Unknown","Glucose","2-Keto-D-gluconate",NA,0.403903903903904,NA
"Unknown","Glucose","Starch formation",NA,0.422198198198198,NA
"Unknown","Glucose","Growth at 19°C",NA,0.00695795795795796,NA
"Unknown","Glucose","Growth at 25°C",NA,0.0147897897897898,NA
"Unknown","Glucose","Growth at 30°C",NA,0.118642642642643,NA
"Unknown","Glucose","Growth at 37°C",NA,0.251851851851852,NA
"Unknown","Inulin","Sucrose",NA,0.086950950950951,NA
"Unknown","Inulin","Raffinose",NA,0.130014014014014,NA
"Unknown","Inulin","Melibiose",NA,0.148052052052052,NA
"Unknown","Inulin","Galactose",NA,0.117973973973974,NA
"Unknown","Inulin","Lactose",NA,0.0617057057057057,NA
"Unknown","Inulin","Trehalose",NA,0.2961001001001,NA
"Unknown","Inulin","Maltose",NA,0.0787147147147147,NA
"Unknown","Inulin","Melezitose",NA,0.079983983983984,NA
"Unknown","Inulin","Methyl-?-D-glucoside",NA,0.114673673673674,NA
"Unknown","Inulin","Soluble Starch",NA,0.0888078078078078,NA
"Unknown","Inulin","Cellobiose",NA,0.116827827827828,NA
"Unknown","Inulin","Salicin",NA,0.113857857857858,NA
"Unknown","Inulin","L-Sorbose",NA,0.122497497497497,NA
"Unknown","Inulin","L-Rhamnose",NA,0.138538538538539,NA
"Unknown","Inulin","D-Xylose",NA,0.111086086086086,NA
"Unknown","Inulin","L-Arabinose",NA,0.115746746746747,NA
"Unknown","Inulin","D-Arabinose",NA,0.138202202202202,NA
"Unknown","Inulin","D-Ribose",NA,0.117541541541542,NA
"Unknown","Inulin","Methanol",NA,0.0753513513513513,NA
"Unknown","Inulin","Ethanol",NA,0.11509009009009,NA
"Unknown","Inulin","Glycerol",NA,0.107106106106106,NA
"Unknown","Inulin","Erythritol",NA,0.125625625625626,NA
"Unknown","Inulin","Ribitol",NA,0.114753753753754,NA
"Unknown","Inulin","Galactitol",NA,0.142666666666667,NA
"Unknown","Inulin","D-Mannitol",NA,0.11405005005005,NA
"Unknown","Inulin","D-Glucitol",NA,0.11405005005005,NA
"Unknown","Inulin","myo-Inositol",NA,0.140364364364364,NA
"Unknown","Inulin","DL-Lactate",NA,0.141837837837838,NA
"Unknown","Inulin","Succinate",NA,0.111102102102102,NA
"Unknown","Inulin","Citrate",NA,0.0769409409409409,NA
"Unknown","Inulin","D-Gluconate",NA,0.117717717717718,NA
"Unknown","Inulin","D-Glucosamine",NA,0.128528528528529,NA
"Unknown","Inulin","Nitrate",NA,0.1,NA
"Unknown","Inulin","Vitamin-free",NA,0.141917917917918,NA
"Unknown","Inulin","2-Keto-D-gluconate",NA,0.0887247247247247,NA
"Unknown","Inulin","Starch formation",NA,0.124808808808809,NA
"Unknown","Inulin","Growth at 19°C",NA,0.114014014014014,NA
"Unknown","Inulin","Growth at 25°C",NA,0.115034034034034,NA
"Unknown","Inulin","Growth at 30°C",NA,0.1091001001001,NA
"Unknown","Inulin","Growth at 37°C",NA,0.0873633633633634,NA
"Unknown","Sucrose","Raffinose",NA,0.239518518518519,NA
"Unknown","Sucrose","Melibiose",NA,0.249513513513514,NA
"Unknown","Sucrose","Galactose",NA,0.284184184184184,NA
"Unknown","Sucrose","Lactose",NA,0.0702942942942943,NA
"Unknown","Sucrose","Trehalose",NA,0.451935935935936,NA
"Unknown","Sucrose","Maltose",NA,0.103203203203203,NA
"Unknown","Sucrose","Melezitose",NA,0.0920560560560561,NA
"Unknown","Sucrose","Methyl-?-D-glucoside",NA,0.235066066066066,NA
"Unknown","Sucrose","Soluble Starch",NA,0.0857167167167167,NA
"Unknown","Sucrose","Cellobiose",NA,0.24522022022022,NA
"Unknown","Sucrose","Salicin",NA,0.239214214214214,NA
"Unknown","Sucrose","L-Sorbose",NA,0.240615615615616,NA
"Unknown","Sucrose","L-Rhamnose",NA,0.167142142142142,NA
"Unknown","Sucrose","D-Xylose",NA,0.236211211211211,NA
"Unknown","Sucrose","L-Arabinose",NA,0.24071971971972,NA
"Unknown","Sucrose","D-Arabinose",NA,0.245756756756757,NA
"Unknown","Sucrose","D-Ribose",NA,0.239510510510511,NA
"Unknown","Sucrose","Methanol",NA,0.0880630630630631,NA
"Unknown","Sucrose","Ethanol",NA,0.250081081081081,NA
"Unknown","Sucrose","Glycerol",NA,0.231331331331331,NA
"Unknown","Sucrose","Erythritol",NA,0.254398398398398,NA
"Unknown","Sucrose","Ribitol",NA,0.240191191191191,NA
"Unknown","Sucrose","Galactitol",NA,0.249145145145145,NA
"Unknown","Sucrose","D-Mannitol",NA,0.24502002002002,NA
"Unknown","Sucrose","D-Glucitol",NA,0.246422422422422,NA
"Unknown","Sucrose","myo-Inositol",NA,0.259763763763764,NA
"Unknown","Sucrose","DL-Lactate",NA,0.253228228228228,NA
"Unknown","Sucrose","Succinate",NA,0.238069069069069,NA
"Unknown","Sucrose","Citrate",NA,0.126990990990991,NA
"Unknown","Sucrose","D-Gluconate",NA,0.242418418418418,NA
"Unknown","Sucrose","D-Glucosamine",NA,0.245041041041041,NA
"Unknown","Sucrose","Nitrate",NA,0.104503503503504,NA
"Unknown","Sucrose","Vitamin-free",NA,0.171962962962963,NA
"Unknown","Sucrose","2-Keto-D-gluconate",NA,0.125604604604605,NA
"Unknown","Sucrose","Starch formation",NA,0.158397397397397,NA
"Unknown","Sucrose","Growth at 19°C",NA,0.293052052052052,NA
"Unknown","Sucrose","Growth at 25°C",NA,0.294365365365365,NA
"Unknown","Sucrose","Growth at 30°C",NA,0.239798798798799,NA
"Unknown","Sucrose","Growth at 37°C",NA,0.115114114114114,NA
"Unknown","Raffinose","Melibiose",NA,0.302558558558559,NA
"Unknown","Raffinose","Galactose",NA,0.232056056056056,NA
"Unknown","Raffinose","Lactose",NA,0.0860610610610611,NA
"Unknown","Raffinose","Trehalose",NA,0.390309309309309,NA
"Unknown","Raffinose","Maltose",NA,0.209600600600601,NA
"Unknown","Raffinose","Melezitose",NA,0.190954954954955,NA
"Unknown","Raffinose","Methyl-?-D-glucoside",NA,0.212851851851852,NA
"Unknown","Raffinose","Soluble Starch",NA,0.137088088088088,NA
"Unknown","Raffinose","Cellobiose",NA,0.212708708708709,NA
"Unknown","Raffinose","Salicin",NA,0.216616616616617,NA
"Unknown","Raffinose","L-Sorbose",NA,0.231575575575576,NA
"Unknown","Raffinose","L-Rhamnose",NA,0.218169169169169,NA
"Unknown","Raffinose","D-Xylose",NA,0.195551551551552,NA
"Unknown","Raffinose","L-Arabinose",NA,0.258329329329329,NA
"Unknown","Raffinose","D-Arabinose",NA,0.276676676676677,NA
"Unknown","Raffinose","D-Ribose",NA,0.248564564564565,NA
"Unknown","Raffinose","Methanol",NA,0.109113113113113,NA
"Unknown","Raffinose","Ethanol",NA,0.186961961961962,NA
"Unknown","Raffinose","Glycerol",NA,0.169753753753754,NA
"Unknown","Raffinose","Erythritol",NA,0.272071071071071,NA
"Unknown","Raffinose","Ribitol",NA,0.209645645645646,NA
"Unknown","Raffinose","Galactitol",NA,0.30897997997998,NA
"Unknown","Raffinose","D-Mannitol",NA,0.183814814814815,NA
"Unknown","Raffinose","D-Glucitol",NA,0.181500500500501,NA
"Unknown","Raffinose","myo-Inositol",NA,0.303403403403403,NA
"Unknown","Raffinose","DL-Lactate",NA,0.277301301301301,NA
"Unknown","Raffinose","Succinate",NA,0.192908908908909,NA
"Unknown","Raffinose","Citrate",NA,0.226665665665666,NA
"Unknown","Raffinose","D-Gluconate",NA,0.219319319319319,NA
"Unknown","Raffinose","D-Glucosamine",NA,0.253289289289289,NA
"Unknown","Raffinose","Nitrate",NA,0.16596996996997,NA
"Unknown","Raffinose","Vitamin-free",NA,0.214678678678679,NA
"Unknown","Raffinose","2-Keto-D-gluconate",NA,0.208567567567568,NA
"Unknown","Raffinose","Starch formation",NA,0.182957957957958,NA
"Unknown","Raffinose","Growth at 19°C",NA,0.193272272272272,NA
"Unknown","Raffinose","Growth at 25°C",NA,0.19394994994995,NA
"Unknown","Raffinose","Growth at 30°C",NA,0.175371371371371,NA
"Unknown","Raffinose","Growth at 37°C",NA,0.220611611611612,NA
