"Isolation","Trait_A","Trait_B","Observed_NP","Percent_NP"
"Freshwater","Glucose","Starch formation",0,0.574
"Freshwater","Melibiose","L-Arabinose",28,1
"Freshwater","Melibiose","Erythritol",17,1
"Freshwater","Melibiose","Galactitol",9,1
"Freshwater","Melibiose","myo-Inositol",5,1
"Freshwater","Melibiose","Starch formation",6,1
"Freshwater","L-Arabinose","Erythritol",4,1
"Freshwater","L-Arabinose","Galactitol",0,0.964
"Freshwater","L-Arabinose","myo-Inositol",1,1
"Freshwater","L-Arabinose","Starch formation",4,1
"Freshwater","Erythritol","Galactitol",4,1
"Freshwater","Erythritol","myo-Inositol",2,1
"Freshwater","Erythritol","Starch formation",6,1
"Freshwater","Galactitol","myo-Inositol",2,1
"Freshwater","Galactitol","Starch formation",6,1
"Freshwater","myo-Inositol","Starch formation",6,1
"Seawater.Marine","Glucose","Starch formation",0,0.157
"Brine","Galactose_F","Sucrose_F",11,1
"Brine","Galactose_F","Lactose_F",0,1
"Brine","Galactose_F","Raffinose_F",7,1
"Brine","Galactose_F","Trehalose_F",10,1
"Brine","Galactose_F","Glucose",59,1
"Brine","Galactose_F","Inulin",4,1
"Brine","Galactose_F","Sucrose",25,1
"Brine","Galactose_F","Raffinose",17,1
"Brine","Galactose_F","Melibiose",7,1
"Brine","Galactose_F","Lactose",4,1
"Brine","Galactose_F","Trehalose",29,1
"Brine","Galactose_F","Melezitose",21,1
"Brine","Galactose_F","Methyl-?-D-glucoside",20,1
"Brine","Galactose_F","Soluble Starch",13,1
"Brine","Galactose_F","Cellobiose",31,1
"Brine","Galactose_F","Salicin",31,1
"Brine","Galactose_F","L-Rhamnose",15,1
"Brine","Galactose_F","D-Xylose",34,1
"Brine","Galactose_F","L-Arabinose",20,1
"Brine","Galactose_F","D-Arabinose",13,1
"Brine","Galactose_F","Methanol",3,1
"Brine","Galactose_F","Erythritol",14,1
"Brine","Galactose_F","Ribitol",27,1
"Brine","Galactose_F","Galactitol",7,1
"Brine","Galactose_F","myo-Inositol",5,1
"Brine","Galactose_F","D-Glucosamine",15,1
"Brine","Galactose_F","Vitamin-free",8,1
"Brine","Galactose_F","Starch formation",5,1
"Brine","Galactose_F","Growth at 37°C",39,1
"Brine","Sucrose_F","Lactose_F",0,0.999
"Brine","Sucrose_F","Raffinose_F",0,0.996
"Brine","Sucrose_F","Trehalose_F",10,1
"Brine","Sucrose_F","Glucose",60,1
"Brine","Sucrose_F","Inulin",1,1
"Brine","Sucrose_F","Sucrose",20,1
"Brine","Sucrose_F","Raffinose",8,1
"Brine","Sucrose_F","Melibiose",5,1
"Brine","Sucrose_F","Lactose",5,1
"Brine","Sucrose_F","Trehalose",29,1
"Brine","Sucrose_F","Melezitose",16,1
"Brine","Sucrose_F","Methyl-?-D-glucoside",17,1
"Brine","Sucrose_F","Soluble Starch",13,1
"Brine","Sucrose_F","Cellobiose",27,1
"Brine","Sucrose_F","Salicin",28,1
"Brine","Sucrose_F","L-Rhamnose",14,1
"Brine","Sucrose_F","D-Xylose",35,1
"Brine","Sucrose_F","L-Arabinose",21,1
"Brine","Sucrose_F","D-Arabinose",16,1
"Brine","Sucrose_F","Methanol",4,1
"Brine","Sucrose_F","Erythritol",18,1
"Brine","Sucrose_F","Ribitol",32,1
"Brine","Sucrose_F","Galactitol",9,1
"Brine","Sucrose_F","myo-Inositol",5,1
"Brine","Sucrose_F","D-Glucosamine",18,1
"Brine","Sucrose_F","Vitamin-free",8,1
"Brine","Sucrose_F","Starch formation",6,1
"Brine","Sucrose_F","Growth at 37°C",41,1
"Brine","Lactose_F","Raffinose_F",19,1
"Brine","Lactose_F","Trehalose_F",30,1
"Brine","Lactose_F","Glucose",89,1
"Brine","Lactose_F","Inulin",11,1
"Brine","Lactose_F","Sucrose",48,1
"Brine","Lactose_F","Raffinose",31,1
"Brine","Lactose_F","Melibiose",13,1
"Brine","Lactose_F","Lactose",12,1
"Brine","Lactose_F","Trehalose",57,1
"Brine","Lactose_F","Melezitose",43,1
"Brine","Lactose_F","Methyl-?-D-glucoside",43,1
"Brine","Lactose_F","Soluble Starch",29,1
"Brine","Lactose_F","Cellobiose",52,1
"Brine","Lactose_F","Salicin",52,1
"Brine","Lactose_F","L-Rhamnose",28,1
"Brine","Lactose_F","D-Xylose",61,1
"Brine","Lactose_F","L-Arabinose",40,1
"Brine","Lactose_F","D-Arabinose",29,1
"Brine","Lactose_F","Methanol",5,1
"Brine","Lactose_F","Erythritol",27,1
"Brine","Lactose_F","Ribitol",54,1
"Brine","Lactose_F","Galactitol",17,1
"Brine","Lactose_F","myo-Inositol",9,1
"Brine","Lactose_F","D-Glucosamine",37,1
"Brine","Lactose_F","Vitamin-free",18,1
"Brine","Lactose_F","Starch formation",6,1
"Brine","Lactose_F","Growth at 37°C",66,1
"Brine","Raffinose_F","Trehalose_F",18,1
"Brine","Raffinose_F","Glucose",70,1
"Brine","Raffinose_F","Inulin",1,1
"Brine","Raffinose_F","Sucrose",30,1
"Brine","Raffinose_F","Raffinose",12,1
"Brine","Raffinose_F","Melibiose",6,1
"Brine","Raffinose_F","Lactose",6,1
"Brine","Raffinose_F","Trehalose",38,1
"Brine","Raffinose_F","Melezitose",25,1
"Brine","Raffinose_F","Methyl-?-D-glucoside",25,1
"Brine","Raffinose_F","Soluble Starch",19,1
"Brine","Raffinose_F","Cellobiose",34,1
"Brine","Raffinose_F","Salicin",35,1
"Brine","Raffinose_F","L-Rhamnose",19,1
"Brine","Raffinose_F","D-Xylose",43,1
"Brine","Raffinose_F","L-Arabinose",27,1
"Brine","Raffinose_F","D-Arabinose",19,1
"Brine","Raffinose_F","Methanol",4,1
"Brine","Raffinose_F","Erythritol",20,1
"Brine","Raffinose_F","Ribitol",40,1
"Brine","Raffinose_F","Galactitol",10,1
"Brine","Raffinose_F","myo-Inositol",6,1
"Brine","Raffinose_F","D-Glucosamine",26,1
"Brine","Raffinose_F","Vitamin-free",12,1
"Brine","Raffinose_F","Starch formation",6,1
"Brine","Raffinose_F","Growth at 37°C",49,1
"Brine","Trehalose_F","Glucose",59,1
"Brine","Trehalose_F","Inulin",4,1
"Brine","Trehalose_F","Sucrose",24,1
"Brine","Trehalose_F","Raffinose",16,1
"Brine","Trehalose_F","Melibiose",5,1
"Brine","Trehalose_F","Lactose",5,1
"Brine","Trehalose_F","Trehalose",28,1
"Brine","Trehalose_F","Melezitose",19,1
"Brine","Trehalose_F","Methyl-?-D-glucoside",19,1
"Brine","Trehalose_F","Soluble Starch",14,1
"Brine","Trehalose_F","Cellobiose",31,1
"Brine","Trehalose_F","Salicin",31,1
"Brine","Trehalose_F","L-Rhamnose",12,1
"Brine","Trehalose_F","D-Xylose",35,1
"Brine","Trehalose_F","L-Arabinose",19,1
"Brine","Trehalose_F","D-Arabinose",14,1
"Brine","Trehalose_F","Methanol",3,1
"Brine","Trehalose_F","Erythritol",15,1
"Brine","Trehalose_F","Ribitol",28,1
"Brine","Trehalose_F","Galactitol",7,1
"Brine","Trehalose_F","myo-Inositol",6,1
"Brine","Trehalose_F","D-Glucosamine",16,1
"Brine","Trehalose_F","Vitamin-free",10,1
"Brine","Trehalose_F","Starch formation",6,1
"Brine","Trehalose_F","Growth at 37°C",41,1
"Brine","Glucose","Inulin",0,0.961
"Brine","Glucose","Sucrose",0,0.864
"Brine","Glucose","Raffinose",0,0.931
"Brine","Glucose","Melibiose",0,0.967
"Brine","Glucose","Lactose",0,0.983
"Brine","Glucose","Trehalose",0,0.831
"Brine","Glucose","Melezitose",0,0.897
"Brine","Glucose","Methyl-?-D-glucoside",0,0.907
"Brine","Glucose","Soluble Starch",0,0.948
"Brine","Glucose","Cellobiose",0,0.851
"Brine","Glucose","Salicin",0,0.853
"Brine","Glucose","L-Rhamnose",0,0.966
"Brine","Glucose","D-Xylose",0,0.831
"Brine","Glucose","L-Arabinose",0,0.929
"Brine","Glucose","D-Arabinose",0,0.927
"Brine","Glucose","Methanol",0,0.989
"Brine","Glucose","Erythritol",0,0.946
"Brine","Glucose","Ribitol",0,0.865
"Brine","Glucose","Galactitol",0,0.979
"Brine","Glucose","myo-Inositol",0,0.988
"Brine","Glucose","D-Glucosamine",0,0.912
"Brine","Glucose","Vitamin-free",0,0.952
"Brine","Glucose","Starch formation",0,0.959
"Brine","Glucose","Growth at 37°C",0,0.871
"Brine","Inulin","Sucrose",38,1
"Brine","Inulin","Raffinose",21,1
"Brine","Inulin","Melibiose",8,1
"Brine","Inulin","Lactose",9,1
"Brine","Inulin","Trehalose",47,1
"Brine","Inulin","Melezitose",33,1
"Brine","Inulin","Methyl-?-D-glucoside",33,1
"Brine","Inulin","Soluble Starch",25,1
"Brine","Inulin","Cellobiose",43,1
"Brine","Inulin","Salicin",43,1
"Brine","Inulin","L-Rhamnose",23,1
"Brine","Inulin","D-Xylose",51,1
"Brine","Inulin","L-Arabinose",33,1
"Brine","Inulin","D-Arabinose",22,1
"Brine","Inulin","Methanol",5,1
"Brine","Inulin","Erythritol",24,1
"Brine","Inulin","Ribitol",46,1
"Brine","Inulin","Galactitol",12,1
"Brine","Inulin","myo-Inositol",8,1
"Brine","Inulin","D-Glucosamine",30,1
"Brine","Inulin","Vitamin-free",15,1
"Brine","Inulin","Starch formation",6,1
"Brine","Inulin","Growth at 37°C",57,1
"Brine","Sucrose","Raffinose",2,1
"Brine","Sucrose","Melibiose",0,0.997
"Brine","Sucrose","Lactose",2,1
"Brine","Sucrose","Trehalose",12,1
"Brine","Sucrose","Melezitose",0,0.991
"Brine","Sucrose","Methyl-?-D-glucoside",1,1
"Brine","Sucrose","Soluble Starch",4,1
"Brine","Sucrose","Cellobiose",14,1
"Brine","Sucrose","Salicin",15,1
"Brine","Sucrose","L-Rhamnose",5,1
"Brine","Sucrose","D-Xylose",16,1
"Brine","Sucrose","L-Arabinose",7,1
"Brine","Sucrose","D-Arabinose",7,1
"Brine","Sucrose","Methanol",3,1
"Brine","Sucrose","Erythritol",8,1
"Brine","Sucrose","Ribitol",15,1
"Brine","Sucrose","Galactitol",1,1
"Brine","Sucrose","myo-Inositol",2,1
"Brine","Sucrose","D-Glucosamine",9,1
"Brine","Sucrose","Vitamin-free",7,1
"Brine","Sucrose","Starch formation",4,1
"Brine","Sucrose","Growth at 37°C",27,1
"Brine","Raffinose","Melibiose",0,0.998
"Brine","Raffinose","Lactose",3,1
"Brine","Raffinose","Trehalose",28,1
"Brine","Raffinose","Melezitose",18,1
"Brine","Raffinose","Methyl-?-D-glucoside",18,1
"Brine","Raffinose","Soluble Starch",13,1
"Brine","Raffinose","Cellobiose",25,1
"Brine","Raffinose","Salicin",26,1
"Brine","Raffinose","L-Rhamnose",11,1
"Brine","Raffinose","D-Xylose",33,1
"Brine","Raffinose","L-Arabinose",19,1
"Brine","Raffinose","D-Arabinose",12,1
"Brine","Raffinose","Methanol",4,1
"Brine","Raffinose","Erythritol",12,1
"Brine","Raffinose","Ribitol",30,1
"Brine","Raffinose","Galactitol",4,1
"Brine","Raffinose","myo-Inositol",1,1
"Brine","Raffinose","D-Glucosamine",17,1
"Brine","Raffinose","Vitamin-free",10,1
"Brine","Raffinose","Starch formation",6,1
"Brine","Raffinose","Growth at 37°C",42,1
"Brine","Melibiose","Lactose",6,1
"Brine","Melibiose","Trehalose",44,1
"Brine","Melibiose","Melezitose",32,1
"Brine","Melibiose","Methyl-?-D-glucoside",31,1
"Brine","Melibiose","Soluble Starch",20,1
"Brine","Melibiose","Cellobiose",40,1
"Brine","Melibiose","Salicin",40,1
"Brine","Melibiose","L-Rhamnose",19,1
"Brine","Melibiose","D-Xylose",48,1
"Brine","Melibiose","L-Arabinose",28,1
"Brine","Melibiose","D-Arabinose",19,1
"Brine","Melibiose","Methanol",5,1
"Brine","Melibiose","Erythritol",17,1
"Brine","Melibiose","Ribitol",41,1
"Brine","Melibiose","Galactitol",9,1
"Brine","Melibiose","myo-Inositol",5,1
"Brine","Melibiose","D-Glucosamine",25,1
"Brine","Melibiose","Vitamin-free",17,1
"Brine","Melibiose","Starch formation",6,1
"Brine","Melibiose","Growth at 37°C",57,1
"Brine","Lactose","Trehalose",46,1
"Brine","Lactose","Melezitose",33,1
"Brine","Lactose","Methyl-?-D-glucoside",32,1
"Brine","Lactose","Soluble Starch",20,1
"Brine","Lactose","Cellobiose",40,1
"Brine","Lactose","Salicin",40,1
"Brine","Lactose","L-Rhamnose",22,1
"Brine","Lactose","D-Xylose",49,1
"Brine","Lactose","L-Arabinose",28,1
"Brine","Lactose","D-Arabinose",19,1
"Brine","Lactose","Methanol",5,1
"Brine","Lactose","Erythritol",18,1
"Brine","Lactose","Ribitol",42,1
"Brine","Lactose","Galactitol",11,1
"Brine","Lactose","myo-Inositol",5,1
"Brine","Lactose","D-Glucosamine",28,1
"Brine","Lactose","Vitamin-free",15,1
"Brine","Lactose","Starch formation",5,1
"Brine","Lactose","Growth at 37°C",58,1
"Brine","Trehalose","Melezitose",1,1
"Brine","Trehalose","Methyl-?-D-glucoside",1,1
"Brine","Trehalose","Soluble Starch",1,1
"Brine","Trehalose","Cellobiose",12,1
"Brine","Trehalose","Salicin",12,1
"Brine","Trehalose","L-Rhamnose",2,1
"Brine","Trehalose","D-Xylose",12,1
"Brine","Trehalose","L-Arabinose",3,1
"Brine","Trehalose","D-Arabinose",5,1
"Brine","Trehalose","Methanol",2,1
"Brine","Trehalose","Erythritol",3,1
"Brine","Trehalose","Ribitol",8,1
"Brine","Trehalose","Galactitol",0,0.996
"Brine","Trehalose","myo-Inositol",1,1
"Brine","Trehalose","D-Glucosamine",4,1
"Brine","Trehalose","Vitamin-free",5,1
"Brine","Trehalose","Starch formation",5,1
"Brine","Trehalose","Growth at 37°C",24,1
"Brine","Melezitose","Methyl-?-D-glucoside",2,1
"Brine","Melezitose","Soluble Starch",5,1
"Brine","Melezitose","Cellobiose",18,1
"Brine","Melezitose","Salicin",19,1
"Brine","Melezitose","L-Rhamnose",7,1
"Brine","Melezitose","D-Xylose",19,1
"Brine","Melezitose","L-Arabinose",9,1
"Brine","Melezitose","D-Arabinose",10,1
"Brine","Melezitose","Methanol",3,1
"Brine","Melezitose","Erythritol",10,1
"Brine","Melezitose","Ribitol",17,1
"Brine","Melezitose","Galactitol",3,1
"Brine","Melezitose","myo-Inositol",4,1
"Brine","Melezitose","D-Glucosamine",10,1
"Brine","Melezitose","Vitamin-free",7,1
"Brine","Melezitose","Starch formation",5,1
"Brine","Melezitose","Growth at 37°C",31,1
"Brine","Methyl-?-D-glucoside","Soluble Starch",3,1
"Brine","Methyl-?-D-glucoside","Cellobiose",17,1
"Brine","Methyl-?-D-glucoside","Salicin",18,1
"Brine","Methyl-?-D-glucoside","L-Rhamnose",7,1
"Brine","Methyl-?-D-glucoside","D-Xylose",18,1
"Brine","Methyl-?-D-glucoside","L-Arabinose",7,1
"Brine","Methyl-?-D-glucoside","D-Arabinose",9,1
"Brine","Methyl-?-D-glucoside","Methanol",3,1
"Brine","Methyl-?-D-glucoside","Erythritol",8,1
"Brine","Methyl-?-D-glucoside","Ribitol",16,1
"Brine","Methyl-?-D-glucoside","Galactitol",2,1
"Brine","Methyl-?-D-glucoside","myo-Inositol",3,1
"Brine","Methyl-?-D-glucoside","D-Glucosamine",12,1
"Brine","Methyl-?-D-glucoside","Vitamin-free",7,1
"Brine","Methyl-?-D-glucoside","Starch formation",5,1
"Brine","Methyl-?-D-glucoside","Growth at 37°C",29,1
"Brine","Soluble Starch","Cellobiose",31,1
"Brine","Soluble Starch","Salicin",30,1
"Brine","Soluble Starch","L-Rhamnose",16,1
"Brine","Soluble Starch","D-Xylose",33,1
"Brine","Soluble Starch","L-Arabinose",17,1
"Brine","Soluble Starch","D-Arabinose",16,1
"Brine","Soluble Starch","Methanol",5,1
"Brine","Soluble Starch","Erythritol",12,1
"Brine","Soluble Starch","Ribitol",28,1
"Brine","Soluble Starch","Galactitol",7,1
"Brine","Soluble Starch","myo-Inositol",3,1
"Brine","Soluble Starch","D-Glucosamine",17,1
"Brine","Soluble Starch","Vitamin-free",10,1
"Brine","Soluble Starch","Starch formation",6,1
"Brine","Soluble Starch","Growth at 37°C",42,1
"Brine","Cellobiose","Salicin",2,1
"Brine","Cellobiose","L-Rhamnose",3,1
"Brine","Cellobiose","D-Xylose",19,1
"Brine","Cellobiose","L-Arabinose",8,1
"Brine","Cellobiose","D-Arabinose",5,1
"Brine","Cellobiose","Methanol",2,1
"Brine","Cellobiose","Erythritol",4,1
"Brine","Cellobiose","Ribitol",19,1
"Brine","Cellobiose","Galactitol",1,1
"Brine","Cellobiose","myo-Inositol",2,1
"Brine","Cellobiose","D-Glucosamine",11,1
"Brine","Cellobiose","Vitamin-free",9,1
"Brine","Cellobiose","Starch formation",3,1
"Brine","Cellobiose","Growth at 37°C",29,1
"Brine","Salicin","L-Rhamnose",4,1
"Brine","Salicin","D-Xylose",19,1
"Brine","Salicin","L-Arabinose",9,1
"Brine","Salicin","D-Arabinose",5,1
"Brine","Salicin","Methanol",3,1
"Brine","Salicin","Erythritol",4,1
"Brine","Salicin","Ribitol",18,1
"Brine","Salicin","Galactitol",2,1
"Brine","Salicin","myo-Inositol",2,1
"Brine","Salicin","D-Glucosamine",10,1
"Brine","Salicin","Vitamin-free",8,1
"Brine","Salicin","Starch formation",3,1
"Brine","Salicin","Growth at 37°C",29,1
"Brine","L-Rhamnose","D-Xylose",36,1
"Brine","L-Rhamnose","L-Arabinose",19,1
"Brine","L-Rhamnose","D-Arabinose",10,1
"Brine","L-Rhamnose","Methanol",3,1
"Brine","L-Rhamnose","Erythritol",13,1
"Brine","L-Rhamnose","Ribitol",32,1
"Brine","L-Rhamnose","Galactitol",1,1
"Brine","L-Rhamnose","myo-Inositol",1,1
"Brine","L-Rhamnose","D-Glucosamine",20,1
"Brine","L-Rhamnose","Vitamin-free",15,1
"Brine","L-Rhamnose","Starch formation",6,1
"Brine","L-Rhamnose","Growth at 37°C",47,1
"Brine","D-Xylose","L-Arabinose",0,0.991
"Brine","D-Xylose","D-Arabinose",1,1
"Brine","D-Xylose","Methanol",2,1
"Brine","D-Xylose","Erythritol",4,1
"Brine","D-Xylose","Ribitol",6,1
"Brine","D-Xylose","Galactitol",0,0.998
"Brine","D-Xylose","myo-Inositol",0,1
"Brine","D-Xylose","D-Glucosamine",5,1
"Brine","D-Xylose","Vitamin-free",3,1
"Brine","D-Xylose","Starch formation",4,1
"Brine","D-Xylose","Growth at 37°C",20,1
"Brine","L-Arabinose","D-Arabinose",4,1
"Brine","L-Arabinose","Methanol",2,1
"Brine","L-Arabinose","Erythritol",4,1
"Brine","L-Arabinose","Ribitol",17,1
"Brine","L-Arabinose","Galactitol",0,0.997
"Brine","L-Arabinose","myo-Inositol",1,1
"Brine","L-Arabinose","D-Glucosamine",13,1
"Brine","L-Arabinose","Vitamin-free",9,1
"Brine","L-Arabinose","Starch formation",4,1
"Brine","L-Arabinose","Growth at 37°C",37,1
"Brine","D-Arabinose","Methanol",3,1
"Brine","D-Arabinose","Erythritol",11,1
"Brine","D-Arabinose","Ribitol",30,1
"Brine","D-Arabinose","Galactitol",1,1
"Brine","D-Arabinose","myo-Inositol",1,1
"Brine","D-Arabinose","D-Glucosamine",18,1
"Brine","D-Arabinose","Vitamin-free",15,1
"Brine","D-Arabinose","Starch formation",5,1
"Brine","D-Arabinose","Growth at 37°C",44,1
"Brine","Methanol","Erythritol",25,1
"Brine","Methanol","Ribitol",51,1
"Brine","Methanol","Galactitol",16,1
"Brine","Methanol","myo-Inositol",9,1
"Brine","Methanol","D-Glucosamine",37,1
"Brine","Methanol","Vitamin-free",18,1
"Brine","Methanol","Starch formation",5,1
"Brine","Methanol","Growth at 37°C",62,1
"Brine","Erythritol","Ribitol",28,1
"Brine","Erythritol","Galactitol",4,1
"Brine","Erythritol","myo-Inositol",2,1
"Brine","Erythritol","D-Glucosamine",20,1
"Brine","Erythritol","Vitamin-free",13,1
"Brine","Erythritol","Starch formation",6,1
"Brine","Erythritol","Growth at 37°C",49,1
"Brine","Ribitol","Galactitol",0,0.997
"Brine","Ribitol","myo-Inositol",0,0.999
"Brine","Ribitol","D-Glucosamine",5,1
"Brine","Ribitol","Vitamin-free",4,1
"Brine","Ribitol","Starch formation",4,1
"Brine","Ribitol","Growth at 37°C",27,1
"Brine","Galactitol","myo-Inositol",2,1
"Brine","Galactitol","D-Glucosamine",24,1
"Brine","Galactitol","Vitamin-free",16,1
"Brine","Galactitol","Starch formation",6,1
"Brine","Galactitol","Growth at 37°C",54,1
"Brine","myo-Inositol","D-Glucosamine",31,1
"Brine","myo-Inositol","Vitamin-free",18,1
"Brine","myo-Inositol","Starch formation",6,1
"Brine","myo-Inositol","Growth at 37°C",59,1
"Brine","D-Glucosamine","Vitamin-free",10,1
"Brine","D-Glucosamine","Starch formation",6,1
"Brine","D-Glucosamine","Growth at 37°C",39,1
"Brine","Vitamin-free","Starch formation",5,1
"Brine","Vitamin-free","Growth at 37°C",54,1
"Brine","Starch formation","Growth at 37°C",61,1
"Plant","Glucose","Erythritol",0,0
"Food","Glucose","Starch formation",0,0.019
"Pickled.Salted.Brined","Glucose","Methanol",0,0.555
"Fruit","Glucose","Erythritol",0,0
"Drink.Juice","Glucose","D-Xylose",0,0
"Sugar.Cane","Lactose_F","Glucose",89,1
"Sugar.Cane","Lactose_F","Lactose",12,1
"Sugar.Cane","Lactose_F","Soluble Starch",29,1
"Sugar.Cane","Lactose_F","myo-Inositol",9,1
"Sugar.Cane","Lactose_F","Starch formation",6,1
"Sugar.Cane","Glucose","Lactose",0,0.849
"Sugar.Cane","Glucose","Soluble Starch",0,0.654
"Sugar.Cane","Glucose","myo-Inositol",0,0.862
"Sugar.Cane","Glucose","Starch formation",0,0.694
"Sugar.Cane","Lactose","Soluble Starch",20,1
"Sugar.Cane","Lactose","myo-Inositol",5,1
"Sugar.Cane","Lactose","Starch formation",5,1
"Sugar.Cane","Soluble Starch","myo-Inositol",3,1
"Sugar.Cane","Soluble Starch","Starch formation",6,1
"Sugar.Cane","myo-Inositol","Starch formation",6,1
"Fermented","Glucose","D-Xylose",0,0
"Wine","Glucose","Methanol",0,0.49
"Beer","Glucose","Methanol",0,0.478
"Tequila","Lactose_F","Glucose",89,1
"Tequila","Lactose_F","Melibiose",13,1
"Tequila","Lactose_F","myo-Inositol",9,1
"Tequila","Lactose_F","Starch formation",6,1
"Tequila","Glucose","Melibiose",0,0.649
"Tequila","Glucose","myo-Inositol",0,0.709
"Tequila","Glucose","Starch formation",0,0.445
"Tequila","Melibiose","myo-Inositol",5,1
"Tequila","Melibiose","Starch formation",6,1
"Tequila","myo-Inositol","Starch formation",6,1
"Cider","Glucose","Starch formation",0,0.348
"Wood","Lactose_F","Glucose",89,1
"Silage","Lactose_F","Glucose",89,1
"Silage","Lactose_F","Inulin",11,1
"Silage","Lactose_F","Methanol",5,1
"Silage","Lactose_F","Galactitol",17,1
"Silage","Glucose","Inulin",0,0.71
"Silage","Glucose","Methanol",0,0.781
"Silage","Glucose","Galactitol",0,0.778
"Silage","Inulin","Methanol",5,1
"Silage","Inulin","Galactitol",12,1
"Silage","Methanol","Galactitol",16,1
"Dairy","Glucose","Soluble Starch",0,0.001
"Olives","Glucose","Vitamin-free",0,0.279
"Olives","Glucose","Starch formation",0,0.353
"Olives","Vitamin-free","Starch formation",5,1
